|morphs|origin
0|['우', 'ㄴㄷ', 'ㅗ', '지지', '리', '없', '네', '이파', 'ㄴ']|운도 지지리 없네 이판
1|['알리', '어', '주', '시', '어서', '감사', '합니다']|알려주셔서 감사합니다
2|['집중', '하', '아', 'ㄴ', 'ㅗ', '채리']|집중해 노채리
3|['한번꺠니', '방심', '하네', 'ㅇ']|한번꺠니 방심하넹
4|['개인', '에게', 'ㄴ', '수레', '가', '좋', '지만', '파티', '에게', 'ㄴ', '.', '...', '.']|개인에겐 수레가 좋지만 파티에겐.....
5|['그렇', 'ㄹ', '만', '하', '시', 'ㅁ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|그럴만하심 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6|['집중', '해', 'ㄴ', 'ㅗ', '채리']|집중해노채리
7|['항상', '한', '번', '깨', '고', '나', '면', '약간', '집중', '저하', '되', '시', 'ㅁ', 'ㅋㅋ']|항상 한번 깨고나면 약간 집중 저하되심 ㅋㅋ
8|['로', '아마', 'ㄴ', '4', '시간', '반', '하', '았', '네']|로아만 4시간반했네
9|['근기', 'ㄱ', 'ㅗ', 'ㅇ', '답', '없', '을', '거', 'ㄴ', '데', 'ㅇ', 'ㅋㅋ']|근기공 답없을건뎅ㅋㅋ
10|['원기', 'ㄱ', 'ㅗ', 'ㅇ', '은', '답', '있', '는가', '몰', '겠', '네']|원기공은 답있는가 몰겠네
11|['힘', '다', '빼', '시', '었', '나', '부', '다']|힘 다빼셨나부다
12|['금강', '서', 'ㄴ', 'ㄱ', 'ㅗ', 'ㅇ', '현실', '화']|금강선공 현실화
13|['한파', 'ㄴ', '깨', '고', '기', '다', '빠', '지시', 'ㄴ', '듯']|한판 깨고 기 다 빠지신듯
14|['3페이즈가', '힘들', 'ㄴ데']|3페이즈가 힘든데
15|['디', 'ㄹ', '잘', '나오', 'ㄴ다']|딜 잘나온다
16|['면상', '원기', 'ㅇ', 'ㅗ', 'ㄱ']|면상 원기옥
17|['크리', '또', '안', '터지', '었', '네']|크리 또 안터졌네
18|['다시', '돌아오', 'ㅁ']|다시 돌아옴
19|['자기', '혼자', '맵', '이', '도', 'ㅇ', '해', '다']|자기 혼자 맵이동햇다
20|['저', '바', 'ㅇ', '젠', '인가']|저방젠인가
21|['초벌구이', '잘', '끝내', '시', 'ㅁ', '?']|초벌구이 잘끝내심?
22|['ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', '지금', '힘', '다', '빼', '시', 'ㄴ듯']|ㅋㅋㅋㅋㅋㅋ 지금 힘다 빼신듯
23|['늙', '은', '핑', 'ㅠ']|늙은피유
24|['하얗', '게', '불태우', 'ㅁ']|하얗게 불태움
25|['젠', '되', 'ㄴ', '방', '으로', '돌아가', 'ㅁ']|젠된방으로 돌아감
26|['젠', '되', 'ㄴ', '방', '으로', '돌아가', '요']|젠된방으로 돌아가요
27|['튀', 'ㄹ', '때', '좁은길', 'ㄹ', 'ㅗ', '가면', '안', '되', '요']|튈때 좁은길로가면안되요
28|['쟤', '는', '똥', '꾸', 'ㄴ', 'ㅗ', '리', '이', '면', '저렇', '게', '자꾸', '치', '어서']|쟤는 똥꾸노리면 저렇게 자꾸 쳐서
29|['ㅇ', 'ㅗ', '나', 'ㄴ', '하', '나', 'ㄴ', '하']|오 난하 난하
30|['나', 'ㄴ', '하']|난하
31|['꾸', 'ㄹ', '이루', 'ㅋㅋ']|꿀이루 ㅋㅋ
32|['나', 'ㄴ', '하나', 'ㄴ', '하']|난하난하
33|['꼬리', '적중', '률', '90', '푸', '어']|꼬리 적중률 90퍼
34|['이것', '이', '로스트', '아크라', '는', '게임', '이', 'ㅂ니까', '?']|이것이 로스트아크라는 게임입니까?
35|['꿀', '혜', '님', '로', '아', '456렙인가', '그렇', 'ㄹ', '꺼', 'ㄹ', '이', '어']|꿀혜님 로아 456렙인가 그럴껄여
36|['아니', 'ㄴ가']|아닌가
37|['아직', '못', '깨', '시', '었', '나요', '?']|아직못깨셨나요?
38|['피', 'ㅇ', 'ㅠ', '님', '분발', '하', 'ㅂ시다']|피유님 분발합시다
