|morphs|origin
0|['차', 'ㄱ', 'ㅡ석']|착 ㅡ석
1|['참피', 'ㅇ', 'ㅠ', '!!!', '!!', '기여워!!!']|참피유!!!!! 기여워!!!
2|['근데', '노래', '두', '개', '틀', '어', '지', '어', '있', '는', '걸', 'ㄴ가요', '?']|근데 노래 두 개 틀어져 있는 건가요?
3|['끠유', '귀여워', 'ㅇ']|끠유 귀여웡
4|['180', '도', '달라지', 'ㄴ', '트', 'ㄹ', '수', '덜']|180도 달라진 트수덜
5|['즐겁', 'ㄴ', '금요일', '이', '되', '길', '~', '~']|즐거운 금요일이 되길~~
6|['피', 'ㅇ', 'ㅠ', '님', '아리아나', '신', 'ㄱ', 'ㅗ', 'ㄱ', '나', '왔어', '요', '들어주', '세', '이', '어', 'ㅠ', 'ㅠ', '멜론', '에', '있', '어요', '!', '!']|피유님 아리아나 신곡나왔어요 들어주세여 ㅠㅠ멜론에있어요!!
7|['갸', 'ㅇ', '다른', '거', '하', '시', '지', 'ㅋㅋ', 'ㅋㅋ']|걍 다른거 하시지 ㅋㅋㅋㅋ
8|"['이매진', '이락', 'ㅗ', '나오', '았', '어요', ""'""]"|이매진이라고 나왔어요'
9|['때', 'ㅇ', '네', 'ㄱ', '보다', '좋', '음', 'ㅠ', 'ㅠ']|땡넥보다좋음 ㅠㅠ
10|['아리아나', '그란데', '음색', '이', '미치', '었', '음']|아리아나그란데 음색이 미쳤음
11|['오늘', '은', '캐', 'ㅁ', '없', '나요', '?']|오늘은 캠 없나요 ?
12|['빛', 'ㅇ', 'ㅠ', '님', '롤', '몇', '시', '에', '하', '시', 'ㄹ', '꺼', '에요', '?', 'ㅋ']|빛유님 롤 몇시에 하실꺼에요? ㅋ
13|['예쁘', 'ㄴ', '끠유님', '보', '러', '오', '았', '는데']|예쁜 끠유님 보러왔는데
14|['이', '야', '빛', 'ㅇ', 'ㅠ']|이야 빛유
15|['빛', 'ㅇ', 'ㅠ', '님', '지금템렙', '330', '대', '이', 'ㄴ가요', '?']|빛유님 지금템렙 330대인가요?
16|['때', 'ㅇ', '네', 'ㄱㄷ', 'ㅗ', '좋', '죠', 'ㅎㅎㅎ']|땡넥도 좋죠 ㅎㅎㅎ
17|['빛', 'ㅇ', 'ㅠ', '빨리', '나오', '았', '으면']|빛유 빨리나왔으면
18|['빛', 'ㅇ', 'ㅠ']|빛유
19|['오른쪽', '이모티콘', '은', '쓰', 'ㄹ', '일', '있', '나', '?', '?']|오른쪽 이모티콘은 쓸 일 있나??
20|['빛', '-', 'ㅇ', 'ㅠ']|빛-유
21|['목욕탕', '팔찌', '이', 'ㄴ가요', '.', '.', '?']|목욕탕 팔찌인가요..?
22|['오늘', '도', '목욕탕', '하', '기', '팔찌', '하', '시', '었', '네']|오늘도 목욕탕키 팔찌하셨네
23|['네', 'ㅇ']|넹
24|['렌즈', '잘', '어울리', 'ㄴ', '당']|렌즈 잘어울린당
25|['렌즈', '바', '끼', '엇', '나']|렌즈 바꼇나
26|['렌즈', '바꾸', '시', '었', '나요']|렌즈 바꾸셨나요
27|['인', '싸', '아', 'ㄷㄷ']|인싸 ㄷㄷ
28|['부럽', '다', '.', '.', '카토', 'ㄱ']|부럽다.. 카톡
29|['ㅇ', 'ㅗ', '완전', '오랜만', '이', '네']|오 완전 오랜만이네
30|['피', 'ㅇ', 'ㅠ', '님', '이', '빛', '이', '라서']|피유님이 빛이라서
31|['피', 'ㅇ', 'ㅠ', '얼굴', '이', '빛나', '는', '거', '이', 'ㅁ']|피유얼굴이 빛나는거임
32|['빛', 'ㅇ', 'ㅠ']|빛 유
33|['끠유님', '식사', '는', '알', 'ㄴ', '하시나', '용']|끠유님 식사는 안하시나용
34|['피', 'ㅇ', 'ㅠ', '님', '은', '파트너', '누구', '예요', '?', '?']|피유님은 파트너 누구예요??
35|['손목', '에', '웬', '목욕탕', '키', '고리', '같', '은', '거', 'ㄹ', '끼', '시', '었', '네요']|손목에 웬 목욕탕 키고리 같은걸 끼셨네요
36|['ㅇ', 'ㅗ', 'ㅇ', 'ㅗ']|오오
37|['ㅇ', 'ㅗ']|오
38|['맘껏', '패', 'ㄹ', '수', '잇달', '던', '그분']|맘껏 팰수잇다던 그분
39|['끠유님!!!', '오늘', '세종대', '붙', '었', '어요', '!', '!!', '우', '와', '!!!', '!!', '자랑', '하', 'ㄹ', '사람', '이', '끠유님밖에', '없어', '요', 'ㅜㅜ']|끠유님!!! 오늘 세종대 붙었어요!!! 우와!!!!! 자랑할 사람이 끠유님밖에 없어요ㅜㅜ
40|['고무줄', '밖', '에', '모르', '비', 'ㄴ다']|고무줄 밖에 모르빈다
41|['ㅇ', 'ㅗ', '~', '!']|오~!
42|['대학', 'ㅊㅊ', '잘', '다니', '시', '어요']|대학 ㅊㅊ 잘 다니세요
43|['동창', '=', '보차', 'ㅇ', 'ㅋㅋ']|동창=보창 ㅋㅋ
44|['피', 'ㅇ', 'ㅠ', '님', '은', '자퇴', '하', 'ㄴ', '거', '예요', '?', '휴학', '이', '죠', '?']|피유님은 자퇴한거예요? 휴학이죠?
45|['휴학', '을', '계속', '하', 'ㄹ', '수', '가', '있', '나', '?']|휴학을 계속 할 수가 있나?
46|['자퇴', '길', '어', '지', '면', '자동', '자퇴', '아니', 'ㅁ', '?']|자퇴 길어지면 자동 자퇴아님?
47|['이', 'ㅇ', 'ㅠ', '없', '으면', '자퇴', '하', '거나', '제', '적', '당하', 'ㄹ텐데']|이유 없으면 자퇴하거나 제적 당할텐데
48|['키', 'ㅇ', '반', '이', 'ㄴ']|킹반인
49|['휴학', '길', '어', '지', '면', '자동', '자퇴', '이', 'ㅁ']|휴학 길어지면 자동 자퇴임
50|['휴학', '사유', '없', '으면', '제적', '시키', 'ㄹ걸', '요']|휴학 사유 없으면 제적시킬걸요
51|['ㅇ', 'ㅗ', '이모티콘', '또', '왔나보넴']|오 이모티콘 또 왔나보넴
52|['우마', '크', '어']|우마커
53|['쏘', '아', 'ㄴ', '타', '아', '퉤', 'ㄹ', '미']|쏸타퉬미
54|['오늘', '왜', '하', '게', '힘없', '어', '보이', '시', '지']|오늘 왜케 힘없어보이시지
55|['투', '터', 'ㄱ', 'ㅇ', 'ㅠ']|투턱유
56|['오늘', '왜', '하', '게', '쎄보임']|오늘 왜케 쎄보임
57|['오늘', '더', '여성', '스럽', '시', 'ㄴ듯']|오늘 더 여성스러우신듯
58|['컬러', '렌즈', '끼', '시', '었', '나요', '?']|컬러렌즈 끼셨나요?
59|['피', 'ㅇ', 'ㅠ', '님', '산타', '가', '있', '다고', '생각', '몇', '살', '까지', '하', '았', '어요', '?', '?']|피유님 산타가 있다고 생각 몇살까지 했어요??
60|['잘', '어', '울', 'ㄹ', '리', '시네', 'ㅇ']|잘어울리시넹
61|['부모', '님', '이', '선물', '안', '주', '시', '면', '산타', '없', '는', '거', '이', 'ㅁ']|부모님이 선물 안 주시면 산타 없는 거임
62|['왜', '괴', '하', '는', '트', '하', '가', '어', 'ㅄ', '지', 'ㅇ', '.', '.']|왜 괴하는 트하가 없징..
63|['부모', '님', '이', '산타', '이', 'ㄴ', '거', '알', '고', '잇', '엇', '는데']|부모님이 산타인거 알고 잇엇는데
64|['유치원', '때', '이', '라며']|유치원때라며
65|['어', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|엌ㅋㅋㅋㅋㅋㅋㅋ
