|morphs|origin
0|['니코', '만나', '고', '마우스', '던지', 'ㅁ']|니코 만나고 마우스 던짐
1|['졸', '크', '어']|졸커
2|['그래서', '필', '벤다', 'ㅇ', '함', 'ㅋㅋㅋ']|그래서 필벤당함 ㅋㅋㅋ
3|['라인', '전', '쎄', 'ㄴ', '원딜', '뭐', '있', '나요', '?']|라인전 쎈 원딜 뭐있나요?
4|['잘', '모르', '면', '밴', '하', '는', '게', '편하', 'ㅁ']|잘 모르면 밴하는게 편함
5|['구', 'ㅇ', '이', '너무', '사기', '이', 'ㅁ', 'ㅜ']|궁이너무사기임 ㅜ
6|['속박', '미', '니어', 'ㄴ', '뚫', '고', '오', '아서', '상대', '하', '기', '까다롭', 'ㅁ', '니코']|속박 미니언 뚫고 와서 상대하기 까다로움 니코
7|['챔피언', '집중', '탐구', '보면', '되', 'ㅁ']|챔피언집중탐구보면됨
8|['리시', 'ㄴ', '1', 'mm', '바', 'ㅇㅎ', 'ㅗ']|리신 1mm 방호
9|['메', 'ㅇ', '메', 'ㅇ', '메']|멩멩메
10|['쓰레쉬', '가', '잘', '하', 'ㄴ', '다기', '보', '단', '끠유님이', '너무', '읽기', '쉽', 'ㄴ', '거', '같', '아요']|쓰레쉬가 잘한다기 보단 끠유님이 너무 읽기 쉬운거같아요
11|['팩', '폭', '아', '푸', '어요', 'ㅠ', 'ㅠ']|팩폭 아퍼요 ㅠㅠ
12|['묵직', '하', '었', '다']|묵직했다
13|['쉽', 'ㄴ', '여자', '끠유']|쉬운여자 끠유
14|['카이사', '후반', '가면', '너무', '잡기', '힘', '들', '어', 'ㅇ']|카이사 후반가면 너무 잡기힘들엉
15|['탐', '사수', '쿠팡', '에서', '2', '리터', '12', '개', '천원', '에', '할인', '하', 'ㅁ']|탐사수 쿠팡에서 2리터 12개 천원에 할인함
16|['누나', '후드', '귀엽', '어요']|누나 후드 귀여워요
17|['진짜', '피', 'ㅇ', 'ㅠ', '님', '방송', '이', '롤', '보기', '젤', '좋', '은', '듯']|진짜 피유님 방송이 롤보기 젤좋은듯
18|['3', '코어', '내셔', '랑', '루나', 'ㄴ', '중', '에', '뭐', '가', '더', '좋', '아요', '?']|3코어 내셔랑 루난중에 뭐가 더 좋아요?
19|['요즘', '에', 'ㄴ', '루나', 'ㄴ', '더', '많이', '가', '는', '듯']|요즘엔 루난 더많이가는듯
20|['아하', 'ㅇ']|아항
21|['못하', '는', '롤', '방송', '만', '보', '다가', '피', 'ㅇ', 'ㅠ', '님', '보니', '까', '편안', '하네']|못하는 롤방송만 보다가 피유님 보니까 편안하네
22|['이것', '후반', '가면', '모르', 'ㄹ', '듯']|이거 후반가면 모를듯
23|['리시', 'ㄴ', '없어', '도', '4', ':', '5', '이', '길', '듯']|리신없어도 4:5이길듯
24|['오늘', '채', '엇', '클린', '하네']|오늘 챗 클린하네
25|['카', '라인', '이', '잘', '크', '었', '네']|카 라인이 잘컸네
26|['피', 'ㅇ', 'ㅠ', '님', '섹시', '하', '어요']|피유님섹시해요
27|['크', '을', '리', 'ㄴ']|크을린
28|['저', 'ㄱ', '팀', '짱', 'ㅗ', '랑', '레', '네', 'ㄱ', '유통기한', '채', 'ㅁ', '이', '라', '후반', '갈수록', '오히려', 'ㅇ', 'ㅠ', '리한', '데', 'ㅇ']|적팀 짜오랑 레넥 유통기한챔이라 후반갈수록 오히려 유리한뎅
29|['그날', '이', '뭔', '지', '물어보', '면', '어그로', '되', 'ㄹ', '거', '같', '아서', '물어보', 'ㄹ', '수', '가', '없', '다', '.', '.']|그날이 뭔지 물어보면 어그로될거같아서 물어볼수가없다..
30|['네', 'ㅇ']|넹
31|['검', '다시', '집어넣', '으시', '시', '어야', '하', 'ㄹ', '듯']|검 다시 집어넣으셔야할듯
32|['아', '모르', 'ㄴ', '지', 'ㄱ', '다', '...']|아모른직다...
33|['오늘', '은', '엄청', '클린', '하', '어요', '진짜']|오늘은 엄청 클린해요 진짜
34|['irl', '때', '가', '문제기', 'ㄴ', '함']|irl때가 문제긴함
35|['kda', '카이사', '이쁘', '기', 'ㄴ', '하네']|kda카이사 이쁘긴하네
36|['아', '야야', 'ㄹ']|아야얄
37|['나서스', '카사딘', '카이사', '소라카', '전부', '후반', '캐리', '캐리', 'ㄱ', '이', 'ㄴ데']|나서스 카사딘 카이사 소라카 전부 후반캐리 캐릭인데
38|['후반', '갈수록', '유리', '하', 'ㅁ']|후반갈수록 유리함
39|['민트', '초코', '도', '먹방', '하', '시', 'ㄹ', '꺼', '죠', '?']|민트 초코도 먹방 하실꺼죠?
40|['무치', 'ㄴ', '판단', 'ㄷㄷ']|무친판단 ㄷㄷ
41|['앞', '구', 'ㅇ', '뒷', '점멸', 'ㅋㅋㅋ']|앞궁 뒷점멸 ㅋㅋㅋ
