|morphs|origin
0|['좋', '은', '말', '하', 'ㄹ', '때', '돌아오', '아라']|좋은말 할때 돌아와라
1|['패기', '봇', 'ㅗ', '...']|패기보소...
2|['방금', '표정', '개', '무섭', '엇', '음', 'ㄷㄷ']|방금 표정 개무서웟음 ㄷㄷ
3|['캬', '미드', '의', '자존심', '이', 'ㄴ데', '저것', 'ㄴ']|캬 미드의 자존심인데 저건
4|['조련', '한', 'ㅗ']|조련하노
5|['자가', 'ㅇ', '두천', '...']|자강두천...
6|['미드', '는', '이기', '었', '음', 'ㅅㄱ']|미드는 이겼음 ㅅㄱ
7|['순수', '아', 'ㄱ', '.', '.']|순수악..
8|['이기', '었', '다', '이건']|이겼다 이건
9|['끠하', '아까', '왜', '방종', '하', '시', 'ㅁ', '?']|끠하 아까 왜 방종하심?
10|['컨디션', '이', '안', '좋', '으시', '어서요']|컨디션이 안좋으셔서요
11|['배', '가', '아파서', '약', '먹', '고', '좀', '쉬', '다', 'ㅇ', 'ㅗ', '시', '엇', '어요']|배가 아파서 약먹고 좀 쉬다 오셧어요
12|['직스', '겁나', '게', '던지', 'ㄴ다']|직스 겁나게 던진다
13|['카시', '버프', '되', 'ㄴ', '거', '있', '음', '?']|카시버프된거있음?
14|['직스', ':', '집', '가', '기', '만', '하', '아', '보', '아', '어디', 'ㄹ', 'ㄷ감히']|직스: 집 가기만 해봐 어딜 ㄷ감히
15|['네', '타워', '나가', 'ㄹ', '것', '같', '아요', '가', '면']|네 타워나갈것같아요 가면
16|['버프', '는', '안됬고', 'q', '서', 'ㄴ', '마', '유성', '카시', '가', '발견', '되', 'ㅁ']|버프는 안됬고 q선마 유성카시가 발견됨
17|['ㅇ', 'ㅗ', 'ㅅㅅ']|오 ㅅㅅ
18|['잘', '하', '았', '다']|잘했다
19|['john', '못', 'ㄲ']|john모ㅅㄲ
20|['ㅈㅁ', 'ㅗ', 'ㅋㅋㅋ']|ㅈ모 ㅋㅋㅋ
21|['조도', '나', '조', 'ㄴ', '모', '이', '뇨', '속', '들']|조도나 존모 이뇨속들
22|['조도', '나', '조', 'ㄴ', '모']|조도나 존모
23|['ㅈㅁ', 'ㅗ', 'ㅈ오나', '심각', '하', '네']|ㅈ모 ㅈ오나 심각하네
24|['조', 'ㄴ', '모', '조도', '나']|존모 조도나
25|['오늘', '왜', '화가', '나', '시', '엇', '나', '영', 'ㅜ']|오늘 왜 화가 나셧나영 ㅜ
26|['조', 'ㄴ', '모']|존모
27|['벌레', '이', '라', '벌레', '같', '은', '판단', '하', '는', '중']|벌레라 벌레같은 판단 하는중
28|['레오나', '같', '은', '애', '들', 'ㄲ', 'ㅗ', 'ㄱ', '안보', 'ㄱ', 'ㅗ', '채팅', '침']|레오나 같은애들 꼭 안보고 채팅침
29|['혼자', '게임', '보', '는', '눈', '다르', 'ㅁ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|혼자 게임 보는 눈 다름 ㅋㅋㅋㅋㅋㅋㅋㅋ
30|['오', '아', '카이사', '납치', '당하', '았', '다']|와 카이사 납치당했다
31|['ㄲ', 'ㅠ']|뀨
32|['오', '아', '카시', '14렙']|와 카시 14렙
33|['오리아나', '는', '진짜', '도', '파급', '으로', '잘', '하', '시', 'ㄴ다']|오리아나는 진짜 도파급으로 잘하신다
34|['템', '잘', '뜨', '시', 'ㅁ']|템 잘뜨심
35|['문제', '는', '조', 'ㄴ', '모', '...']|문제는 존모 ...
36|['카시', '1000', 'ㄱ', 'ㅗ', 'ㄹ', '먹', '고', '싶', '은데']|카시 1000골 먹고싶은데
37|['오', '아', '레오나', '구', 'ㅇ', '봇', 'ㅗ']|와 레오나 궁보소
38|['티모', '는', '복', '실', '복', '실', '티모', '가', '제일', '귀엽', 'ㄴ듯']|티모는 복실복실티모가 제일 귀여운듯
39|['구', 'ㅇ']|궁
40|['오', '아', '조도', '나', '스키', 'ㄹ', '샷', ';', ';']|와 조도나 스킬샷 ;;
41|['레오나', '스키', 'ㄹ', '이', '...']|레오나 스킬이...
42|['레오나', '구', 'ㅇ', '미치', 'ㄴ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|레오나 궁 미친 ㅋㅋㅋㅋㅋㅋㅋㅋ
43|['실버', '수준', '이', 'ㄴ데', '?']|실버수준인데?
44|['조도', '나', '스키', 'ㄹ', '샷', '이', '살짝', '토', '나오', 'ㄹ', '뻔', '하', '었', '는데', '...']|조도나 스킬샷이 살짝 토나올뻔했는데 ...
45|['티모', '디', 'ㄹ', '귀엽', '네']|티모 딜 귀엽네
46|['저러', '어', '하', '아', '스키', 'ㄹ', '쓰', '면서', '시비르', 'ㄹ', '텀?']|저래 스킬쓰면서 시비를 텀?
47|['피', 'ㅇ', 'ㅠ', '님', '롤', '에', '왜', '하', '게', '티모', '자주', '출연', '하', '나요']|피유님 롤에 왜케 티모 자주 출연하나요
48|['방금', '리시', 'ㄴ', 'QQ', '오', '는데', '티모', '버섯', '안', '밟', '네']|방금 리신 QQ오는데 티모 버섯 안 밟네
49|['ㅈㅁ', 'ㅗ', '키', 'ㄹ', '초']|ㅈ모 킬초
50|['스키', 'ㄹ', '샷', '너', '어', '무', '이쁘', '다', '언니']|스킬샷 너어무 이쁘다 언니
51|['킹', '서', '엇']|킹섯
52|['티모', '키', 'ㄹ', '초', 'ㄷㄷ']|티모 킬초 ㄷㄷ
53|['아', '키', 'ㄹ', '초', '조지', '엇', '다']|아 킬초 조졋다
54|['어', 'ㅋㅋ']|엌ㅋ
55|['ㅈㅁ', 'ㅗ']|ㅈ모
56|['조', 'ㄴ', '모', '티모', 'ㅋㅋㅋ']|존모티모 ㅋㅋㅋ
57|['ㅈㅁ', 'ㅗ', '티모']|ㅈ모티모
58|['이렇', '면', '이제', '갓', '모']|이러면 이제 갓모
59|['그', '는', 'ㅈㅁ', 'ㅗ', '인가', '갓', '모', '인가']|그는 ㅈ모인가 갓모인가
60|['뭐', 'ㄴ', '티모', '?']|뭔 티모?
61|['곧', '떡', '락', '하', 'ㄹ', '코', '이', 'ㄴ', '이', 'ㅂ니다', '타', '지', '말', '아', '세', '요']|곧 떡락할 코인입니다 타지마세요
62|['잘', '하', '아도', 'ㅈ몸']|잘해도 ㅈ몸
63|['티', '샘', 'ㅗ', '끼']|티새모끼
64|['잘', '하', '아도', 'ㅈㅁ', 'ㅗ', '일', '뿐']|잘해도 ㅈ모 일뿐
65|['탑', '라이', '너는', 'ㅈㅁ', 'ㅗ', '가', '아니', '라', '버섯', '이', 'ㅂ니다']|탑라이너는 ㅈ모가 아니라 버섯입니다
66|['너무', '하', 'ㄴ데']|너무한데
67|['스키', 'ㄹ', '샷', '뭐', '야', '!!']|스킬샷 뭐야 !!
68|['사', '과', '하', '아']|사 과 해
69|['조', '도나', '는', '무슨', '뜻', '이', 'ㅁ', '?', '?']|조도나는 무슨 뜻임??
70|['저', '외국인', '왜', '갑자기', '태', 'ㅇ', '구', '임', 'ㅋㅋ']|저 외국인 왜 갑자기 탱구임ㅋㅋ
71|['좆', 'ㅇ', 'ㅗ', '나']|좆오나
72|['ㅈ', 'ㅇ', 'ㅗ', '나']|ㅈ 오나
73|['ㅈ', '(', '레', ')', 'ㅇ', 'ㅗ', '나']|ㅈ (레)오나
74|['근데', '지', 'ㄴ', '레오나', '구', 'ㅇ', '에', '플', '쓰', 'ㄴ', '거', '아님ㅋㅋㅋ']|근데 진 레오나 궁에 플쓴거 아님ㅋㅋㅋ
75|['월', '크', 'ㄹ', '태', 'ㅇ', '구', 'ㄷㄷ']|월클 탱구 ㄷㄷ
76|['파이크', '때문', '에', '조', 'ㄴ', '야', '가시', '어야', '대', '요']|파이크때문에 존야가셔야대요
77|['양모', 'ㄴ', 'ㅗ', '왜', '저러', '어', '하', '아']|양모노 왜저래
78|['이것', '다', '비비', '었', '는', '데', 'ㅇ']|이거 다비볐는뎅
79|['죄송', '하', 'ㄴ데', '제가', '롤', '을', '하나', '도', '모르', '아서', '.', '.', '플', '1', '이면', '잘', '하', '는', '거', 'ㄴ', '가요', '?', '옵', '칠', 'ㅗ', '치', '면', '어느', '정도', '예요', '?']|죄송한데 제가 롤을 하나도 몰라서.. 플1이면 잘하는건가요? 옵치로 치면 어느정도예요?
80|['카이사', '디', 'ㄹ', '좋', '다']|카이사 딜 좋다
81|['이것', '카이사', '만', '믿', '고', '가', '나요', '?']|이거 카이사만 믿고 가나요?
82|['옵', '칠', 'ㅗ', '치', '면']|옵치로 치면
83|['옵', '칠', 'ㅗ', '치', '이', '면', '다이아', '수주', 'ㄴ', '아니', 'ㄴ', '가요']|옵치로치면 다이아수준아닌가요
84|['플', '1', '이', '옵', '칠', 'ㅗ', '다', '딱', '은', '아니', 'ㄹ텐데']|플1이 옵치로 다딱은 아닐텐데
85|['노래', '하', '지', '말', 'ㄱ', 'ㅗ', '듣', '기', '만', '하', '래', 'ㅋㅋㅋ']|노래하지 말고 듣기만 하래 ㅋㅋㅋ
86|['ㅇ', 'ㅗ']|오
87|['명품', '조연', '선언', '하', '시', 'ㅁ']|명품조연선언하심
88|['주', '그', '이', '라']|주그라
89|['플', '레', '이', '면', '사람', '이', 'ㅁ']|플레면 사람임
90|['황', 'ㅇ', 'ㅠ']|황 유
91|['갓', 'ㅇ', 'ㅠ']|갓유
92|['피', 'ㅇ', 'ㅠ', '님', '이', '주인공', '되', 'ㄹ', '듯']|피유님이 주인공 될듯
93|['빛', '갓', 'ㅇ', 'ㅠ']|빛갓유
94|['옵', '치', '다', '딱', '은', '10', '플', 'ㅗ', '대인', '데']|옵치 다딱은 10프로대인데
95|['키', 'ㅇ', '쩔', '수어', 'ㅄ', '지', '...']|킹쩔수없지 ...
96|['저것', 'ㄴ', '일부러', '구', 'ㅇ', '뺴려고', '저런', '듯']|저건 일부러 궁 뺴려고 저런듯
97|['키', 'ㅇ', '신']|킹신
98|['애초', '에', '리시', 'ㄴ', '바', 'ㅇㅎ', 'ㅗ', '탁', 'ㅗ', '가', 'ㄹ', '거', '생각', '하', '고', '구', 'ㅇ', '을', '안', '쓰', '었', '어야지']|애초에 리신 방호타고 갈 거 생각하고 궁을 안썼어야지
99|['근데', '저', '양모', 'ㄴ', 'ㅗ', '는']|근데 저 양모노는
100|['ㅈㅁ', 'ㅗ', '찢기', '었', '다']|ㅈ모 찢겼다
101|['ㅈㅁ', 'ㅗ', '가', '먼저', '죽', '었', '네', '유']|ㅈ모가 먼저 죽었네유
102|['조도시페아는', '뭐', '하', '는', '챔프', '이', '어', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|조도시페아는 뭐하는챔프여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
103|['재', 'ㅁ', '모']|잼모
104|['ㅈㅁ', 'ㅗ', '사마', 'ㅇ']|ㅈ모사망
105|['이것', '가', '면', '싸', '아', '먹히', 'ㄴ다']|이거 가면 싸먹힌다
106|['졷시오페아', '아니', 'ㅁ', '?', '?']|졷시오페아 아님??
107|['수컷', '이', 'ㄴ', '갑', '죠']|수컷인갑죠
108|['카시', '구', 'ㅇ', '쓰', 'ㄴ듯', '?']|카시 궁 쓴듯?
109|['파이크', '빠', 'ㄴ', '스럽', 'ㄴ', '봇', 'ㅗ']|파이크 빤스런보소
110|['빛', 'ㅇ', 'ㅗ', '나', '몸', '빠', 'ㅇ']|빛오나 몸빵
111|['망', '한', '삐', 'ㄹ', '이', 'ㄴ', '데']|망한삘인데
112|['키', 'ㅇㅇ', 'ㅗ', '나']|킹오나
113|['캬', '구', 'ㅇ', '봇', 'ㅗ']|캬 궁보소
114|['지', 'ㄴ', '은', '그럼', '뭔', '가요']|진은 그럼 뭔가요
115|['파이크', '구', 'ㅇㅈ', 'ㅗ', '심']|파이크궁조심
116|['오', '아', '진짜', '겁나', '아', '던지', '어', '대', '네', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|와 진짜 겁나 던져대네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
117|['지', 'ㄴ', '은', 'ㅈ임']|진은 ㅈ임
118|['매', 'ㅇ', 'ㅇ', 'ㅠ']|맹 유
119|['카시', '디', 'ㄹ', '보', '아라', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|카시딜봐라 ㅋㅋㅋㅋㅋㅋ
