time,cnt_chat,cnt_ㅋ,cnt_ㄵ,cnt_오,cnt_와,cnt_유하,validation
2018-12-09 13:34:18,3,0,0,0,0,0,0
2018-12-09 13:34:19,2,13,0,0,0,0,0
2018-12-09 13:34:20,1,0,0,0,0,0,0
2018-12-09 13:34:21,2,5,0,0,0,0,0
2018-12-09 13:34:22,3,0,0,0,0,0,0
2018-12-09 13:34:23,1,0,0,0,0,0,0
2018-12-09 13:34:24,2,0,0,0,0,0,0
2018-12-09 13:34:25,3,0,0,0,0,0,0
2018-12-09 13:34:28,4,4,0,0,1,0,0
2018-12-09 13:34:29,1,0,0,0,0,0,0
2018-12-09 13:34:30,2,0,0,0,0,0,0
2018-12-09 13:34:31,2,0,0,0,0,0,0
2018-12-09 13:34:34,1,0,0,0,0,0,0
2018-12-09 13:34:35,1,0,0,0,0,0,0
2018-12-09 13:34:37,1,0,0,0,0,0,0
2018-12-09 13:34:39,1,0,0,0,0,0,0
2018-12-09 13:34:40,2,0,0,0,1,0,0
2018-12-09 13:34:42,1,0,0,0,0,0,0
2018-12-09 13:34:45,2,0,0,0,0,0,0
2018-12-09 13:34:49,1,0,0,0,0,0,0
2018-12-09 13:34:50,1,0,0,0,0,0,0
2018-12-09 13:34:53,1,0,0,0,0,0,0
2018-12-09 13:34:54,1,0,0,0,0,0,0
2018-12-09 13:34:56,1,0,0,0,0,0,0
2018-12-09 13:34:57,1,0,0,0,0,0,0
2018-12-09 13:34:59,1,0,0,0,0,0,0
2018-12-09 13:35:01,1,0,0,0,0,0,0
2018-12-09 13:35:02,1,0,0,0,0,0,0
2018-12-09 13:35:09,1,0,0,0,0,0,0
2018-12-09 13:35:11,1,0,0,0,0,0,0
2018-12-09 13:35:12,1,0,0,0,0,0,0
2018-12-09 13:35:13,2,0,0,1,0,0,0
2018-12-09 13:35:14,2,0,0,2,0,0,0
2018-12-09 13:35:15,1,0,0,0,0,0,0
2018-12-09 13:35:21,1,0,0,0,0,0,0
2018-12-09 13:35:23,1,0,0,0,0,0,0
2018-12-09 13:35:30,2,0,0,0,0,0,0
2018-12-09 13:35:37,1,0,0,0,0,0,0
2018-12-09 13:35:42,1,0,0,0,0,0,0
2018-12-09 13:35:49,1,0,0,0,0,0,0
2018-12-09 13:35:50,2,0,0,1,0,0,0
2018-12-09 13:35:51,1,0,0,0,0,0,0
2018-12-09 13:35:55,1,0,0,1,0,0,0
2018-12-09 13:35:57,1,0,0,0,0,0,0
2018-12-09 13:35:59,4,0,0,0,0,0,0
2018-12-09 13:36:00,1,0,0,0,0,0,0
2018-12-09 13:36:01,3,13,0,0,0,0,0
2018-12-09 13:36:02,1,0,0,0,0,0,0
2018-12-09 13:36:03,3,20,0,0,0,0,0
2018-12-09 13:36:04,3,0,0,0,0,0,0
2018-12-09 13:36:05,4,29,0,0,0,0,0
2018-12-09 13:36:06,6,19,0,0,0,0,0
2018-12-09 13:36:07,1,0,0,0,0,0,0
2018-12-09 13:36:08,4,36,0,0,0,0,0
2018-12-09 13:36:09,2,0,0,0,0,0,0
2018-12-09 13:36:10,4,0,0,0,0,0,0
2018-12-09 13:36:11,4,0,0,0,0,0,0
2018-12-09 13:36:12,2,3,0,0,0,0,0
2018-12-09 13:36:13,2,0,0,0,0,0,0
2018-12-09 13:36:17,3,6,0,0,0,0,0
2018-12-09 13:36:18,4,4,0,0,0,0,0
2018-12-09 13:36:19,1,0,0,0,0,0,0
2018-12-09 13:36:20,2,0,0,0,0,0,0
2018-12-09 13:36:21,1,8,0,0,0,0,0
2018-12-09 13:36:22,3,12,0,0,0,0,0
2018-12-09 13:36:23,1,0,0,0,0,0,0
2018-12-09 13:36:24,3,0,0,0,0,0,0
2018-12-09 13:36:25,1,0,0,0,0,0,0
2018-12-09 13:36:26,2,0,0,0,1,0,0
2018-12-09 13:36:27,1,0,0,0,0,0,0
2018-12-09 13:36:30,2,0,0,0,0,0,0
2018-12-09 13:36:32,1,4,0,0,0,0,0
2018-12-09 13:36:35,1,0,0,0,0,0,0
2018-12-09 13:36:36,2,0,0,0,0,0,0
2018-12-09 13:36:37,2,0,0,0,0,0,0
2018-12-09 13:36:38,2,0,0,0,0,0,0
2018-12-09 13:36:40,1,3,0,0,0,0,0
2018-12-09 13:36:43,1,0,0,0,0,0,0
2018-12-09 13:36:44,2,0,0,0,0,0,0
2018-12-09 13:36:45,1,0,0,0,0,0,0
2018-12-09 13:36:46,1,0,0,0,0,0,0
2018-12-09 13:36:54,1,0,0,0,0,0,0
2018-12-09 13:36:55,1,0,0,1,0,0,0
2018-12-09 13:36:57,1,0,0,0,0,0,0
2018-12-09 13:36:59,1,0,0,0,0,0,0
2018-12-09 13:37:00,2,10,0,0,0,0,0
2018-12-09 13:37:03,2,0,0,0,0,0,0
2018-12-09 13:37:04,1,0,0,0,0,0,0
2018-12-09 13:37:06,5,0,0,0,0,0,0
2018-12-09 13:37:07,2,0,0,0,0,0,0
2018-12-09 13:37:09,1,3,0,0,0,0,0
2018-12-09 13:37:11,3,0,0,0,0,0,0
2018-12-09 13:37:13,2,0,0,0,0,0,0
2018-12-09 13:37:15,1,0,0,0,0,0,0
2018-12-09 13:37:19,1,0,0,0,0,0,0
2018-12-09 13:37:20,3,0,0,0,0,0,0
2018-12-09 13:37:22,1,4,0,0,0,0,0
2018-12-09 13:37:29,3,0,0,0,0,0,0
2018-12-09 13:37:34,1,0,0,0,0,0,0
2018-12-09 13:37:41,1,0,0,0,0,0,0
2018-12-09 13:37:42,1,0,0,0,0,0,0
2018-12-09 13:37:43,2,0,0,0,0,0,0
2018-12-09 13:37:45,2,0,0,0,0,0,0
2018-12-09 13:37:46,1,0,0,0,0,0,0
2018-12-09 13:37:47,2,0,0,0,0,0,0
2018-12-09 13:37:49,4,0,0,0,0,0,0
2018-12-09 13:37:50,1,0,0,0,0,0,0
2018-12-09 13:37:51,1,0,0,0,0,0,0
2018-12-09 13:37:53,1,0,0,0,0,0,0
2018-12-09 13:37:54,2,0,0,1,0,0,0
2018-12-09 13:37:55,1,0,0,0,0,0,0
2018-12-09 13:37:57,1,2,0,0,0,0,0
2018-12-09 13:37:58,1,0,0,0,0,0,0
2018-12-09 13:37:59,1,0,0,1,0,0,0
2018-12-09 13:38:08,1,0,0,0,0,0,0
2018-12-09 13:38:09,1,0,0,0,0,0,0
2018-12-09 13:38:10,1,0,0,0,0,0,0
2018-12-09 13:38:19,1,3,0,0,0,0,0
2018-12-09 13:38:22,1,0,0,0,0,0,0
2018-12-09 13:38:27,2,0,0,0,0,0,0
2018-12-09 13:38:29,2,0,0,0,0,0,0
2018-12-09 13:38:34,1,0,0,0,0,0,0
2018-12-09 13:38:35,1,0,0,0,0,0,0
2018-12-09 13:38:41,1,0,0,0,0,0,0
2018-12-09 13:38:48,1,0,0,0,0,0,0
2018-12-09 13:38:49,1,3,0,0,0,0,0
2018-12-09 13:38:50,1,0,0,0,0,0,0
2018-12-09 13:38:52,1,0,0,0,0,0,0
2018-12-09 13:38:53,1,0,0,1,0,0,0
2018-12-09 13:38:54,1,0,0,0,0,0,0
2018-12-09 13:38:55,1,0,0,0,0,0,0
2018-12-09 13:38:56,1,0,0,0,0,0,0
2018-12-09 13:38:57,2,0,0,0,0,0,0
2018-12-09 13:38:58,2,0,0,0,0,0,0
2018-12-09 13:38:59,2,0,0,0,0,0,0
2018-12-09 13:39:00,1,0,0,0,0,0,0
2018-12-09 13:39:01,4,0,0,0,0,0,0
2018-12-09 13:39:04,3,0,0,0,0,0,0
2018-12-09 13:39:06,2,0,0,0,0,0,0
2018-12-09 13:39:07,1,0,0,0,0,0,0
2018-12-09 13:39:08,1,0,0,0,0,0,0
