time,cnt_chat,cnt_ㅋ,cnt_ㄵ,cnt_오,cnt_와,cnt_유하,cnt_ㄷㄷ,validation
2018-12-11 00:02:55,2,0,0,0,0,0,0,0
2018-12-11 00:02:56,4,0,0,0,0,0,0,0
2018-12-11 00:02:57,2,0,0,0,0,0,0,0
2018-12-11 00:02:58,3,8,0,0,0,0,0,0
2018-12-11 00:02:59,5,28,0,0,0,0,0,0
2018-12-11 00:03:00,4,0,0,0,0,0,0,0
2018-12-11 00:03:01,2,0,0,0,0,0,0,0
2018-12-11 00:03:02,1,0,0,0,0,0,0,0
2018-12-11 00:03:05,3,3,0,0,0,0,0,0
2018-12-11 00:03:06,2,0,0,0,0,0,0,0
2018-12-11 00:03:07,8,49,0,0,0,0,0,0
2018-12-11 00:03:08,4,2,0,0,0,0,0,0
2018-12-11 00:03:09,2,0,0,0,0,0,0,0
2018-12-11 00:03:10,1,0,0,0,0,0,0,0
2018-12-11 00:03:11,3,30,0,0,0,0,0,0
2018-12-11 00:03:12,1,5,0,0,0,0,0,0
2018-12-11 00:03:13,1,16,0,0,0,0,0,0
2018-12-11 00:03:14,3,0,0,0,0,0,0,0
2018-12-11 00:03:15,2,0,0,0,0,0,0,0
2018-12-11 00:03:16,2,0,0,0,0,0,0,0
2018-12-11 00:03:17,1,0,0,0,0,0,0,0
2018-12-11 00:03:18,1,0,0,0,0,0,0,0
2018-12-11 00:03:19,1,0,0,0,0,0,1,0
2018-12-11 00:03:20,3,0,0,0,0,0,0,0
2018-12-11 00:03:21,1,0,0,0,0,0,0,0
2018-12-11 00:03:22,1,0,0,0,0,0,0,0
2018-12-11 00:03:24,1,0,0,0,0,0,0,0
2018-12-11 00:03:25,1,0,0,0,0,0,0,0
2018-12-11 00:03:27,2,3,0,0,0,0,0,0
2018-12-11 00:03:29,1,0,0,0,0,0,0,0
2018-12-11 00:03:31,1,0,0,0,0,0,0,0
2018-12-11 00:03:32,2,0,0,0,0,0,0,0
2018-12-11 00:03:33,1,0,0,0,0,0,0,0
2018-12-11 00:03:34,3,0,0,0,0,0,0,0
2018-12-11 00:03:35,4,0,0,0,0,0,0,0
2018-12-11 00:03:36,3,7,0,0,0,0,0,0
2018-12-11 00:03:37,3,0,0,0,0,0,0,0
2018-12-11 00:03:38,5,20,0,0,0,0,0,0
2018-12-11 00:03:39,5,2,0,0,0,0,0,0
2018-12-11 00:03:40,2,0,0,0,0,0,0,0
2018-12-11 00:03:41,3,15,0,0,0,0,0,0
2018-12-11 00:03:43,3,13,0,0,0,0,0,0
2018-12-11 00:03:44,2,0,0,0,0,0,0,0
2018-12-11 00:03:45,3,0,0,0,0,0,0,0
2018-12-11 00:03:47,1,3,0,0,0,0,0,0
2018-12-11 00:03:49,3,0,0,0,0,0,0,0
2018-12-11 00:03:51,1,0,0,0,0,0,0,0
2018-12-11 00:03:52,2,0,0,0,0,0,0,0
2018-12-11 00:03:54,1,0,0,0,0,0,0,0
2018-12-11 00:03:57,1,0,0,0,0,0,0,0
2018-12-11 00:04:02,1,0,0,0,0,0,0,0
2018-12-11 00:04:05,1,0,0,0,0,0,0,0
2018-12-11 00:04:08,2,0,0,0,0,0,0,0
2018-12-11 00:04:11,1,0,0,0,0,0,0,0
2018-12-11 00:04:18,1,0,0,0,0,0,0,0
2018-12-11 00:04:20,1,0,0,0,0,0,0,0
2018-12-11 00:04:21,3,0,0,0,0,0,0,0
2018-12-11 00:04:22,2,9,0,1,0,0,0,0
2018-12-11 00:04:24,1,0,1,0,0,0,0,0
2018-12-11 00:04:25,2,0,0,0,0,0,0,0
2018-12-11 00:04:27,1,0,0,0,0,0,0,0
2018-12-11 00:04:28,1,0,0,0,0,0,0,0
2018-12-11 00:04:29,1,0,0,0,0,0,0,0
2018-12-11 00:04:30,1,0,0,0,0,0,0,0
2018-12-11 00:04:31,2,0,0,0,0,0,0,0
2018-12-11 00:04:35,2,0,0,0,0,0,0,0
2018-12-11 00:04:36,4,2,0,0,0,0,0,0
2018-12-11 00:04:37,3,2,0,0,0,0,0,0
2018-12-11 00:04:38,1,0,0,1,0,0,0,0
2018-12-11 00:04:40,1,0,0,0,0,0,0,0
2018-12-11 00:04:41,2,0,0,0,0,0,0,0
2018-12-11 00:04:42,2,0,0,0,0,0,0,0
2018-12-11 00:04:43,2,13,0,0,0,0,0,0
2018-12-11 00:04:44,2,5,0,0,0,0,0,0
2018-12-11 00:04:46,1,0,0,0,0,0,0,0
2018-12-11 00:04:49,1,0,0,0,0,0,0,0
2018-12-11 00:04:53,1,0,0,0,0,0,1,0
2018-12-11 00:04:54,1,2,0,0,0,0,0,0
2018-12-11 00:04:55,2,0,0,0,0,0,0,0
2018-12-11 00:04:56,5,45,0,0,0,0,1,0
2018-12-11 00:04:57,4,10,0,0,0,0,0,0
2018-12-11 00:04:58,11,47,0,1,0,0,0,0
2018-12-11 00:04:59,7,73,0,0,0,0,0,0
2018-12-11 00:05:00,6,0,0,0,1,0,0,0
2018-12-11 00:05:01,4,3,0,0,0,0,0,0
2018-12-11 00:05:02,3,11,0,0,0,0,0,0
2018-12-11 00:05:03,6,15,0,2,0,0,0,0
2018-12-11 00:05:04,5,6,0,0,0,0,0,0
2018-12-11 00:05:05,5,4,0,0,1,0,0,0
2018-12-11 00:05:06,4,0,0,0,0,0,0,0
2018-12-11 00:05:07,3,0,0,1,0,0,0,0
2018-12-11 00:05:08,5,12,0,1,0,0,1,0
2018-12-11 00:05:09,3,24,0,0,0,0,0,0
2018-12-11 00:05:10,2,3,0,0,0,0,0,0
2018-12-11 00:05:12,2,0,0,0,0,0,0,0
2018-12-11 00:05:13,2,9,0,0,0,0,0,0
2018-12-11 00:05:15,1,0,0,0,0,0,0,0
2018-12-11 00:05:17,2,0,0,0,0,0,0,0
2018-12-11 00:05:18,2,0,0,0,0,0,0,0
2018-12-11 00:05:20,1,0,0,0,0,0,0,0
2018-12-11 00:05:21,1,3,0,0,0,0,0,0
2018-12-11 00:05:22,1,0,0,0,0,0,0,0
2018-12-11 00:05:25,2,0,0,1,0,0,0,0
2018-12-11 00:05:26,1,0,0,0,0,0,0,0
2018-12-11 00:05:27,3,7,0,0,0,0,0,0
2018-12-11 00:05:28,2,4,0,0,0,0,0,0
2018-12-11 00:05:31,2,0,0,0,0,0,0,0
2018-12-11 00:05:32,2,2,0,0,0,0,0,0
2018-12-11 00:05:33,2,0,0,0,0,0,0,0
2018-12-11 00:05:37,2,0,0,0,0,0,0,0
2018-12-11 00:05:38,1,0,0,0,0,0,0,0
2018-12-11 00:05:39,2,5,0,0,0,0,0,0
2018-12-11 00:05:40,2,10,0,0,0,0,0,0
2018-12-11 00:05:41,2,22,0,0,0,0,0,0
2018-12-11 00:05:42,6,32,0,0,0,0,0,0
2018-12-11 00:05:43,3,16,0,0,0,0,0,0
2018-12-11 00:05:44,2,2,0,2,0,0,0,0
2018-12-11 00:05:45,3,0,0,0,0,0,0,0
2018-12-11 00:05:46,3,2,0,0,0,0,0,0
2018-12-11 00:05:47,1,0,0,0,0,0,0,0
2018-12-11 00:05:48,2,2,0,0,0,0,0,0
2018-12-11 00:05:49,1,0,0,0,0,0,0,0
2018-12-11 00:05:50,2,0,0,0,0,0,0,0
2018-12-11 00:05:51,3,4,0,0,1,0,0,0
2018-12-11 00:05:52,2,12,0,0,0,0,0,0
2018-12-11 00:05:54,2,0,0,0,0,0,0,0
2018-12-11 00:05:55,2,0,0,1,0,0,0,0
2018-12-11 00:05:56,4,0,0,0,0,0,0,0
2018-12-11 00:05:57,3,0,0,0,1,0,0,0
2018-12-11 00:05:58,6,15,0,0,0,0,0,0
2018-12-11 00:05:59,2,0,0,0,0,0,0,0
2018-12-11 00:06:00,2,4,0,0,0,0,0,0
2018-12-11 00:06:01,4,3,0,0,0,0,0,0
2018-12-11 00:06:02,3,0,0,0,0,0,0,0
2018-12-11 00:06:03,5,11,0,0,0,0,0,0
2018-12-11 00:06:05,2,0,0,1,0,0,0,0
2018-12-11 00:06:06,2,0,0,0,0,0,0,0
2018-12-11 00:06:07,1,8,0,0,0,0,0,0
2018-12-11 00:06:10,3,7,0,0,0,0,0,0
2018-12-11 00:06:12,1,0,0,0,0,0,0,0
2018-12-11 00:06:13,1,11,0,0,0,0,0,0
2018-12-11 00:06:16,2,0,0,0,0,0,0,0
2018-12-11 00:06:17,2,0,0,0,1,0,0,0
2018-12-11 00:06:18,1,0,0,0,0,0,0,0
2018-12-11 00:06:19,4,26,0,0,0,0,0,0
2018-12-11 00:06:20,4,45,0,0,0,0,0,0
2018-12-11 00:06:21,16,98,0,0,1,0,0,0
2018-12-11 00:06:22,14,103,0,0,0,0,0,0
2018-12-11 00:06:23,10,58,0,0,0,0,0,0
2018-12-11 00:06:24,11,53,0,0,0,0,0,0
2018-12-11 00:06:25,6,70,0,0,0,0,0,0
2018-12-11 00:06:26,5,0,0,0,0,0,0,0
2018-12-11 00:06:27,14,25,0,0,0,0,0,0
2018-12-11 00:06:28,3,0,0,0,0,0,0,0
2018-12-11 00:06:29,4,3,0,0,0,0,0,0
2018-12-11 00:06:30,5,0,0,0,0,0,0,0
2018-12-11 00:06:31,4,3,0,1,0,0,0,0
2018-12-11 00:06:32,6,0,0,0,0,0,0,0
2018-12-11 00:06:33,3,0,0,0,1,0,0,0
2018-12-11 00:06:34,6,2,0,0,0,0,0,0
2018-12-11 00:06:35,2,0,0,0,0,0,0,0
2018-12-11 00:06:36,2,0,0,0,0,0,0,0
2018-12-11 00:06:37,3,0,0,0,0,0,0,0
2018-12-11 00:06:38,2,0,0,0,0,0,0,0
2018-12-11 00:06:41,3,5,0,0,0,0,0,0
2018-12-11 00:06:42,1,2,0,0,0,0,0,0
2018-12-11 00:06:43,1,0,0,0,0,0,0,0
2018-12-11 00:06:47,2,0,0,0,0,0,0,0
2018-12-11 00:06:49,1,3,0,0,0,0,0,0
2018-12-11 00:06:51,4,9,0,0,0,0,0,0
2018-12-11 00:06:52,1,4,0,0,0,0,0,0
2018-12-11 00:06:53,1,0,0,0,0,0,0,0
2018-12-11 00:06:54,3,0,0,0,0,0,0,0
2018-12-11 00:06:55,5,79,0,0,0,0,0,0
2018-12-11 00:06:56,9,175,0,0,0,0,0,0
2018-12-11 00:06:57,16,76,0,0,1,0,0,0
2018-12-11 00:06:58,10,176,0,0,0,0,0,0
2018-12-11 00:06:59,11,141,0,0,0,0,0,0
2018-12-11 00:07:00,14,152,0,0,1,0,1,0
2018-12-11 00:07:01,9,63,0,0,2,0,0,0
2018-12-11 00:07:02,7,67,0,0,0,0,0,0
2018-12-11 00:07:03,10,36,0,0,0,0,0,0
2018-12-11 00:07:04,10,3,0,0,0,0,0,0
2018-12-11 00:07:05,11,46,0,0,0,0,0,0
2018-12-11 00:07:06,8,34,0,0,1,0,0,0
2018-12-11 00:07:07,3,0,0,0,0,0,0,0
2018-12-11 00:07:08,13,14,0,1,0,0,0,0
2018-12-11 00:07:09,10,30,0,0,0,0,0,0
2018-12-11 00:07:10,5,10,0,0,1,0,0,0
2018-12-11 00:07:11,3,4,0,0,0,0,0,0
2018-12-11 00:07:12,1,0,0,0,0,0,0,0
2018-12-11 00:07:13,3,0,0,0,0,0,0,0
2018-12-11 00:07:14,3,21,0,0,0,0,0,0
2018-12-11 00:07:15,6,38,0,0,0,0,0,0
2018-12-11 00:07:16,16,93,0,0,0,0,0,0
2018-12-11 00:07:17,13,21,0,0,1,0,0,0
2018-12-11 00:07:18,15,93,0,0,0,0,0,0
2018-12-11 00:07:19,7,31,0,0,0,0,0,0
2018-12-11 00:07:20,10,28,0,0,0,0,0,0
2018-12-11 00:07:21,5,10,0,0,0,0,0,0
2018-12-11 00:07:22,9,54,0,0,0,0,0,0
2018-12-11 00:07:23,12,24,0,0,0,0,0,0
2018-12-11 00:07:24,6,0,0,0,0,0,0,0
2018-12-11 00:07:25,7,27,0,0,0,0,0,0
2018-12-11 00:07:26,4,0,0,0,0,0,0,0
2018-12-11 00:07:27,9,24,0,0,0,0,0,0
2018-12-11 00:07:28,6,17,0,1,0,0,0,0
2018-12-11 00:07:29,5,4,0,0,0,0,0,0
2018-12-11 00:07:30,4,4,0,0,0,0,0,0
2018-12-11 00:07:31,3,10,0,0,0,0,0,0
2018-12-11 00:07:33,5,2,0,0,0,0,0,0
2018-12-11 00:07:34,3,0,0,0,0,0,0,0
2018-12-11 00:07:35,2,0,0,0,0,0,0,0
2018-12-11 00:07:36,6,11,0,2,0,0,0,0
2018-12-11 00:07:37,10,42,0,0,0,0,0,0
2018-12-11 00:07:38,10,32,0,0,1,0,0,0
2018-12-11 00:07:39,13,97,0,0,0,0,0,0
2018-12-11 00:07:40,14,57,0,0,0,0,0,0
2018-12-11 00:07:41,10,89,0,0,0,0,0,0
2018-12-11 00:07:42,5,50,0,0,0,0,0,0
2018-12-11 00:07:43,16,71,0,0,0,0,0,0
2018-12-11 00:07:44,6,42,0,0,1,0,0,0
2018-12-11 00:07:45,14,133,0,0,0,0,0,0
2018-12-11 00:07:46,12,94,0,0,0,0,0,0
2018-12-11 00:07:47,12,41,0,0,0,0,0,0
2018-12-11 00:07:48,8,52,0,0,0,0,0,0
2018-12-11 00:07:49,13,79,0,0,0,0,0,0
2018-12-11 00:07:50,7,16,0,0,0,0,0,0
2018-12-11 00:07:51,14,71,0,0,1,0,0,0
2018-12-11 00:07:52,3,0,0,0,0,0,0,0
2018-12-11 00:07:53,5,0,0,0,0,0,0,0
2018-12-11 00:07:54,6,26,0,0,0,0,0,0
2018-12-11 00:07:55,16,71,0,0,1,0,0,0
2018-12-11 00:07:56,10,48,0,0,0,0,0,0
2018-12-11 00:07:57,6,10,0,0,0,0,0,0
2018-12-11 00:07:58,15,31,0,0,0,0,0,0
2018-12-11 00:07:59,8,30,0,0,0,0,0,0
2018-12-11 00:08:00,11,21,0,0,0,0,0,0
2018-12-11 00:08:01,15,40,0,0,0,0,0,0
2018-12-11 00:08:02,7,9,0,0,1,0,0,0
2018-12-11 00:08:03,13,34,0,0,1,0,0,0
2018-12-11 00:08:04,8,21,0,0,0,0,0,0
2018-12-11 00:08:05,5,11,0,0,0,0,0,0
2018-12-11 00:08:06,5,0,0,0,0,0,0,0
2018-12-11 00:08:07,4,2,0,0,0,0,1,0
2018-12-11 00:08:08,5,2,0,0,0,0,0,0
2018-12-11 00:08:09,6,0,0,0,0,0,0,0
2018-12-11 00:08:10,6,0,0,0,0,0,0,0
2018-12-11 00:08:11,7,2,0,0,0,0,0,0
2018-12-11 00:08:12,5,0,0,0,0,0,0,0
2018-12-11 00:08:13,13,8,0,0,0,0,0,0
2018-12-11 00:08:15,7,33,0,0,0,0,0,0
2018-12-11 00:08:16,7,6,0,0,0,0,0,0
2018-12-11 00:08:17,5,3,0,0,0,0,0,0
2018-12-11 00:08:18,4,2,0,0,0,0,0,0
2018-12-11 00:08:19,12,18,0,0,0,0,0,0
2018-12-11 00:08:20,4,6,0,0,0,0,0,0
2018-12-11 00:08:21,6,5,0,0,0,0,0,0
2018-12-11 00:08:22,9,37,0,0,0,0,0,0
2018-12-11 00:08:23,4,0,0,0,0,0,0,0
2018-12-11 00:08:24,2,3,0,0,0,0,0,0
2018-12-11 00:08:25,1,0,0,0,0,0,0,0
2018-12-11 00:08:26,4,13,0,0,0,0,0,0
2018-12-11 00:08:27,3,2,0,0,0,0,0,0
2018-12-11 00:08:28,5,3,0,0,0,0,0,0
2018-12-11 00:08:29,4,0,0,0,0,0,0,0
2018-12-11 00:08:30,4,0,0,0,0,0,0,0
2018-12-11 00:08:31,4,3,0,0,0,0,0,0
2018-12-11 00:08:32,9,7,0,0,0,0,0,0
2018-12-11 00:08:33,5,0,0,0,0,0,0,0
2018-12-11 00:08:34,2,0,0,0,0,0,0,0
2018-12-11 00:08:35,1,0,0,0,0,0,0,0
2018-12-11 00:08:36,4,5,0,0,0,0,0,0
2018-12-11 00:08:37,9,12,0,0,0,0,0,0
2018-12-11 00:08:39,4,9,0,0,0,0,0,0
2018-12-11 00:08:40,7,16,0,0,0,0,0,0
2018-12-11 00:08:41,9,34,0,1,0,0,0,0
2018-12-11 00:08:42,12,27,0,0,0,0,0,0
2018-12-11 00:08:43,14,62,0,0,1,0,0,0
2018-12-11 00:08:44,10,93,0,0,0,0,0,0
2018-12-11 00:08:45,12,103,0,0,0,0,0,0
2018-12-11 00:08:46,8,50,0,0,0,0,0,0
2018-12-11 00:08:47,11,82,0,0,0,0,0,0
2018-12-11 00:08:48,10,47,0,0,0,0,0,0
2018-12-11 00:08:49,9,14,0,0,2,0,0,0
2018-12-11 00:08:50,7,44,0,0,0,0,0,0
2018-12-11 00:08:51,2,0,0,0,0,0,0,0
2018-12-11 00:08:52,5,26,0,0,0,0,0,0
2018-12-11 00:08:53,6,28,0,0,1,0,0,0
2018-12-11 00:08:54,3,15,0,0,0,0,0,0
2018-12-11 00:08:55,5,23,0,0,0,0,0,0
2018-12-11 00:08:56,4,31,0,0,0,0,0,0
2018-12-11 00:08:57,1,5,0,0,0,0,0,0
2018-12-11 00:08:58,1,0,0,0,0,0,0,0
2018-12-11 00:08:59,7,7,0,0,0,0,0,0
2018-12-11 00:09:00,8,8,0,1,0,0,0,0
2018-12-11 00:09:01,8,0,0,0,0,0,0,0
2018-12-11 00:09:02,7,0,0,0,0,0,0,0
2018-12-11 00:09:03,6,2,0,0,0,0,0,0
2018-12-11 00:09:04,8,11,0,0,0,0,0,0
2018-12-11 00:09:05,12,13,0,0,0,0,0,0
2018-12-11 00:09:06,8,0,0,0,0,0,0,0
2018-12-11 00:09:07,6,1,0,0,0,0,0,0
2018-12-11 00:09:08,8,0,0,0,0,0,0,0
2018-12-11 00:09:09,3,5,0,0,0,0,0,0
2018-12-11 00:09:10,7,14,0,0,0,0,0,0
2018-12-11 00:09:11,3,0,0,0,0,0,0,0
2018-12-11 00:09:12,13,12,0,0,0,0,0,0
2018-12-11 00:09:13,11,2,0,0,0,0,0,0
2018-12-11 00:09:14,8,18,0,0,0,0,0,0
2018-12-11 00:09:15,13,4,0,0,0,0,0,0
2018-12-11 00:09:16,9,4,0,0,0,0,0,0
2018-12-11 00:09:17,2,0,0,0,0,0,0,0
2018-12-11 00:09:18,3,0,0,1,0,0,0,0
2018-12-11 00:09:19,10,7,0,0,1,0,0,0
2018-12-11 00:09:20,4,5,0,0,0,0,0,0
2018-12-11 00:09:21,4,10,0,0,0,0,0,0
2018-12-11 00:09:22,4,7,0,0,0,0,0,0
2018-12-11 00:09:23,6,13,0,0,0,0,0,0
2018-12-11 00:09:24,3,0,0,0,0,0,1,0
2018-12-11 00:09:25,4,4,0,1,0,0,0,0
2018-12-11 00:09:26,7,2,0,0,0,0,0,0
2018-12-11 00:09:27,8,3,0,0,0,0,0,0
2018-12-11 00:09:28,5,2,0,0,0,0,0,0
2018-12-11 00:09:29,7,0,0,0,0,0,0,0
2018-12-11 00:09:30,8,2,0,0,0,0,0,0
2018-12-11 00:09:31,1,0,0,0,0,0,0,0
2018-12-11 00:09:32,5,0,0,0,0,0,0,0
2018-12-11 00:09:33,3,3,0,0,0,0,0,0
2018-12-11 00:09:34,2,0,0,0,0,0,0,0
2018-12-11 00:09:35,2,0,0,0,0,0,0,0
2018-12-11 00:09:36,3,4,0,0,0,0,0,0
2018-12-11 00:09:37,6,2,0,1,0,0,0,0
2018-12-11 00:09:38,7,0,0,0,0,0,0,0
2018-12-11 00:09:39,9,6,0,0,0,0,0,0
2018-12-11 00:09:40,6,18,0,0,0,0,0,0
2018-12-11 00:09:41,2,5,0,0,0,0,0,0
2018-12-11 00:09:42,4,0,0,0,0,0,0,0
2018-12-11 00:09:43,5,9,0,0,0,0,0,0
2018-12-11 00:09:44,6,31,0,0,0,0,0,0
2018-12-11 00:09:45,5,28,0,0,0,0,0,0
2018-12-11 00:09:46,9,94,0,0,1,0,0,0
2018-12-11 00:09:47,17,149,0,0,0,0,0,0
2018-12-11 00:09:48,10,40,0,0,0,0,0,0
2018-12-11 00:09:49,10,55,0,0,0,0,0,0
2018-12-11 00:09:50,9,48,0,0,1,0,0,0
2018-12-11 00:09:51,2,3,0,0,1,0,0,0
2018-12-11 00:09:52,9,40,0,0,0,0,0,0
2018-12-11 00:09:53,7,6,0,0,0,0,0,0
2018-12-11 00:09:54,7,35,0,1,0,0,0,0
2018-12-11 00:09:55,4,11,0,0,1,0,0,0
2018-12-11 00:09:56,8,15,0,0,0,0,0,0
2018-12-11 00:09:57,6,21,0,0,0,0,0,0
2018-12-11 00:09:58,5,33,0,0,0,0,0,0
2018-12-11 00:09:59,7,28,0,0,0,0,0,0
2018-12-11 00:10:00,3,0,0,0,0,0,0,0
2018-12-11 00:10:01,8,0,0,0,0,0,0,0
2018-12-11 00:10:02,7,26,0,0,0,0,0,0
2018-12-11 00:10:03,5,23,0,0,0,0,0,0
2018-12-11 00:10:04,8,23,0,0,0,0,0,0
2018-12-11 00:10:05,5,26,0,0,0,0,0,0
2018-12-11 00:10:06,4,16,0,0,0,0,0,0
2018-12-11 00:10:07,6,7,0,0,0,0,0,0
2018-12-11 00:10:08,4,0,0,0,0,0,0,0
2018-12-11 00:10:09,2,0,0,0,0,0,1,0
2018-12-11 00:10:10,4,4,0,0,0,0,0,0
2018-12-11 00:10:11,5,37,0,0,0,0,0,0
2018-12-11 00:10:12,3,5,0,1,0,0,0,0
