|morphs|origin
0|['이것', '얼마', '에', '요', '?']|이거 얼마에요 ?
1|['오', '아']|와
2|['어어', '올라오', '아', '땅']|어어 올라와땅
3|['ㄲ', 'ㅗ', 'ㄱ', '필', '이', '어', '하', 'ㄴ', '애', '네']|꼭 필여한 애네
4|['누', 'ㅇ', '력', '있', '네', '저', '사각형']|눙력있네 저 사각형
5|['배경', '너무', '예쁘', 'ㄴ데']|배경 너무 예쁜데
6|['크', '어', '아야', '합', '다']|커얍다
7|['아', '힐링', '되', 'ㄴ다']|아 힐링된다
8|['넘', '모', '힐링', '되', 'ㄴ', '당']|넘모 힐링된당
9|['머리', '에', '풀이', '자라', '아서', '얼굴', '에', '금', '이', '간', '이', '건', '가', '아', 'BibleThump', 'BibleThump']|머리에 풀이자라서 얼굴에 금이 간건가 BibleThump BibleThump
10|['잘', '키우', '었', '다']|잘키웠다
11|['파사', 'ㄱ']|파삭
12|['먹', '은', '만큼', '일', '하', '아라', '이', '뇨', '속']|먹은만큼 일해라 이뇨속
13|['모', 'ㄲ', 'ㅗ', 'ㄲ', 'ㅗ']|모꼬꼬
14|['ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', '어', '먹', '아야', '하', 'ㄴ다']|ㅋㅋㅋㅋㅋㅋㅋㅋ어 먹여야한다
15|['홀', '이', '라', '가', '았', '는디', '요']|홀라갔는디요
16|['일단', 'ㄱ', 'ㅗ']|일단 고
17|['ㅇ', 'ㅗ', '이', 'ㅇ']|오잉
18|['비키', '어', '(', '쾅', ')', '바']|비켜(쾅)바
19|['사과', '따', '아', '주', '은', '풍', '님', '차', 'ㄱ', '하', 'ㅋㅋㅋ']|사과 따 주은 풍님 착하 ㅋㅋㅋ
20|['순간이동', '한', '걸', 'ㄴ가']|순간이동한건가
21|['대부분', '은', '버', '그', '이', 'ㅂ니다', '?']|대부분은 버그입니다?
22|['ㅇ', 'ㅗ', '이', 'ㅇ', '?']|오잉?
23|['마법사', '이', '어']|마법사여
24|['어', '캐', '가', '았', '냐']|어캐갔냐
25|['어', '하', '게', '가', '았', 'ㄴ', 'ㅗ']|어케갔노
26|['어찌', '가', '았', 'ㄴ', 'ㅗ']|어찌갔노
27|['사과', '로', 'ㄲ', 'ㅗ', '시네', 'ㅋㅋ', 'ㅋㅋ']|사과로 꼬시넼ㅋㅋㅋ
28|['아', '하', '게', '가', '았', 'ㄴ', 'ㅗ']|아케갔노
29|['안', '알', '랴', '주', 'ㅁ']|안알랴줌
30|['혼자', '가', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|혼자갘ㅋㅋㅋㅋㅋㅋㅋ
31|['먹', '을', '거', 'ㄴ', '귀신', '같이', '찾아가', 'ㅁ']|먹을건 귀신같이 찾아감
32|['ㅇ', 'ㅗ']|오
33|['ㅇ', 'ㅗ', '머', '야']|오 머야
34|['허', 'ㄱ']|헉
35|['ㅇ', 'ㅗ', '와']|오와
36|"['오', '아', ""'""]"|와'
37|['똑똑', '하', '아']|똑똑해
38|['오', '아', 'ㄷㄷㄷ', 'ㄷㄷㄷ', 'ㄷㄷ']|와 ㄷㄷㄷㄷㄷㄷㄷㄷ
39|['어떻', '게', '가', '았', 'ㄴ', 'ㅗ', 'ㄴ', '아']|어떻게 갔노ㄴ아
40|['따르', '아', '배우', '네']|따라 배우네
41|['또', '또', '캐', '어']|또또캐
42|['힐링', '되', 'ㄴ다']|힐링된다
43|['크', '었', '다고', '알', '아서', '먹', '네', 'ㅋㅋ']|컸다고 알아서 먹네 ㅋㅋ
44|['크', '이렇', '어서', '애', '를', '키우', '고', '(', '?', ')']|크 이래서 애를 키우고(?)
45|['이거', 'ㄹ', '따르', '아', '하', '네']|이걸따라하네
46|['또', '또', '하', '게']|또또케
47|['개', '똑똑', '하', '아', '.', '...', '.']|개똑똑해.....
48|['풍', '형', '왜', '하', '게', '똑', '또', '캐', '어', 'ㄷㄷ', 'ㄷㄷ']|풍형 왜케 똑또캐 ㄷㄷㄷㄷ
49|['배우', '엇', '네']|배웟네
50|['형', '이', '한대', '로', '바로', '따르', '아', '하', '네']|형이 한대로 바로 따라하네
51|['캬', '또', '또', '하', '게']|캬 또또케
52|['ㅠ', 'ㅠ', 'ㅠ', '힐', '리', 'ㅇ', '...', '...', '...']|ㅠㅠㅠ 힐 링 .........
53|['오', '아', 'ㅋㅋ', 'ㅋㅋ', '너무', '귀', '엽']|와 ㅋㅋㅋㅋ너무귀엽
54|['주', 'ㄱ', '어', 'ㅅㄱ', '어', '.', '.']|죽엇ㄱ어..
55|['어', '시', '엇', '?']|어엇?
56|['죽이', '었', '어', '!']|죽였어!
57|['빠지', '엇', '어', 'ㅋㅋ']|빠졋엌ㅋ
58|['빠지', '었', '어', 'ㅋㅋ']|빠졌엌ㅋ
59|['떨어지', '었', '다', 'ㅋㅋ']|떨어졌다 ㅋㅋ
60|['이', '아야', '하', 'ㄹ']|이얄
61|['굴러가', 'ㄴ다']|굴러간다
62|['데', '굴', '데', 'ㄱ', '둘']|데굴덱둘
63|['굴러가', '는', '거', '보', '아', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|굴러가는거봐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
64|['굴러가', '아', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|굴러가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
65|['구르', 'ㄴ다', 'ㅋㅋ']|구른다 ㅋㅋ
66|['구르', '어', '가', '네', 'ㅋㅋ', 'ㅋㅋ']|굴러가넼ㅋㅋㅋ
