|morphs|origin
0|['그룹', 'ㄴ', 'ㅗ']|그룹노
1|['메이크', '어', '그루피', 'ㅇ']|메이크 어 그루핑
2|['미드', '모', '이', '어', '!', '!!!', '!!!', '!!!', '@', '@']|미드모여!!!!!!!!!!@@
3|['ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', '뭉치', '어', '뭉치', '어']|ㅋㅋㅋㅋㅋㅋ뭉쳐뭉쳐
4|['미드', '모', '이', '어라', '!', '!!!', '!!']|미드모여라!!!!!!
5|['에바', 'ㄴ', '저분', '방', '에', '풍', '형', '청자', '개', '많', '네', 'ㅋㅋ', 'ㅋㅋ']|에반 저분 방에 풍형 청자 개많네 ㅋㅋㅋㅋ
6|['에바', '네리', '시청자', '떡', '상주', 'ㅇ', '임', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|에바네리 시청자 떡상중임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7|['나', 'ㄴ', '리다', '난리']|난리다 난리
8|['모이', '어', '모이', '어']|모여모여
9|['그룹', 'ㄴ', 'ㅗ', '우', '~']|그룹 노우~
10|['에바', '이', '니', '팔', '롭', '어', '10', '배', '쌉', '떡', '상']|에바니 팔로워 10배 쌉떡상
11|['마이', '백도어', '하지', '말라', 'ㄱ', 'ㅗ', '!', '@', '!!!', '!!!', '!!!']|마이 백도어하지말라고!@!!!!!!!!!
12|['3', '천명', '되', 'ㅁ', 'ㅋㅋㅋ']|3천명됨 ㅋㅋㅋ
13|['모이', '어라', 'ㅇ', 'ㄹ', '본', '어', '아쯔메로']|모여라 ㅇㄹ본어 아쯔메로
14|['문', '닫', '아', '버리', 'ㅁ', 'ㅋㅋ']|문닫아버림 ㅋㅋ
15|['미드', '모이', '어', '아닠ㅋㅋㅋㅋ']|미드모여 아닠ㅋㅋㅋㅋ
16|['투게더', '위', '아', '스트로', 'ㅇ']|투게더 위아 스트롱
17|['위', '슈', '드', 'ㄱ', 'ㅗ', '투게더']|위 슈드 고 투게더
18|['러', 'ㄴ']|런
19|['무', 'ㄴ', '탁', '닫', '는', '거', '봇', 'ㅗ']|문 탁 닫는거보소
20|['3000', '명', '모이', '어', '있', '네', '저', '바', 'ㅇ', 'ㅋㅋ']|3000명모여있네 저방 ㅋㅋ
21|['3', '천명', '이', '넘어가', '았', '네']|3천명이 넘어갔네
22|['60', '명', '에서', '3000', '명', '되', 'ㅁ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|60명에서 3000명됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
23|['연료', '안', '꺼내', '어', '형', '?']|연료 안 꺼내 형?
24|['저', '바', 'ㅇ', '삼천됬어여', 'ㅋㅋㅋ']|저방 삼천됬어여 ㅋㅋㅋ
25|['빠르', 'ㄴ', '소', 'ㄴ', '절']|빠른손절
26|['에바', 'ㄴ', '리스', '이', 'ㄴ', '듯']|에반리스인듯
27|['헤', 'ㄹ', '미']|헬미
28|['하', 'ㄹ', '미']|할미
29|['형', '풍뎅이', '들', '몰려가', '았', '어', '요', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|형 풍뎅이들 몰려갔어요ㅋㅋㅋㅋㅋㅋㅋㅋ
30|['풍뎅이', '들', '미치', '었', '네', 'ㅋㅋ', 'ㅋㅋ']|풍뎅이들 미쳤네 ㅋㅋㅋㅋ
31|['저', '여성부', 'ㄴ', '시청자', '10', '명', '대', '에서', '3', '천명', '넘어가', 'ㅁ', 'ㅋㅋ', 'ㅋㅋ']|저 여성분 시청자 10명대에서 3천명 넘어감 ㅋㅋㅋㅋ
32|['저쪽', '봇', '열', '일', '하', '느라', '터지', 'ㄹ', '듯', '...']|저쪽 봇 열일하느라 터질듯...
33|['여기', '다가', '중계', '하', '지', '말', '아', '세', '요', 'ㅠ', 'ㅠ']|여기다가 중계 하지마세요ㅠㅠ
34|['풍', '님', '을', '버리', 'ㄹ', '때', '가', '왔다', '...', 'ㅜ.ㅜ']|풍님을 버릴때가 왔다...ㅜ.ㅜ
35|['레스', 'ㄲ', 'ㅠ', '레스', 'ㄲ', 'ㅠ']|레스뀨 레스뀨
36|['투게더', '수틀', 'ㅗ', 'ㅇ', 'ㄱ']|투게더 수트롱 ㄱ
37|['진짜', '호스팅', '되', '었', '네']|진짜 호스팅됐네
38|['떡', '상', '하', '았', '음', 'ㅋㅋㅋㅋㅋ']|떡상했음 ㅋㅋㅋㅋㅋ
39|['형', '시청자', '다', '팔리', '어', '가', '았', '어']|형 시청자 다 팔려갔어
40|['어', 'ㅇ', 'ㅠ']|어유
41|['아', 'ㅇ', 'ㅠ']|아유
42|['여자', 'ㅇ', 'ㅗ', 'ㄴ', '뒤', '로', '2', '천명']|여자온뒤로 2천명
43|['풍', '저', '씨', '의', '힘', '을', '보이', '어', '주', '자', 'ㅋ']|풍저씨의 힘을 보여주자 ㅋ
44|['에바', 'ㄴ', '방', '에', '화력', '지원', 'ㅇ', 'ㅗ', '지게', '가', '았', '네', 'ㅋㅋㅋㅋㅋㅋㅋ']|에반방에 화력지원 오지게 갔네 ㅋㅋㅋㅋㅋㅋㅋ
45|['조심', '하', '아라', '하', '며', '걸렼ㅋㅋㅋㅋㅋ']|조심해라하며 걸렼ㅋㅋㅋㅋㅋ
46|['조심', '하', '아', '=', '나', '도', '걸리', 'ㅁ']|조심해 = 나도걸림
47|['같이', '걸', 'ㄹ', '림', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|같이걸림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48|['형도', '밀리', '엇', '자', '나', 'ㅋㅋ']|형도 밀렷자나 ㅋㅋ
49|['형도', '당', '하', 'ㅁ', 'ㅋㅋ']|형도당함 ㅋㅋ
50|['으', 'ㄲ']|윾
51|['ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', '저', '여성', '스트리머', '바', 'ㅇㅇ', '가니', '까', '...', '죄다', '한국인이야..ㅋㅋㅋㅋㅋㅋㅋ']|ㅋㅋㅋㅋㅋㅋㅋㅋ 저 여성 스트리머 방ㅇ가니까... 죄다 한국인이야..ㅋㅋㅋㅋㅋㅋㅋ
52|['자기', '도', '걸', 'ㄹ', '림', 'ㅋㅋ']|자기도 걸림ㅋㅋ
53|['하', 'ㄲ', 'ㅗ', '방송', '순식간', '에', '중견기업', '을', 'ㅗ', '성자', 'ㅇ']|하꼬방송 순식간에 중견기업으로성장
54|['다시', '오', '시', '어요', '여러분']|다시 오세요 여러분
55|['딴', '바', 'ㅇ', '가', '아서', '한국말', '작', '작', '좀', '치', '자', 'ㅠ', 'ㅠ']|딴방 가서 한국말 작작좀 치자 ㅠㅠ
56|['알', 'ㄹ', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅗ', '케이', '~']|알유오케이~
57|['아야', '핫', '대루', '~']|얏대루~
58|['자기', '나', '조심', '하', '아', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|자기나 조심해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
59|['저분', '디바', '코스', '도', '하', '시', '었', '네']|저분 디바 코스도 하셨네
60|['암', '낫', 'ㅇ', 'ㅗ', '케이']|암낫오케이
61|['게임', '터지', '었', '어']|게임 터졌어
62|['풍대', 'ㅇ', '이', '들', '다', '절로', '가', '았', '다']|풍댕이들 다 절로 갔다
63|['에바', '머', '라', '검색', '하', '면', '나오', 'ㅁ', '?', '?']|에바 머라검색하면 나옴??
64|['따우', 'ㄴ', '!']|따운!
65|['버', '서', '크', '어', 'ㅋㅋ']|버서커 ㅋㅋ
66|['형', '시청자', '다', '팔리', '어', '가', 'ㅁ', 'ㅅㄱ']|형 시청자 다팔려감 ㅅㄱ
67|['ㄹㅇ', '헤', 'ㄹ', '파티', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|ㄹㅇ 헬파티 ㅋㅋㅋㅋㅋㅋㅋㅋ
68|['하', 'ㄱ', '살', 'ㄹ']|학 살
69|['ㄱ', 'ㅗ', '수', '살인', '마다']|고수 살인마다
70|['남', '걱정', '하', 'ㄹ', '때', '가', '아니', '네', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|남 걱정할때가 아니네 ㅋㅋㅋㅋㅋㅋㅋㅋ
71|['망하', '아', '쓰', '요']|망해쓰요
72|['망하', '았', '따']|망했따
73|['몰사', 'ㄹ', 'ㅋㅋ']|몰살 ㅋㅋ
74|['헤', 'ㄹ', '파티', 'ㅋㅋㅋ']|헬파티 ㅋㅋㅋ
75|['질투', '나', '았', '다']|질투났다
76|['빠', 'ㄴ', '쓰', '러', 'ㄴ']|빤쓰런
77|['ㄱ', 'ㅗ', '이', '었', '다', 'ㄱ', 'ㅗ', '이', '었', '어']|고였다 고였어
78|['대', '환자', 'ㅇ', '파티', 'ㅋㅋㅋ']|대환장파티 ㅋㅋㅋ
79|['버', '서', '크', '어', '이', '어', 'ㅋㅋ']|버서커여 ㅋㅋ
80|['소풍', '은', '끝나', '았', '어', '!', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|소풍은 끝났어! ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
81|['죽', '어도', '행복', '하', 'ㄴ']|죽어도 행복한
82|['ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '덫', '이', '구', 'ㅋㅋㅋㅋㅋㅋㅋ']|ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 덫구 ㅋㅋㅋㅋㅋㅋㅋ
83|['에바', 'ㄴ', '웃', '는', '거', '너무', '귀엽', '네']|에반 웃는거 너무 귀엽네
84|['칼', '갈', '고', '오', '았', '네', '사린', '마', 'ㅋㅋㅋ']|칼갈고왔네 사린마 ㅋㅋㅋ
85|['오', '아', '웃', '는', '거', '보', '아', ';']|와 웃는거 봐;
86|['지', '러', 'ㅇ', '지', '러', 'ㅇ']|지렁지렁
