|morphs|origin
0|['오', '아']|와
1|['이거', 'ㄹ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|이걸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2|['오', '아', 'ㄷㄷ', 'ㄷㄷ']|와 ㄷㄷㄷㄷ
3|['아무도', '비매', '너', '안', '하', '엇', '는디']|아무도 비매너 안햇는디
4|['재', 'ㅁ', '배']|잼배
5|['할배', '생각', '보', '아', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|할배 생각 봐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6|['침착', '하', '아', 'ㅋㅋ', 'ㅋㅋ']|침착해 ㅋㅋㅋㅋ
7|['비매', '는', '티', '베키', 'ㅇ']|비매는 티베킹
8|['살인마', '하', 'ㄴ', '태', '비', '매너', '라긴', '생존', '마', '들', '이', '..']|살인마한태 비매너라긴 생존마들이..
9|['패기', '와', 'ㅇ']|패기왕
10|['재', 'ㅁ', '배', 'ㅋㅋ', 'ㅋㅋ']|잼배 ㅋㅋㅋㅋ
11|['패기', '봇', 'ㅗ', 'ㅋㅋ', 'ㅋㅋ']|패기보소ㅋㅋㅋㅋ
12|['할배', '도', '진짜', 'ㄱ', 'ㅗ', '이', '었', '다']|할배도 진짜 고였다
13|['상남자', '미치', 'ㄴ', 'ㅋㅋ', 'ㅋㅋ']|상남자 미친 ㅋㅋㅋㅋ
14|['오', '아', '이거', 'ㄹ', '돌리네']|와 이걸 돌리네
15|['할배', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|할뱈ㅋㅋㅋㅋㅋ
16|['근데', '당하', '는', '사람', '은', '비매', '너', '같', '다고', '느끼', '어', '지', 'ㄹ', '수', '있', '음']|근데 당하는 사람은 비매너 같다고 느껴질 수 있음
17|['할배', '충실', '하', '아', 'ㅋㅋ', 'ㅋㅋ']|할배 충실해 ㅋㅋㅋㅋ
18|['패기', '봇', 'ㅗ']|패기보소
19|['재', 'ㅁ', '배', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|잼배 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20|['할배', '관로', 'ㄱ', '이', '..']|할배 관록이..
21|['할배', '탈출', '하', '시', '어요', 'ㄲ', 'ㅗ', 'ㄱ']|할배 탈출하세요 꼭
22|['할배', '보내', '어', '주', '어라', 'ㅠ']|할배보내줘라 ㅠ
23|['당황', '하', '시', '었', '어', 'ㅋㅋ']|당황하셨어 ㅋㅋ
24|['남', '빠', 'ㄱ', '치', '이', '라고', '하', '는', '게임', '에', '비매', '너', '가', '어딧나']|남 빡치라고 하는 게임에 비매너가 어딧나
25|['ㄴ', 'ㅗ', '이', 'ㄱ', '장']|노익장
26|['심리전', '이구', '나', 'ㅇ']|심리전이구낭
27|['묵묵', '하', 'ㄴ', '할배']|묵묵한 할배
28|['상남자', 'ㅇ', 'ㅗ', '지', '어', '꾸']|상남자 오져꾸
29|['그', '게', '비매', '너', '이', '면', '살인마', '는', '어', '하', '게', '이기', '어요', 'ㅠ', 'ㅠ']|그게 비매너면 살인마는 어케이겨요 ㅠㅠ
30|['가장', '잘', '하', '아', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|가장 잘해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
31|['스플릿', '은', 'ㄴ', '우지', 'ㄱ', '하', '게']|스플릿은 ㄴ우직하게
32|['살인마', '처음', '으로', '당화', 'ㅇ']|살인마 처음으로 당황
33|['오', '아', '강심장', '이다']|와 강심장이다
34|['크', '이거', 'ㄹ', '돌리네', '멋지', '다']|크 이걸 돌리네 멋지다
35|['발전기', '빨', '리', '돌리', '는', '퍽', '끼', '었', '나', '보', 'ㄴ데']|발전기 빨리돌리는퍽 꼈나본데
36|['오', '아', '개', '쪼', 'ㄹ', '리', 'ㄴ', '다이', 'ㅇ']|와 개쫄린다잉
37|['자라', 'ㄴ다']|자란다
38|['할배', '잘', '하', '시', 'ㄴ다']|할배 잘하신다
39|['또', '또', '쓸데없', '는', '것', '로', '싸우', 'ㄴ다']|또또 쓸데없는걸로 싸운다
