|morphs|origin
0|['그', '게', '뭐', '이', 'ㅁ', '?']|그게 뭐임?
1|['벤', '할라', '는', '걸', 'ㄴ가']|벤할라는건가
2|['아야', '합', '아야', '합', '좋', '아']|얍얍 좋아
3|['혀', 'ㄱ', '주', 'ㄴ', '이', '더', '좋', '아', 'ㅎㅎ']|혁준이 더 좋아 ㅎㅎ
4|['아야', '합', '아야', '합', '좋', '아']|얍얍좋아
5|['혀', 'ㄱ', '주', 'ㄴ', '이', '더', '좋', '아']|혁준이 더 좋아
6|['아야', '합', '마이', '무', '힝', '~']|얍마이무 힝~
7|['6', '시', '대회', '이', '라는데']|6시 대회라는데
8|['언제', '오', '시', '어요', '약', '약', '님']|언제오세요 약약님
9|['미리', '미리', '와서', '준비', '하', '아야', '되', '는', '거', '아니', 'ㅁ', '!', '?']|미리미리와서 준비해야되는거아님!?
10|['아야', '합', '허']|얍허
11|['아야', '합하']|얍하
12|['아야', '합하', '아야', '합하']|얍하얍하
13|['일찍', '오', '시', '었', '네', '유']|일찍오셨네유
14|['오늘', '이', 'ㅁ', '?']|오늘임?
15|['아니', 'ㅁ', '말', 'ㄱ', 'ㅗ']|아님말고
16|['일찍', '켜', '었', '네', '유', 'ㅇ']|일찍켰네융
17|['아까', '복어', '형', '방', '에서', '잠깐', '듣', '던', '거', '이', '라']|아까 복어형방에서 잠깐듣던거라
18|['5', '2', '0', '귀걸이', '축하', '드리', 'ㅂ니다', '^^7']|5 2 0 귀걸이 축하드립니다 ^^7
19|['오늘', '요', 'ㄱ', '타임', '주시', '는', '거', '맞', '죠', '?']|오늘 욕타임 주시는 거 맞죠?
20|['ㅇ', 'ㅗ']|오
21|['아야', '합']|얍
22|['왜', '하', '게', '빨리', '오', '았', '는데']|왜케 빨리왔는데
23|['빛', '서', '어', '태']|빛 서 태
24|['자랑', '하', '고', '싶', '어서', '일찍', '오', '았', '네']|자랑하고싶어서 일찍왔네
25|['491', '랭커', '찌', 'ㄴ', '님', 'ㅎ2요']|491 랭커 찐님 ㅎ2요
26|['오', '아']|와
27|['엥', '?', '?', '아야', '합하']|엥?? 얍하
28|['축하', '드리', 'ㅂ니다']|축하드립니다
29|['아', '아야', '합', '마이', '무']|아 얍마이무
30|['아야', '합', '하', '!!']|얍하!!
31|['520', '자랑', '하', '려고', '빨리', '켜', '었', '네', '이것']|520 자랑하려고 빨리켰네 이거
