|morphs|origin
0|['배', '가', '부르', '어', '?']|배가 불러?
1|['배', '가', '부르', '었', '다고요', '?']|배가 불렀다고요?
2|['ㄹㅇ', '드', '립', 'ㅇ', 'ㅗ', '진다', 'ㅋㅋ']|ㄹㅇ 드립오진다 ㅋㅋ
3|['여러분', '데이터', '쪼가리', '이', 'ㅂ니다']|여러분 데이터쪼가리입니다
4|['도와주', '는데', '배가', '부르', 'ㄴ', '다라', '...']|도와주는데 배가부른다라...
5|['배', '가', '부르', '어', '?']|배가 불ㄹㅓ?
6|['데이터', '쪼가리', '에', 'ㅇ', 'ㅗ', '지게', '과', '몰입', '하네', 'ㅋㅋ']|데이터 쪼가리에 오지게 과몰입하네 ㅋㅋ
7|['과', '몰입', 'ㅇ', 'ㅗ', '지게', '하네']|과몰입오지게하네
8|['마리', '님', '고소', '하', '아', '주', '시', '어요', '!']|마리님 고소해주세요!
9|['도와주', '었', '더니', '배', '가', '부르', '어', '?', '?', '?', '?', '?']|도와줬더니 배가 불러?????
10|['음식', '살', '만', '하', 'ㄴ데']|음식 살만한데
11|['아야', '합', '아야', '합', '님', '보', '고', '싶', '엇', '어요']|얍얍님 보고싶엇어요
12|['개', '꿀', '이', 'ㄴ데', '음식']|개꿀인데 음식
13|['피해자', '의', '눈물', '이', '증거', '이', 'ㅂ니다']|피해자의 눈물이 증거입니다
14|['하', 'ㄹ', '말', '은', '한', '다']|할 말 은 한 다
15|['데이터', '인권', '오', '어', '지', '었', '다']|데이터 인권 오졌다
16|['데이터', '인권', '미치', '었', '네', 'ㅋㅋㅋ']|데이터 인권 미쳤네 ㅋㅋㅋ
17|['마리', '대리인', '트', 'ㄹ', '수', '입니다ㅡ']|마리 대리인 트수 입니다ㅡ
18|['마리', '남친', '들', '불타', 'ㄴ다']|마리 남친들 불탄다
19|['공주', '를', '지키', '는', '기사', '이', '라구', '!']|공주를 지키는 기사라구!
20|['ㄱ', 'ㅗ', '말', '이', '지', '제', '3', '자', '이', 'ㄴ데']|고말이지 제3자인데
21|['데이터', '인권', '을', '지키', '어', '주', '시', '어요']|데이터 인권을 지켜주세요
22|['우', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', '옷']|우오옹오오오오옷
23|['오', '아', '진짜', '김성태']|와 진짜 김성태
24|['검', '은', '이', '빨', '누님', '정도', '는', '이', 'ㄴ', '정해준', '다']|검은이빨누님정도는 인정해준다
25|['비', 'ㄱ', '데이터', 'ㄷㄷ']|빅데이터 ㄷㄷ
26|['마리', '사', '사', '게', '네', '임', '드', 'ㄴ', '데', 'ㅅㄱ']|마리 사사게 네임든데 ㅅㄱ
27|['데이터', '감수성', '지키', '시', '어요', 'ㅡㅡ']|데이터 감수성 지키세요 ㅡㅡ
28|['아야', '합', '능', '지능', 'ㄱㄱ']|얍능지능 ㄱㄱ
29|['알파고', '님', '이', '너', '를', '심판', '하', 'ㄹ', '것', '이', '다', '아야', '합', '아야', '합', '이놈']|알파고님이 너를 심판할것이다 얍얍 이놈
30|['일일', '팩', '은', '12', '시', '지', '않', '어']|일일팩은 12시잖어
31|['NPC', '인권', '을', '지키', '어', '주', '시', '어요']|NPC인권을 지켜주세요
32|['마리', '친', '구분', '들', '많이', '오', '시', '었', '네']|마리 친구분들 많이오셨네
33|['마리', '지인', '들', '많이', '오', '시', '었', '네', '~']|마리 지인들 많이 오셨네~
34|['마리', '가', '인벤', '박제', '하', 'ㅁ', 'ㅋㅋ', 'ㅋㅋ', '님', 'ㅈ됨']|마리가 인벤 박제함 ㅋㅋㅋㅋ 님 ㅈ됨
35|['ㅇ', 'ㅗ', '또', '까지']|오또까지
36|['일일', '팩', '사세', '이', '어']|일일팩 사세여
37|['이번', '에', '는', '일곱', '시간', '으로', '안', '끝나', 'ㄹ', '꺼', '다']|이번에는 일곱시간으로 안끝날꺼다
38|['마리', '지인', '분', '들', '많이', '오', '시', '었', '네']|마리 지인분들 많이오셨네
39|['마리', '리', 'ㄴ', 'ㄷㄷ']|마리린 ㄷㄷ
40|['아바타', '사', '아', '주', '어야', '하', 'ㅁ', 'ㄷㄷ']|아바타 사줘야함 ㄷㄷ
41|['따로', '상점', '을', '통하', '아서', '연락', '하', '자']|따로 상점을통해서 연락하자
42|['마리', '지인', '분', '들', '많이', '오', '시', '었', '어', '~']|마리 지인분들 많이 오셨어~
43|['일일', '팩', '12', '시', '이', '어', '리셋']|일일팩 12시여 리셋
44|['해명', '하', '아']|해명해
45|['마리', '남편', '들', '넘치', 'ㄴ다', 'ㅋㅋㅋ']|마리남편들 넘친다 ㅋㅋㅋ
46|['스폰서', '한테', '연락', '하', '아', '주', '면', '되', 'ㅁ']|스폰서한테 연락해주면 됨
47|['일단', '사과', '하', '시', '어요', 'ㅋㅋㅋ']|일단 사과하세요 ㅋㅋㅋ
48|['스마', '게', '통하', '아서', '연락', '하', '아', '보', '시', '어요']|스마게 통해서 연락해보세요
49|['0111010011010111', '에', '연락', '하', '아라']|0111010011010111 에 연락해라
50|['마리', '이', '니깐', '사이버', '경찰', '에', '신고', '하', '았', '읍니다']|마리니깐 사이버경찰에 신고했읍니다
