|morphs|origin
0|['또', '후', 'ㄴ', '이', '-', '>', '이모티콘', '도배', '에', '주의', '하', '아', '주', '시', '어요', '.', '[', '경고', ']']|또훈이 -> 이모티콘 도배에 주의해주세요. [경고]
1|['손소', 'ㄴ', '!!']|손손!!
2|['오', '아']|와
3|['나', '도', '주', '어']|나 도 줘
4|['산타', '할아버지', '나도', 'ㅇ']|산타할아버지 나동
5|['소', 'ㅇ', 'ㅗ', 'ㄴ']|소온
6|['나', '도', '주', '어', '용', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ']|나도 줘요오오오
7|['나도', 'ㅇ']|나동
8|['손', '손소', 'ㄴ']|손손손
9|['구독', '뿌리', '이', '기', 'ㄷㄷ']|구독뿌리기 ㄷㄷ
10|['싸', 'ㄴ', '타', '하', 'ㄹ', '아부지', '나', '도나도나', '도']|싼타할아부지 나도나도나도
11|['나', '도주', '세', '요', 'ㅇ', 'ㅜㅜ', 'ㅜㅜ', 'ㅜㅜ', 'ㅜㅜ', 'ㅜㅜ']|나도주세용ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ
12|['나', '아두', '하', 'ㄴ', '번', '만', 'ㅇ', 'ㅠ', '~']|나두한번만유~
13|['절', '대', '나', '도', '주', '어']|절 대 나 도 줘
14|['머', '머', '자', 'ㅇ', 'ㄷㄷ']|머머장 ㄷㄷ
15|['우', '주', '우', '주', '절', '대', '나', '두', '어', '주', '어']|우 주 우 주 절 대 나 둬 줘
16|['너', '두', '?', '?', '나', '아두', '~']|너두?? 나두~
17|['나돌', '나', '도']|나도나도
18|['나도', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ']|나도오오
19|['나', '도소', 'ㄴ', '손소', 'ㄴ', '!!']|나도손손손!!
20|['오즈', '쳐다보', '는', '거', '보', '아', 'ㅋㅋㅋㅋㅋ']|오즈 쳐다보는거 봐 ㅋㅋㅋㅋㅋ
21|['손소', 'ㄴ', 'ㄱ', 'ㅗ', 'ㄴ', '손소', 'ㄴ']|손손곤손손
22|['살', 'ㄴ', '타도', '르']|산타도르
23|['나', '도', '구독', '받', '을', '주', 'ㄹ', '알', '는데', 'ㅎㅎ']|나도 구독받을 줄 아는데 ㅎㅎ
24|['산타', '할아버지', '나', '도요', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', '나', '도', '받', '고', '싶', '어']|산타할아버지 나도요오오오오 나도받고싶어
25|['나', '아두', '주', '어']|나두줘
26|['심', '소', 'ㄴ']|심손
27|['손소', 'ㄴ']|손손
28|['집중', '하', '아라']|집중해라
29|['샘', '소', 'ㄴ']|샘손
30|['난', '.', 'ㄴ', 'ㅇ', 'ㅗ']|난.ㄴ오
31|['우', 'ㅇ', 'ㅗ', 'ㅇ']|우옹
