|morphs|origin
0|['30', '분', '뒤', '에', '다시', '오', 'ㄹ게요', '.', '.']|30분뒤에 다시올게요..
1|['지금', '부터', '조', 'ㄴ', '버', '들어가', 'ㄴ다']|지금부터 존버들어간다
2|['힘', '드', '러', 'ㅇ']|힘드렁
3|['beyouStop', 'beyouShine', '요것', '비슷', '하', 'ㄴ', '거', '때', '메', '저', '게', '나', '온건', '가']|beyouStop beyouShine 요거 비슷한거 때메 저게 나온건가
4|['새', 'ㄱ', '만', '바꾸', '는', '것', '로', '들', '었', '는디']|색만 바꾸는 걸로 들었는디
5|['수고', '하', '시', '어요']|수고하세요
6|['낳', '기', 'ㄴ', '뭘', '낳', '아', '이', '어']|낳긴 뭘 낳아여
7|['외', 'ㄴ', '뽁']|왼뽁
8|['낳', '은', 'ㄴ', 'ㅗ', '리시', 'ㄴ', '거', '?']|낳은 노리신거?
9|['일부러', '여기', '보', '게', '하', '려구', '그렇', '는', '듯']|일부러 여기 보게하려구 그러는듯
10|['오', '아', '!', '낳으']|와! 낳으
11|['않', '이', '낳', '음', '멀', 'ㄴ데요']|않이 낳음 먼데요
12|['외', 'ㄴ', '외', 'ㄴ', '왼쪽', '이', '낳']|왼왼왼쪽이 낳
13|['낳', '아', '버리', '엇', '다']|낳아버렷다
14|['뇌', '절', '을', '낳', '아', '버리', '엇']|뇌절을 낳아버렷
15|['누구', '가', '낳', '은', '거', '?']|누가 낳은거?
16|['낳', '음', '어그로', '너무', '심하', 'ㄴ데']|낳음 어그로 너무 심한데
17|['왜', 'ㄴ', '쪽', '이', '더', '낳', '음']|왠쪽이 더 낳음
18|['저것', 'ㄴ', '누구', '가', '도대체', '낳', '은', '거', 'ㄴ', '데']|저건 누가 도대체 낳은건데
19|['스트리머가', '어그로', '끌', '네', '...']|스트리머가 어그로끄네...
20|['요즘', '끠유님', '개', '그', '욕심', '많', '아', '지', '시', '었', '네']|요즘 끠유님 개그욕심많아지셨네
21|['하이', '이', '어']|하이여
22|['휴', '지우', '어', '지', '엇', '다', '편안']|휴 지워졋다 편안
23|['ㅇ', 'ㅗ', '께', '이']|오께이
24|['나', '도', '로', '아', '하', '아야지']|나도 로아해야지
25|['어디', '한번', '해보', '시', '어요']|어디한번 해보세요
26|['캐', 'ㅁ', '켜', '어', '주세', '영']|캠 켜주세영
27|['오', '아', '왤케', '많이', '올리', '엇', '어요']|와 왤케 많이 올렷어요
28|['오', '아', '1', '년']|와 1년
29|['cheer', '2', '정말', '대단', '하', '아']|cheer2 정말대단해
30|['마루', '루', 'ㄱ', '?']|마루룩?
31|['마루', '루', 'ㄱ']|마루룩
32|['그때', '갈색', '유니클로', '옷', '입', 'ㄱ', 'ㅗ', 'ㅇ', 'ㅗ', '는', '걸', 'ㄴ가']|그때 갈색 유니클로옷 입고오는 건가
33|['프라임', '구도', 'ㄱㄷ', 'ㅗ', '방송', '에', '뜨', '나요']|프라임 구독도 방송에 뜨나요
34|['앞머리', '자르', '시', '엇', '네요']|앞머리 자르셧네요
35|['머리', '뜨', 'ㄴ', '거', '봇', 'ㅗ']|머리뜬거보소
36|['머리', '안감', '은거', '봇', 'ㅗ', 'ㅋㅋ']|머리안감은거 보소 ㅋㅋ
37|['한', '부부', 'ㄴ', '만', '꼬부라지', '엇', '다']|한부분만 꼬부라졋다
38|['머리', '감', 'ㄱ', 'ㅗ', 'ㅇ', 'ㅗ', '셈']|머리감고오셈
39|['앞머리', '소가', '핥', '으시', '었', '나요', '?']|앞머리 소가 핥으셨나요?
40|['피', 'ㅇ', 'ㅠ', '님', '안녕하십니까']|피유님 안녕하십니까
41|['오늘', '왜', '하', '게', '푸르딩딩하죠???']|오늘 왜케 푸르딩딩하죠???
42|['오늘', '도', '귀', '여우', '시네', '이', '어']|오늘도 귀여우시네여
43|['네', 'ㅇ']|넹
44|['어둡', '어', '지', 'ㄴ', '거', '같', '아요']|어두워진거같아요
45|['어둡', '어', '보이', 'ㅁ', '살짝']|어두워보임 살짝
46|['피', 'ㅇ', 'ㅠ', '님', '시험', '보', 'ㄴ다고', '글', '올리', 'ㄴ', '트', 'ㄹ', '수', 'ㅂ니다', '기말고사', '포기', '하', '고', '배', 'ㅇ', '소', 'ㅇㅂ', 'ㅗ', '러', '오', '았', '습니다', 'ㅋㅋㅋ']|피유님 시험본다고 글 올린 트숩니다 기말고사 포기하고 뱅송보러 왔습니다 ㅋㅋㅋ
47|['마루', '털', '보', '아']|마루털봐
48|['하', '아', 'ㄱ', '마루', '로', '치유', '하', 'ㄴ다']|하악 마루로 치유한다
49|['마루', '나가', '고', '싶', '은', '갑', 'ㅗ', 'ㄴ', '데']|마루 나가고싶은가본데
50|['복', '실', '복시', 'ㄹ']|복실복실
51|['그러', '어', '보이', 'ㅁ']|그래보임
52|['안', '붓', '엇', '다구', '우']|안부엇다구우
53|['혀', 'ㄱ', '주', 'ㄴ', '이도', '하루', '에', '한', '끼', '먹', '음']|혁준이도 하루에 한끼먹음
54|['머리', '안', '감', '으시', 'ㅁ', '?']|머리안감으심?
55|['뭐', 'ㄴ가', '더', '귀여워', '진', '듯']|뭔가 더 귀여워진듯
56|['오늘', '마루라', 'ㅇ', '커플', '티', 'ㄴ', '가요']|오늘 마루랑 커플틴가요
57|['산채', '하', 'ㄹ', '때', '걸', '으시', '나요', '?', '뛰', '시', '나요', '?']|산채할때 걸으시나요? 뛰시나요?
58|['마루라', 'ㅇ', '커플', '티', 'ㅋㅋㅋ']|마루랑 커플티 ㅋㅋㅋ
59|['끼', 'ㄱ', '~']|끽~
60|['빛', 'ㅇ', 'ㅠ']|빛유
61|['프라임', '구독', '은', '안', '뜨', '는', '걸', 'ㄹ', 'ㅗ', '...']|프라임 구독은 안뜨는 걸로...
62|['노라', 'ㄴ', '게', '잘', '보', '아서', '좋', '은데']|노란게 잘보여서 좋은데
63|['빨', '간', '게', '눈', '에', '띄', 'ㅁ']|빨간게 눈에띔
64|['회색', '은', '잘', '안보', '이', 'ㅁ']|회색은 잘 안보임
