|morphs|origin
0|['조', 'ㄴ', 'ㅡㅡ', 'ㅡㅡ', '버']|존ㅡㅡㅡㅡ버
1|['하이', 'ㅇ']|하잉
2|['끠공사님', 'ㅇ', 'ㅗ', '시', '엇', '네']|끠공사님 오셧네
3|['끠하', '안녕', '하', '세', '이', '어']|끠하 안녕하세여
4|['롤', '몇', '시', '쯤', '에', '하', '아요', '?']|롤 몇시쯤에 해요?
5|['ㅇ', 'ㅗ', '케이']|오케이
6|['ㅇ', 'ㅗ']|오
7|['애니', '다음', '이', 'ㄴ', '가요', 'ㅇ']|애니 다음인가용
8|['머리', '빠', 'ㄱ', '빠', 'ㄱ', '밀면', '깔끔', '하', '게', '쓰', '어', '지', 'ㅁ']|머리 빡빡밀면 깔끔하게 써짐
9|['코스', '안', '하', '아도', '이뻐요']|코스 안해도 이뻐요
10|['매끈', '하', '아서', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|매끈해서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11|['화', '화', 'ㄱ', '~']|화확~
12|['빠', 'ㄱ', '빠', 'ㄱ', '밀면', '망', '쓰기', '쉽', '잖아요']|빡빡밀면 망쓰기 쉽잖아요
13|['머리', '길', '면', '힘', '들', 'ㅁ']|머리 길면 힘듦
14|['대머리', '에', '망', '미', '끌', '어', '지', 'ㄹ', '거', '같', '은데']|대머리에 망 미끌어질거같은데
15|['다른', '스트리머', '분', '들', '이', '탈모', '가', '있', '는', '이', 'ㅇ', 'ㅠ']|다른 스트리머 분들이 탈모가 있는 이유
16|['특히', '코스프레', '많이', '하', '시', '는', '분', '탈모', '생기', 'ㅁ']|특히 코스프레 많이 하시는 분 탈모생김
17|['오늘', '스포', '티', '하', '시네', 'ㅇ']|오늘 스포티 하시넹
18|['운동학', 'ㅗ', '오', '시', '었', '어요', '?', 'ㅋㅋ']|운동하고 오셨어요 ? ㅋㅋ
19|['앞머리', '만', 'ㄱ', 'ㅗ', '데', '이', '기', '?', 'ㅋㅋ', 'ㅋㅋ']|앞머리만 고데기? ㅋㅋㅋㅋ
20|['잘', '하', '시', '엇', '어요', '별', '차이', '도', '없', '는', '듯']|잘하셧어요 별차이도 없는듯
21|['원래', '직접', '쐤어요>', '눈', '아프', '았', '겠', '다']|원래 직접 쐤어요> 눈아팠겠다
22|['ㅇ', 'ㅗ', '오늘', '옷', '싸움', '잘', '하', '아', '보이', 'ㄴ다']|오 오늘 옷 싸움 잘해보인다
23|['맨투맨', '어디', '서', '사', '았', '어요']|맨투맨 어디서 샀어요
24|['옷', '이쁘', 'ㄴ데']|옷 이쁜데
25|['옷', '예쁘', 'ㅁ', '!']|옷 예쁨!
