|morphs|origin
0|['배', '마님', '은', '별루', '하', 'ㄴ', '게', '있', '나', '이', '어', '?', '?', 'ㅋㅋ', 'ㅋㅋ']|배마님은 별루 한게있나여??ㅋㅋㅋㅋ
1|['승', '달님', '수레', '타', '지', '않', '으시', '었', '나']|승달님 수레타지않으셨나
2|['ㅇ', 'ㅗ']|오
3|['ㅇ', 'ㅗ', '~', '반지']|오~반지
4|['오', '아', 'ㅊㅊㅊㅊㅊㅊㅊ']|와 ㅊㅊㅊㅊㅊㅊㅊ
5|['오', '아']|와
6|['반지', '뜨', '었', '네']|반지떴네
7|['미치', '었', '고']|미쳤고
8|['전설', '뜨', '엇', '다', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|전설떳다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
9|['터지', '었', '다']|터졌다
10|['뽀', '찌', '주', '어야']|뽀찌줘야
11|['아', 'ㄱ', '세', '두', '개', '가나', '와', '?']|악세 두개가나와?
12|['헐', '미치', 'ㄴ', 'ㅋ']|헐 미친 ㅋ
13|['에바', 'ㄴ', '데', '저것']|에반데 저거
14|['반지', '에바', 'ㄴ', '데', '.', '.']|반지 에반데..
15|['돈', '더', '주', '시', '어요']|돈 더주세요
16|['에바', 'ㄴ', '데']|에반데
17|['멀', 'ㄴ데']|먼데
18|['채팅', '차', 'ㅇ', '에', '자랑', 'ㄱㄱ', 'ㄱㄱ', 'ㄱㄱ']|채팅창에 자랑 ㄱㄱㄱㄱㄱㄱ
19|['아', 'ㄱ', '세', '2', '개', '를', '먹', '네']|악세 2개를 먹네
20|['1', '연마', '이', '어도', '높', '음']|1연마여도 높음
21|['쌉', '에바', 'ㄴ', '데']|쌉에반데
22|['왜', '하', '게', '잘', '먹', '지', 'ㅋ']|왜케잘먹지 ㅋ
23|['뜨', 'ㄴ', '게', '어디', '이', '어']|뜬게 어디여
24|['전설', '아', 'ㄱ', '세', '첨', '보', '네', 'ㅇ']|전설 악세 첨보넹
