|morphs|origin
0|['아이', 'ㄱ', 'ㅗ']|아이고
1|['질리언', '이속', '에', '시비르', '구', 'ㅇ', '에', '유체', '화', '에', '포식', '자', '이', '면', '너무', '빠르', 'ㄴ데', '개', '아', '플', '듯']|질리언 이속에 시비르 궁에 유체화에 포식자면 너무 빠른데 개아플듯
2|['오', '아', '말', '파', '구', 'ㅇ', '대박']|와 말파궁대박
3|['다', '맞', '아', '버리', '었', '네']|다맞아버렸네
4|['나마', 'ㄴ', '의', '상점', '열리', 'ㅁ', '?']|나만의 상점 열림?
5|['점화', '걸', '면', '시비르', '죽', '엇', '을', '거', '가트', 'ㄴ', '데', 'ㅠ', 'ㅠ', 'ㅠ']|점화 걸면 시비르 죽엇을거가튼데 ㅠㅠㅠ
6|['잘', '하', '았', '는데']|잘했는데
7|['말', '파', '구', 'ㅇ', '대박', '낫', '자', '나']|말파궁 대박낫자나
8|['ㄲㅂ', '그나마', '구', 'ㅇ', '은', '잘', '쓰', 'ㄴ', '편', '이', 'ㄴ데']|ㄲㅂ 그나마 궁은 잘쓴편인데
9|['오', '아', '블루머', 'ㄱ', '이', '어서', '큰일', '남']|와 블루먹어서 큰일남
10|['말', '파', '구', 'ㅇ', 'ㅠ', 'ㅠ']|말파궁 ㅠㅠ
11|['그나마', '오리', '구', 'ㅇ', '은', '잘', '쓰', 'ㄴ', '편', '이', 'ㄴ데', '아깝', '다']|그나마 오리궁은 잘쓴편인데 아깝다
12|['나마', 'ㄴ', '의상', '점', '열리', 'ㅁ', '?']|나만의상점 열림?
13|['질리언', '이', '시비르', '한테', '구', 'ㅇ', '쓰', '어', '주', '엇', '어요', '어차피', '못', '잡음']|질리언이 시비르한테 궁써줫어요 어차피 못잡음
14|['근데', '원래', '질리언', '이', '진짜', '개', '얄밉', '고', '개', '빠', 'ㄱ', '침']|근데 원래 질리언이 진짜 개 얄밉고 개빡침
15|['말', '파', '가', '디', 'ㄹ', '이구', '나']|말파가 딜이구나
16|['아', '그렇', '네', '말', '파', '디', 'ㄹ', '이', '네']|아 그러네 말파 딜이네
17|['조', 'ㄴ', '야', '갈마', 'ㄴ', '하다', '이번', '판', '은']|존야 갈만하다 이번판은
18|['ㅇ', 'ㅗ', '구', 'ㅇ', '대박']|오 궁대박
19|['오', '아']|와
20|['오늘', '구', 'ㅇ', '각', 'ㄹㅇ', '예술', '이', '시네']|오늘 궁각 ㄹㅇ 예술이시네
21|['오늘', '미드', '는', '잘', '하', 'ㄴ다', '진짜']|오늘 미드는 잘한다 진짜
22|['공기', '파', 'ㅇ', '덕', '에', '다', '살', '았', '따']|공기팡덕에 다살았따
23|['오', '아', '브라움', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|와 브라움 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
24|['구', 'ㅇ', '개', '잘', '들어가', 'ㅁ']|궁 개잘들어감
25|['오', '아', '브라움']|와 브라움
26|['브라움', '예측', '구', 'ㅇ', '?', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|브라움 예측궁? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
27|['이파', 'ㄴ', '이기', '기', '쉽', 'ㅁ']|이판 이기기 쉬움
28|['브라움', '플', '예측', '하', 'ㅁ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|브라움 플예측함 ㅋㅋㅋㅋㅋㅋ
29|['정글', '에서', '미드', '로', '포', '변', '각', '나오', '았', '따', 'ㄹㅇ']|정글에서 미드로 포변각 나왔따 ㄹㅇ
30|['말', '파', '궁', '빼', 'ㅁ', 'ㄱㅇㄷ']|말파궁뺌 ㄱㅇㄷ
31|['다', '잘', '하', 'ㄴ다']|다 잘한다
32|['말', '파', '냄새', '나', 'ㄴ다']|말파냄새 난다
33|['이득', '보', '았', '을', '때', '빼', '는', '게', '나', '을', '거', '같', '은데']|이득봤을때 빼는게 나을거같은데
34|['다', '르', '키', 'ㄴㄴ', 'ㅗ', '구', 'ㅇ']|다르킨노궁
35|['오', '아', '구', 'ㅇ', '각', '보', '아']|와 궁각봐
36|['구', 'ㅇ', '은', '오늘', '계속', '잘', '쓰', '네', '대부분']|궁은 오늘 계속 잘쓰네 대부분
37|['오리아나', '가', '디', 'ㄹ', '이', '이렇', '게', '좋', '았', '나']|오리아나가 딜이 이렇게 좋았나
38|['디', 'ㄹ', 'ㅁㅊㄸ']|딜 ㅁㅊㄸ
39|['오늘', '구', 'ㅇ', '진짜', '예술', '이심', ';', ';']|오늘 궁 진짜 예술이심;;
40|['오늘', '구', 'ㅇ', '각', '은', '계속', '살', '아', '있', '다']|오늘 궁각은 계속 살아있다
41|['오리아나', '진짜', '자', 'ㄹ', '한당']|오리아나 진짜 잘한당
42|['려', 'ㄹ루', '열', 'ㄴ']|렬루연
43|['신', '나', '았', '네']|신났네
44|['말', '파', '구', 'ㅇ', '만', '조심', '하', '면', '무난', '하', '게', '이기', 'ㄹ', '거', '같', '은데']|말파궁만 조심하면 무난하게 이길거같은데
45|['입', '험하', 'ㄴ', '거', '보', '아']|입 험한거봐
46|['허', 'ㄱ']|헉
