|morphs|origin
0|['이', 'ㅅㅅ', 'ㅗ']|잇소
1|['히오스', '프로리그', '가', '망하', '아', '쓰', 'ㅁ', '다', 'ㅠ.ㅠ']|히오스 프로리그가 망해씀다 ㅠ.ㅠ
2|['식', 'ㅗ', 'ㅇ', '이', '드디어', '망하', '나']|시공이 드디어 망하나
3|['개발', '인력', '다른', '곳', '으로', '보내', 'ㄴ다', '하', 'ㅁ']|개발인력 다른곳으로 보낸다함
4|['치', '므', '하']|침ㅡ하
5|['패치', '랑', 'ㅇ', 'ㅠ', '저', '만', '있', '으면', '그래도', '계속', '하', 'ㄹ텐데']|패치랑 유저만 있으면 그래도 계속할텐데
6|['이제', '어쩌', 'ㄹ른지']|이제 어쩔른지
7|['패치', '횟수', '줄이', '겠', '다는', '소리', '를', '대놓고', '적', '어', '두', 'ㄴ', '걸', 'ㄹ', '보', '아서', 'ㄴ']|패치 횟수 줄이겠다는 소리를 대놓고 적어둔 걸 봐선
8|['이렇', 'ㄹ걸', 'ㅇ', 'ㅗ', '르', '피아', '왜', '내', 'ㄴ', '거', 'ㅋㅋ', 'ㅋㅋ']|이럴걸 오르피아 왜낸거 ㅋㅋㅋㅋ
9|['ㅇ', 'ㅗ', '르', '피아', '등', '에', '뭘', '메', '고', '있', '게요']|오르피아 등에 뭘 메고 있게요
10|['아', '...', '과', 'ㄴ', '짝']|아...관짝
11|['정답', '이', 'ㅂ니다']|정답입니다
12|['방덕', '마냥', '자기', '가', '들어가', 'ㄹ', '관', '을', '들', '고', '다니', '네']|방덕마냥 자기가 들어갈 관을 들고다니네
13|['하지만', '수장', '님', '을', '중심', '으로', 'Korean', 'Heros', '들', '이', '일치단결', '하', 'ㄴ다면']|하지만 수장님을 중심으로 Korean Heros들이 일치단결 한다면
14|['침투부', '에서', '방송', '하이라이트', '영상', '이', '올라가', 'ㅂ니다', '.', 'https', ':', '/', '/', 'www', '.', 'youtube', '.com', '/', 'user', '/', 'zilioner', '83', '/']|침투부에서 방송 하이라이트영상이 올라갑니다. https://www.youtube.com/user/zilioner83/
15|['지금', 'ㅇ', 'ㅗ', '프라임', '님', '지', '크', 'ㄹ', '레프', '님', '장례식', '하', '는데']|지금 오프라임님 지클레프님 장례식 하는데
16|['그', '게', '누구', '이', 'ㅁ']|그게 누구임
17|['수장', '님', '방송', '켜', '어', '지', '면', '여기', '도', '장례식', '장', '되', '려나']|수장님 방송 켜지면 여기도 장례식장 되려나
18|['수장', '님', '이', '배틀', '라이트', '로', '갈아타', 'ㄴ', '게']|수장님이 배틀라이트로 갈아탄게
19|['치이', 'ㅁ']|치임
20|['오늘', '방송', '11', '시', '마', 'ㅈㅈ', 'ㅠ', '?']|오늘방송 11시 맞쥬?
21|['월', '요', 'ㄹ', '에', '있', '어요']|월욜에 있어요
22|['히오스', '묘지', '들어가', '았', '다면서', '요']|히오스 묘지 들어갔다면서요
23|['이제', '답', '은', '키', 'ㅇ', '구', '갓', '구', '뿐']|이제 답은 킹구갓구 뿐
24|['식', 'ㅗ', 'ㅇ', '이', '망하', '았', '어도', 'ㅈ구는', '아닌데', '요']|시공이 망했어도 ㅈ구는 아닌데요
25|['맨틀', '밑', '에', '있', '는', 'ㅈ구를', '꺼내', '어', '오', '시', '어요']|맨틀 밑에 있는 ㅈ구를 꺼내오세요
26|['해저', '기', 'ㄴ', '해도', '땅속', '은', '아니', '라', '이', '말', '이야']|해저긴해도 땅속은 아니라 이말이야
27|['좆', '이', '구', '=', '내년', '으로', '14', '주년']|좆구 = 내년으로 14주년
28|['이', '겜에', '쏟', '아', '붓', '은', '시간', '생각', '하', '면']|이 겜에 쏟아부은 시간 생각하면
29|['수장', '님', '아직', '안', '오', '시', '었', '네요', '...']|수장님 아직 안오셨네요...
30|['기와', 'ㅇ', '이렇', '게', '되', 'ㄴ', '거']|기왕 이렇게 된거
31|['점심', '먹', '고', '올', '때', '딱', '키', '시', '었', '으면']|점심먹고 올때 딱 키셨으면
32|['개인', '적', '이', 'ㄴ', '생각', '으로', 'ㄴ', '11', '시로', '늦추', 'ㄴ', '게', '실책', '.', '10', '시', '예정', '이', '었', '다면', '11', '시', '에', '시작', '하', 'ㄹ텐데', '11', '시', '예정', '이', '니', '12', '시', '에', '시작', '?']|개인적인 생각으론 11시로 늦춘게 실책. 10시 예정이었다면 11시에 시작할텐데 11시 예정이니 12시에 시작?
33|['지', '각', '맨', '어제', '몇', '시', '까지', '방송', '하', '시', 'ㅁ', '?']|지각맨 어제 몇시까지 방송하심?
34|['까', '지', '하', '시', 'ㅁ']|까지 하심
35|['하스라서', '안', '보', '았', '는데']|하스라서 안봤는데
36|['오래', '하', '시', '었', '네']|오래하셨네
37|['하스', '갸', 'ㅇ', '보', '면', '룰', '이해', '바로', '댐']|하스 걍 보면 룰 이해 바로댐
38|['하', '스도', '보', '아', '보', '시', '어요']|하스도 봐보세요
39|['저', '도', '하스', '모르', '아서', '켜', '어', '두', '기', '만', '하', '고', '안', '보', '았', '는데', '어제', '집안', '사정', '으로', '더', '하', '시', 'ㄴ듯']|저도 하스 몰라서 켜두기만 하고 안봤는데 어제 집안사정으로 더 하신듯
40|['근데', '키', 'ㅇ', '구', '갓', '구', '가', '더', '재밌', '음']|근데 킹구갓구가 더 재밌음
41|['요새', '돌겜은', '래', 'ㅇ', '하', '시', '어서']|요새 돌겜은 랭하셔서
42|['오', '시', '었', '음']|오셨음
43|['지각', '하', 'ㄴ', '이', 'ㅇ', 'ㅠ']|지각한 이유
44|['키', '시', '었', '다']|키셨다
45|['채', '엇', '창', '에', '는', '접속', '이', '안', '되', '어', '계시', 'ㄴ데', '오', '시', '었', '네']|챗창에는 접속이 안되어계신데 오셨네
46|['히오스', '가', '망하', '아', '가', '는데', '있', '어', '코리안', '수장', '으로서', '비통', '하', 'ㅁ', '을', '수습', '하', '느라', '늦', '은', '거', '다']|히오스가 망해가는데 있어 코리안 수장으로서 비통함을 수습하느라늦은거다
47|['울', '다', '오', '시', '었', '네']|울다 오셨네
48|['수장', '님', '히오스', '를', '살리', '어', '주', '시', '어요', 'ㅜㅜ']|수장님 히오스를 살려주세요 ㅜㅜ
49|['그런', '이', 'ㅇ', 'ㅠ', '라면', '납득', '이', '되', '네요']|그런이유라면 납득이 되네요
50|['식', 'ㅗ', 'ㅇ', '의', '미래', '를', '생각', '하다', '늦', '으시', '었', '군', '이', '어']|시공의 미래를 생각하다 늦으셨군여
51|['수장', '님', '이', '시', '라면', '비통', '하', 'ㄹ', '수바', 'ㄲ', '에']|수장님이시라면 비통할수밖에
52|['히오스', '망하', '았', '어', 'ㅠ', 'ㅠ']|히오스 망했어ㅠㅠ
53|['하', '아']|해
54|['히오스', '잘', '가', '아']|히오스 잘가
55|['설', '명', '하', '아']|설 명 해
56|['식', 'ㅗ', 'ㅇ', '어떻', '게', '하', '아', 'ㅠ']|시공 어떻게해 ㅠ
57|['히오스', '춤', 'ㅗ', '방송', '이', 'ㄴ', '가요']|히오스 추모방송인가요
58|['하', '아', '보', '아요']|해봐요
59|['늦', '은', '거', 'ㄴ', '스네이크', '때문', '이', '다', '이', '말', '이야']|늦은건 스네이크 때문이다 이말이야
60|['X', '를', '누르', '어', '조의', '를', '표하', '시', 'ㅂ시오']|X를 눌러 조의를 표하십시오
61|['히오스', '미국', '가', '았', '어']|히오스 미국갔어
62|['수장', '님', '식', 'ㅗ', 'ㅇ', '망하', '았', '어', '이', '어', '...', 'ㅠ', 'ㅠ', '어제', '도', '열심히', '하', '았', '는데', '.', '.']|수장님 시공 망했어여...ㅠㅠ 어제도 열심히했는데..
63|['히오스', '가', '망하', '았', '어요', 'ㅠ', 'ㅠ']|히오스가 망했어요 ㅠㅠ
64|['침', '채널', '망', '하', '았', '어']|침채널망했어
65|['식', 'ㅗ', 'ㅇ', '사이버', '분향소']|시공 사이버 분향소
66|['수장', '님', '제발', '히오스', '를', '살리', '어', '주', '시', '어요', 'ㅜㅜ']|수장님 제발 히오스를 살려주세요 ㅜㅜ
67|['식', 'ㅗ', 'ㅇ', '어', '하', '게요']|시공 어케요
68|['똥', '차', 'ㄱ', '맨', '씨']|똥착맨씨
