|morphs|origin
0|['ㅋㅋ', '바', 'ㄴ', '바']|ㅋㅋ 반바
1|['바', 'ㄴ', '바', 'ㅋㅋㅋ']|반바 ㅋㅋㅋ
2|['바', 'ㄴ', '바', '~']|반바~
3|['뻐기', '어', '빠', '랑', '한파', 'ㄴ', '?']|뻐기어빠랑 한판?
4|['바', 'ㄴ', '바', '대', '기주', 'ㅇ']|반바 대기중
5|['부', 'ㅇ', '아', '베', '라', '하', '아라']|붕아 베라해라
6|['오', '아', '갓', '보기', '랩', '보', '아']|와 갓보기 랩봐
7|['바', 'ㄴ', '바', '들어오', '았', '는데']|반바 들어왔는데
8|['바', 'ㄴ', '바', 'ㅠ', 'ㅠ']|반바 ㅠㅠ
9|['버리', '어요']|버려요
10|['바', 'ㄴ', '바', '머', '이', '기', '중', '이', 'ㄴ데', 'ㅠ', 'ㅠ']|반바 머기중인데 ㅠㅠ
11|['바', 'ㄴ', '바', '손', '절']|반바 손절
12|['친구', '차', 'ㅇ', '배틀넷', '이랑', '비슷', '하', '네']|친구창 배틀넷이랑 비슷하네
13|['바', 'ㄴ', '바', '버리', '어', '지', '엇', '네']|반바 버려졋네
14|['버리', '지', '말', '아요']|버리지마요
15|['갓', '보기', '개', 'ㄱ', 'ㅗ', '수', '되', '가', '네']|갓보기 개고수 되가네
16|['절', '대', '바', 'ㄴ', '바', '하', '아']|절 대 반 바 해
17|['뻐기', '어', '빠', '개', '잘', '하', 'ㅁ']|뻐기어빠 개잘함
18|['바', 'ㄴ', '바', '바', 'ㅠ.ㅠ']|반바 바 ㅠ.ㅠ
19|['반쪽', '바지', '되', '었', '네']|반쪽바지됐네
20|['반', '바', '하', '아']|반바해
21|['바', 'ㄴ', '-', '바']|반-바
22|['배틀', '라이트', '이것', '듀오', '만', '가능', '하', '어요', '?']|배틀라이트 이거 듀오만 가능해요?
23|['저', '랑', '..', '하', '시', 'ㄹ', '...', '.']|저랑..하실....
24|['돌', '아', '돌', '아', '바', 'ㄴ', '바']|돌아돌아 반바
25|['바', 'ㄴ', '바', 'ㅋㅋ', 'ㅋㅋ']|반바 ㅋㅋㅋㅋ
26|['반', '바이', '제', '식', 'ㅗ', 'ㅇ', '에서', '대기', '안', '하', '고']|반바이제 시공에서 대기 안하고
27|['바', 'ㄴ', '바', '하', '아']|반 바 해
28|['바', 'ㄴ', '바', '플랜', '비', 'ㅠ', 'ㅠ']|반바 플랜비 ㅠㅠ
29|['플랜', 'B', '바', 'ㄴ', '바']|플랜B 반바
30|['저것', '레벨', '임', '?']|저거 레벨임?
31|['바', 'ㄴ', '바', '해주', '세', '이', '어']|반바해주세여
32|['친', '어', 'ㅄ', '찌', 'ㄴ', '침착맨']|친없찐 침착맨
33|['가', '아', '뽀', '기', '티어', 'ㄲ', 'ㅗ', '우']|가뽀기 티어 꼬우
34|['충', '신', '바', 'ㄴ', '바', '를', '버리', '고']|충신반바를 버리고
35|['오', '아', '나', '도', '같이', '하', '는', '친구잇음좋겟다']|와 나도 같이하는 친구잇음좋겟다
36|['갓', '보기', '랑', '팀', '하', '아서', '뭐', '하', '는', '거', '못', '보', 'ㅁ']|갓보기랑 팀해서 뭐 하는 거 못봄
37|['절대', '반', '바', '하', '아']|절대 반바해
38|['켜', '어', '놓', '고', '자', '나', '봄']|켜놓고 자나봄
39|['갓', '보기', '막', '눈', '이랑', '듀오', '하', 'ㄹ걸', '요']|갓보기 막눈이랑 듀오할걸요
40|['바', 'ㄴ', '바', '하', '어요']|반바해요
41|['바', 'ㄴ', '바', '억지로', '것', '르네']|반바 억지로 거르네
42|['절', '대바', 'ㄴ', '바', '하', '아']|절대반바해
43|['바', 'ㄴ', '바', '손', '절', '당하', 'ㅁ']|반바 손절당함
44|['오ㅐ케', '하', '아', 'ㄱ', '하', '악', '걸', '려', '요', '?']|오ㅐ케 하악하악거려요?
45|['머', '야', '올', '꺼', '이', '면', '말', '을', '해주', '라구', '요']|머야 올꺼면 말을 해주라구요
46|['이것', '티어', '상관없이', '매치', 'ㅇ', '되', 'ㅁ', '요']|이거 티어 상관없이 매칭됨요
47|['청동', '병거', 'ㄴ']|청동병건
48|['반', '무', '루', 'ㄱ']|반무룩
49|['바', 'ㄴ', '바', '왜', 'ㅜㅜ']|반바왜 ㅜㅜ
50|['선생님', '바', 'ㄴ', '바', '시키', '어', '주', '시', '어요']|선생님 반바 시켜주세요
51|['숙제', '에', '이', '어', '?', '?', '?']|숙제에여???
52|['침착맨', '의', '썬', '연료', '바', 'ㄴ', '바', '를', '버리', '네']|침착맨의 썬연료 반바를 버리네
53|['이것', '브론즈', '랑', '챔피언', '이랑', '같이', '매', '침', '되', 'ㅁ']|이거 브론즈랑 챔피언이랑 같이 매침됨
54|['바', 'ㄴ', '바', '...', '.']|반바....
55|['오', '아', '큐', '빠르', '다']|와 큐빠르다
56|['이', '아', '조', '씨', '배', '라', '하', '니까', '자본', '맨', '이', '되', '어', '버리', 'ㅁ']|이 아조씨 배라하니까 자본맨이 되어버림
57|['범블비', 'ㅇ', 'ㅠ', '머스트', '플', 'ㅗ', 'ㄱ', '텍트', '어스']|범블비 유머스트 프록텍트 어스
58|['크', 'ㄴ', '그림', 'ㄷㄷ']|큰그림 ㄷㄷ
59|['그냥', '재밌', '다고', '하', 'ㅁ']|그냥 재밌다고 함
60|['비', 'ㄱ', '피', 'ㄱ', '쳐주', '나']|빅픽쳐주나
61|['지', 'ㄹ', '거', 'ㄴ', '전제', '하', '고', '하', '시', '네']|질 건 전제하고 하시네
62|['숙제', '(', '이', '었', '던', ')', '게임']|숙제(였던) 게임
63|['병거', 'ㄴ', '이', '의', '꿈']|병건이의 꿈
64|['개', '소', 'ㄹ', 'ㄴ']|개솔 ㄴ
65|['아잊쿠', '듀오', '그립', '읍니다']|아이ㅈ쿠 듀오 그립읍니다
66|['그렇', 'ㄹ', '수', 'ㄴ', '없', '음']|그럴순 없음
67|['김칫국', 'ㅇ', 'ㅗ', '지게', '마시', '네', '이', '어', ';']|김칫국 오지게 마시네여 ;
68|['회', '로', '타', 'ㄴ다', '타', 'ㅋ']|회로 탄다 타 ㅋ
69|['아니', '이', '어']|아니여
70|['뭐', 'ㄴ', '벌써', '저격', '이']|뭔벌써 저격이
71|['말투', 'ㅋㅋㅋ', '맷돌', '손잡이', '알', '니', '지', '어', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']|말투 ㅋㅋㅋ 맷돌 손잡이 아니져???????????
72|['수', 'ㄱ', '제라', 'ㄱ', 'ㅗ', '하', '기', '에', 'ㄴ', '이', '아', '조', '씨', '너무', '즐기', '고', '있', '다']|숙제라고 하기엔 이 아조씨 너무 즐기고 있다
73|['그것', '믿', '엇', '음', '?', '째트팩!']|그걸믿엇음? 째트팩!
74|['병거', 'ㄴ', '이', '의', '홀로서기']|병건이의 홀로서기
75|['남침', '매', 'ㄴ', '파이팅']|남침맨 파이팅
76|['그것', '믿', '었', '음', '?', '제트', '팩']|그걸 믿었음? 제트팩
77|['그것', '믿', '었', '음', '?', '째트팩~']|그걸믿었음? 째트팩~
78|['아이', '이바', '말', 'ㄱ', 'ㅗ', '다른', '거', 'ㄴ', '어떻', '어요', 'ㅠ', 'ㅠ']|아이바 말고 다른건 어때요 ㅠㅠ
79|['근데', '아', '조', '씨', '가', '하', '는', '캐리', 'ㄱ', '좋', '아요', '?']|근데 아조씨가 하는 캐릭 좋아요?
80|['인사', '좀', '하', '아', '주', '시', '어요']|인사좀 해주세요
81|['할매', '이', 'ㄴ', '듯', 'ㅋㅋ']|할매인듯ㅋㅋ
82|['아이', '이바', '버프', '먹', '고', '좀', '좋', '아', '지', 'ㅁ']|아이바 버프 먹고 좀 좋아짐
83|['침', '아재', '왜', '하', '게', '아야', '합', '삽', '하', '아', '보이', '는', '영웅', '하', '아요']|침아재 왜케 얍삽해보이는 영웅해요
84|['딱', '보', '아', '브']|딱 봐 브
85|['이', '게임', '매치', 'ㅇ', '티어', '상관없', '어요']|이 게임 매칭 티어 상관없어요
86|['딱', '보', '아도', '브딱이']|딱봐도 브딱이
87|['병거', 'ㄴ', '이형', '은', '프레이야잘할거가ㅡㅌㄴ뎈']|병건이형은 프레이야잘할거가ㅡㅌㄴ뎈
88|['저것', '돌', '는', '거', '에일리언', '스웜', '에서', '도', '하', '는', '짓', '이', 'ㄴ데', 'ㅋㅋ']|저거 도는거 에일리언스웜에서도 하는짓인데 ㅋㅋ
89|['움직임', '이', '완전', '고인물', '이', 'ㄴ데']|움직임이 완전 고인물인데
90|['플', 'ㅗ', '인척']|프로인척
91|['몇', '등', '하', 'ㄹ', '까', '진짜', '궁금', '하', 'ㅁ']|몇등할까 진짜 궁금함
92|['뱀', '의', '머리', '가', '되', '시', '기', 'ㄹ', 'ㅋㅋ']|뱀의 머리가 되시길 ㅋㅋ
93|['이것', '는', 'fps', '가', '아니', '라서', '좋아하', '는', '거', '같', '기', '도', '하', '고']|이거는 fps가 아니라서 좋아하는거 같기도 하고
94|['브론즈', '도', 'ㄱ', 'ㅗ', '이', '었', '던데']|브론즈도 고였던데
95|['숙제', '이', '었', '던', '게임']|숙제였던 게임
96|['대회', '나가', '아서', '실제로', '돈', '까지', '벌', '어', '보', '았', '으니', '세미프로', '쯤', '되', '시', '나']|대회 나가서 실제로 돈까지 벌어봤으니 세미프로쯤 되시나
97|['아저씨', '이겜', '진짜', '맘', '에', '들', '시', '나', '보', '네']|아저씨 이겜 진짜 맘에 드시나보네
98|['요', 'ㅇ', '개', '아', '님', '?']|용개아님?
99|['ㅇ', 'ㅗ', '적', '어디', '로', '날라가', '는지', '도', '나오', '네']|오 적 어디로 날라가는지도 나오네
100|['조지', '었', '다']|조졌다
101|['탈것', '이', '뭐', 'ㄴ가', '저번', '거', '보다', '느리', 'ㄴ', '것', '같', '은데', '기분', '탓', '이', 'ㄴ가']|탈것이 뭔가 저번거보다 느린것같은데 기분탓인가
102|['moba', '랑', '배틀로얄', '이랑', '서', 'ㄲ', '은', '걸', 'ㄴ가']|moba랑 배틀로얄이랑 섞은건가
103|['거지꼴', '이', 'ㄴㄷ']|거지꼴인ㄷ
104|['절대', '도망가', '아']|절대 도망가
105|['ㅇ', 'ㅗ']|오
106|['오', '아', '!', '바다', '그래픽', '!']|와! 바다 그래픽!
107|['moba', '배틀로얄', 'rpg', '결합', '되', 'ㄴ', '겜?']|moba 배틀로얄 rpg 결합된 겜?
108|['tnt', '굴리', 'ㄴ', '주', 'ㄹ', '알', '았', '네']|tnt 굴린 줄 알았네
109|['주', '어', '패', 'ㄹ려고']|줘팰려고
110|['재', 'ㅁ', '통', '구르', '기', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|잼통구르기 ㅋㅋㅋㅋㅋㅋ
111|['일', '리다', 'ㄴ', '임', '?']|일리단임?
112|['아', '조', '씨', '이제', '히오스', '안', '하', '아요', '?', '?']|아조씨 이제 히오스 안해요??
113|['소중', '하', 'ㄴ', '바', 'ㄴ', '바']|소중한 반바
114|['바', 'ㄴ', '바', '없', '으니', '...']|반바없으니 ...
115|['바', 'ㄴ', '바', '의', '소중', '하', 'ㅁ']|반바의 소중함
116|['바', 'ㄴ', '바', '의', '소주', 'ㅇ', '함', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~', '~']|반바의 소중함~~~~~~~~~~~~~~~~~~~~~~
