|morphs|origin
0|['오', '아', '!']|와!
1|['아이', 'ㄱ', 'ㅗ', '수장', '님', 'ㅠ', 'ㅠ']|아이고 수장님 ㅠㅠ
2|['침하', 'ㅇ']|침항
3|['안', '되', '어', '안', '되', '어']|안돼안돼
4|['쏘', '치', 'ㅁ', '하', '하']|쏘침하하
5|['범블비', '소', '리좀', '안', '나', '게', '하', '아라']|범블비소리좀 안나게해라
6|['쏘', '치', 'ㅁ', '하', '잇']|쏘침하잇
7|['오', '아', '매직']|와 매직
8|['ㅇㅇ', 'ㅗ']|ㅇ오
9|['무능', '매', 'ㄴ']|무능맨
10|['오', '아']|와
11|['캬', '많이', '크', '었', '네', ';', ';']|캬 많이 컸네;;
12|['쏘영이', '넘', '나', '귀엽', 'ㄴ', '존재', '이', 'ㄴ', '것']|쏘영이 넘나 귀여운 존재인 것
13|['ㅇ', 'ㅗ']|오
14|['쏘영이', '왜', '하', '게', '크', '었', '어']|쏘영이 왜케컸어
15|['유튜버', '다', '되', '엇', '네', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|유튜버 다됏네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
16|['쏘영이', '안', '뇨', 'ㅇ']|쏘영이 안뇽
17|['오', '아', '신기', '하', '아']|와 신기해
18|['치', '무차쿠', '맨', '만들', '어', '주', '어']|치무차쿠맨 만들어줘
19|['쏘영이', '발음', '이', '더', '좋', '아', '지', '었', '네']|쏘영이 발음이 더 좋아졌네
20|['침하', '쏘', '하', '싸', '아', '하']|침하 쏘하 싸하
21|['돌', '수', 'ㅇ', '이', '만들', '어', '주', '어', '쏘', '용', '아']|돌숭이 만들어줘 쏘용아
22|['쏘', '하', '아']|쏘해
23|['조', 'ㄴ', '시나']|존시나
24|['때', 'ㅇ', '겨', 'ㅋㅋ', 'ㅋㅋ']|땡겨ㅋㅋㅋㅋ
25|['쏘영이', '크', 'ㄴ', '거', '바']|쏘영이 큰거바
26|['열', '시', 'ㄴ데', '애기', '쏘영이', '자야', '하', '지', '않', '아요', '?']|열신데 애기 쏘영이 자야하지않아요?
27|['땡기', '어', '~']|땡겨~
28|['쏘영이', '얼굴', '이', '어리', 'ㄴ', '여자', '침착맨', '같', '아', '.', '...']|쏘영이 얼굴이 어린 여자 침착맨 같아....
29|['때', 'ㅇ', '교', '때', 'ㅇ', '교']|땡교 땡교
30|['땡기', '어']|땡겨
31|['자상', '하', 'ㄴ', '침', '버', '지']|자상한 침버지
32|['엄청', '크', '었', '네']|엄청컸네
33|['때', 'ㅇ', '기어', '어', '~', '~']|땡기어어~~
34|['쏘영이', 'ㄱ', 'ㅗ', '새', '마니', '크', '었', '네']|쏘영이 고새 마니컸네
35|['진짜', '빨', '라크', 'ㄴ', '다']|진짜 빨라큰다
36|['쏘영이', '미리', '받', '는', '생일', '선물', '이', 'ㄴ가요', '?', '?', '?']|쏘영이 미리받는 생일선물 인가요???
37|['이', '빨', '은', '볼', '때', '마다', '커엽', '네', 'ㅋㅋ', 'ㅋㅋ']|이빨은 볼때마다 커엽넼ㅋㅋㅋ
38|['쏘영이', '진짜', '금방', '금방', '크', '는', '거', '같', '다고', '항']|쏘영이 진짜 금방 금방 크는거 같당
39|['쏘영이', '많이', '크', '었', '네']|쏘영이 많이컸네
40|['쏘영이', '좋', '겠', '네요', '\uf60d', '\uf60d']|쏘영이 좋겠네요 😍😍
41|['쏘영이', '많이', '크', '었', '다']|쏘영이 많이 컸다
42|['안나', 'ㅇ', 'ㅗ', '네']|안나오네
43|['액', '괴', '일', 'ㄴ가']|액괴인가
44|['자상', '하', 'ㄴ', '아버지']|자상한 아버지
45|['내', '조카', '는', '고모', '싫', '다', '그렇', '는데', 'ㅠ', 'ㅇ', 'ㅠ']|내 조카는 고모 싫다 그러는데 ㅠㅇㅠ
46|['아하', 'ㄴ', '믿']|아한믿
47|['요즘', '노래', '에', '빠지', '시', '었', '네']|요즘 노래에 빠지셨네
48|['자사', 'ㅇ', '맨']|자상맨
49|['ㅇ', 'ㅗ', '또', '하', '게', '!']|오또케!
50|['건드리', '지', '말', '아', '손', '모가지', '나라', '가부', 'ㅇ', '게']|건드리지마 손모가지 나라가붕게
51|['오', '아', '대형', '티', '비', '!']|와 대형티비!
52|['집', '좋', '은', '거', '보', '아', 'ㄷㄷ']|집좋은거봐 ㄷㄷ
53|['어제', '말투', '그대로', '하', '아', '주', '어', '이', '어']|어제말투 그대로 해줘여
54|['머리', '서', 'ㄱ', '.', '.']|머리석..
