|morphs|origin
0|['패', '숨', '이', '터', 'ㄱ']|패 숨 이 턱
1|['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㄱ', 'ㅗ', 'ㅇ', '절절']|ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 공절절
2|['ㄱ', 'ㅗ', 'ㅇ', '절절', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|공절절 ㅋㅋㅋㅋㅋㅋㅋㅋ
3|['수', 'ㄱ', 'ㅗ', '염']|수고염
4|['아', '해적', '와', 'ㅇ', '파', '이', '구나']|아 해적왕파구나
5|['법사', '한테', '지', 'ㄹ', '듯']|법사한테 질듯
6|['ㄱ', 'ㅗ', 'ㅇ', '절절', 'ㅋㅋㅋㅋㅋㅋㅋ']|공 절절 ㅋㅋㅋㅋㅋㅋㅋ
7|['야수', '홀', '법', '이', 'ㄴ가']|야수홀법인가
8|['망하', 'ㅁ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|망함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
9|['숨', '이', '터', 'ㄱ']|숨이 턱
10|['개', '망', '하', 'ㅁ', 'ㅅㄱ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|개망함 ㅅㄱ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11|['개', '마', 'ㅇㅋ', 'ㅋㅋ', 'ㅋㅋ']|개망ㅋㅋㅋㅋㅋ
12|['오', '아', '투', '페어']|와 투페어
13|['구리', 'ㄴ', '거', '바']|구린거바
14|['이건', '무슨', '데', 'ㄱ', '이', 'ㄴ', '가요']|이건 무슨 덱인가요
15|['억울', '어', '데', 'ㄱ']|억울어덱
16|['오', '아', '똥', '패', 'ㅋㅋㅋ']|와 똥패 ㅋㅋㅋ
17|['오', '아', '!', '어그로', '!']|와! 어그로!
18|['패치스없는', '해적', '데', 'ㄱ']|패치스없는 해적덱
19|['어그로', '(', '123', '코', '쉬', 'ㅁ', ')']|어그로(123코 쉼)
20|['피와', '야', '타', 'ㄹ', '~']|피와야탈 ~
21|['오', '아', '!', '맹독', '!']|와! 맹독!
22|['담', '터', 'ㄴ', '에', '맹독', '약탈', '하', '아야', '하', '는', '거', '이', 'ㅁ', '?', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|담턴에 맹독 약탈해야하는 거임?ㅋㅋㅋㅋㅋㅋㅋㅋ
