|morphs|origin
0|['지금', '운동', '가', '는데', '오늘', '제발', '지각', '하', '아라', '제발', '지각', '하', '아라', '!', '!']|지금 운동가는데 오늘 제발 지각해라 제발 지각해라!!
1|['초', '니', 'ㅇ', '와', '이드', '~']|초닝와이드~
2|['초승달', 'is', 'now', 'live', '!', 'Streaming', 'Just', 'Chatting', ':', '\uf319', '안녕', '하', '세', '염', '아침', '조용', '하', '게', '^', '0', '^', '@']|초승달 is now live! Streaming Just Chatting: 🌙 안녕하세염 아침 조용하게 ^0^@
3|['쏙', '들어가', '아', '있', '네', 'ㅋㅋ']|쏙들어가있네 ㅋㅋ
4|['이', '며', '용']|며용
5|['오', '아', '!', '모찌', '!']|와! 모찌!
6|['show', 'must', 'go', 'on', '뭐', '이', '어']|show must go on 뭐여
7|['아침', '부터', '캐', 'ㅁ', '바', 'ㅇ', '?']|아침부터 캠방?
8|['벌써', '나가', 'ㄹ', '준비', '하', '시', 'ㄴ', '거', '에요', '?']|벌써 나갈 준비 하신거에요?
9|['ㅇ', 'ㅗ', '이', 'ㅇ']|오잉
10|['엥', '승', '딸아', '왜', 'ㄴ', '아침', '방송', '이', '야', '?']|엥 승딸아 왠 아침 방송이야?
11|['아침', '부터', '에너지', '드링크', '이', '라니']|아침부터 에너지 드링크라니
12|['빈소', 'ㄱ', '에', '핫식스', '신가', 'ㄷ']|빈속에 핫식스신가 ㄷ
13|['서', 'ㄴ', 'ㄱ', 'ㅗ', 'ㄱ', '멉니까ㅋㅋㅋ']|선곡 멉니까ㅋㅋㅋ
14|['피곤', '하', '시', 'ㄴ가']|피곤하신가
15|['오늘', '트', '파', '아', '있', '어서', '일찍', '키', 'ㄴ', '거', '아니', 'ㄹ', '까']|오늘트파있어서 일찍킨거아닐까
16|['입술', '은', '안', '멍들', 'ㄴ', '것', '같', '은데']|입술은 안멍든것같은데
17|['아침', '방송', '은', '핫식스', 'ㅇ']|아침방송은 핫식승
18|['초췌', '하', '시', 'ㄴ데']|초췌하신데
19|['오늘', '트', '파', '아', '알', '냐', '?']|오늘 트파아냐?
20|['마이크', '안', '켜', '었', '다', '~']|마이크 안켰다~
21|['비장', '하', 'ㄴ', '브금']|비장한 브금
22|['안', '들리', '어']|안들려
23|['윗', '입술', '이', '멍들', '시', 'ㄴ', '것', 'ㄴ가', '?']|윗입술이 멍드신건가 ?
24|['도핑', '하', '고', '트', '파', '아', '참석', 'ㄷㄷ']|도핑하고 트파 참석 ㄷㄷ
25|['조스', 'ㅇ', '달리', '네']|조승달리네
26|['티', '많이', '나', 'ㄴ다']|티 많이난다
27|['저', '게', '어제', '찧', '으시', 'ㄴ', '거', '이', '구나']|저게 어제 찧으신 거구나
28|['보이', 'ㄴ다']|보인다
29|['멍들', 'ㄴ', '거', '보이', '네']|멍든거 보이네
30|['누구', '가', '깨물', '었', '나']|누가 깨물었나
31|['이르', 'ㄴ', '아침', '에', 'ㄷㄷ']|이른 아침에 ㄷㄷ
32|['냥', '냥', '펀치', '맞', '으시', '었', '나']|냥냥펀치 맞으셨나
33|['연고', '살', '시', '었', '네']|연고 사셨네
34|['얼굴', '붓', '엇', '누']|얼굴부엇누
35|['보헤미안', '보', '구', '오', '시', '었', '나']|보헤미안 보구오셨나
36|['엥', 'ㅗ', '!!', '!!']|에오!!!!
37|['마이크', '가', '쪼', 'ㅁ', '작', '네요']|마이크가 쫌 작네요
38|['우', '와', '아침', '에', 'ㅇ', 'ㅗ', '시니', '신기', '하다', '...']|우와 아침에 오시니 신기하다...
39|['오', '아']|와
40|['모찌', '보', '아', 'ㅋ']|모찌봐 ㅋ
41|['새', 'ㄴ', '박', '파티', '도', '가', '기', '로', '하', '신건', '가', '염']|샌박파티도 가기로 하신건가염
42|['성실', '하', 'ㅁ', '의', '상징']|성실함의 상징
43|['어디', '파티', '가시나', '이', '어', '?']|어디 파티 가시나여?
44|['모찌', '머', '하', 'ㄴ', 'ㅗ']|모찌 머하노
45|['소리', '작아지', '었', '네요']|소리 작아졌네요
46|['네', 'ㅇ']|넹
47|['커지', '었', '네요']|커졌네요
48|['띠', 'ㅇ', 'ㄱ', 'ㅗ', 'ㄱ']|띵곡
49|['오늘', '왜', 'ㄹ', '케일', '찌', 'ㄱ', '오심']|오늘왤케일찍오심
50|['새', 'ㄴ', '박', '캐', '롤', '도', '부르', '었', '는데', '안', '갈수', '가', '있', '나']|샌박 캐롤도 불렀는데 안갈수가있나
51|['띠', 'ㅇ', 'ㄱ', 'ㅗ', 'ㄱ', 'ㄷㄷ']|띵곡 ㄷㄷ
