|morphs|origin
0|['승', '딸', '님', '또', '감기', '라두', '걸리', '시', '었', '나', '염', '?']|승딸님 또 감기라두 걸리셨나염?
1|['10분', '내', '로', '샷', '이', '건', '보', 'ㅂ니다']|10분내로 샷건봅니다
2|['이', '게', '그', '찰리', '채플린', '영화', '이', 'ㅁ', '?', '?']|이게 그 찰리채플린 영화임??
3|['보스', '깨', 'ㄹ', '때', '까지', '하', '시', '는', '것', 'ㄴ가']|보스 깰때까지 하시는건가
4|['힐', '끄', 'ㅁ']|힐 끔
5|['잘', '찾아보', '아', '이', '어', 'ㅋㅋ']|잘찾아봐여 ㅋㅋ
6|['못', '가', 'ㅁ', 'ㅋ']|못감 ㅋ
7|['보', '앗', '주', 'ㄹ']|봣줄
8|['말', '안', '하', '아도', '다', '들리', '네']|말안해도 다들리네
9|['이거', 'ㄹ', '?']|이걸?
10|['처음', '으로', '가', '아야', '하', '겠', '는데', 'ㅋㅋㅋ']|처음으로 가야겠는데 ㅋㅋㅋ
11|['쭉', '돌아가', '아야', '하', 'ㅁ', 'ㅋㅋ']|쭉 돌아가야함 ㅋㅋ
12|['줄', '건', '주', '어']|줄건줘
13|['막히', 'ㅁ']|막힘
14|['한참', '돌아가', '아야', '하', '나']|한참돌아가야하나
15|['밧줄', '로', '안', '되', 'ㅁ', 'ㅋ']|밧줄로 안됨 ㅋ
16|['크', '어', '시', 'ㄴ', '님', '제발']|커신님 제발
17|['크', '어', '시', 'ㄴ', '님', '나오', '아', '주', '시', '어요']|커신님 나와주세요
18|['이거', 'ㄹ', '구하', '러', '가', '아', '?']|이걸 구하러가?
19|['포기', '하', '았', '군']|포기했군
20|['크', '어', '시', 'ㄴ', '님', '나오', '시', '어요']|커신님 나오세요
21|['금', '심하', 'ㄴ', '손해']|금심한손해
22|['그', 'ㄱ']|극
23|['음', '소거', '방송', '인가', '이', '어']|음소거 방송인가여
24|['귀신', '나오', '아', 'ㅋㅋ']|귀신나와 ㅋㅋ
25|['크', '어', '신', '오', 'ㄹ까', '보', '아']|커신올까봐
26|['빼', 'ㄹ', '껀', '빼', '어']|뺄껀 빼
