|morphs|origin
0|['지키', '어', '주', '시', '어요', ':', '★', '비속어', '사용', 'X', ',', '시청자', '간', '닉', '언', 'X', ',', '시청자', '의', '방송', '중재', ',', '타스', '트리', '머', '비하', ',', '타', '방송', '중계', 'X', ',', '외모', '이야기', 'X', ',', '게임', '관련', '없', '는', '이야기', 'X', ',', '병먹금', '필수', '!', ',', '방송', '내', '의', '클립', '이나', '사진', '은', '트', '게', '더', '이외', '에', '올리', '지', '마', '세', '요', '(', '필수', ')', '★']|지켜주세요 : ★ 비속어 사용 X, 시청자간 닉언 X, 시청자의 방송 중재, 타스트리머 비하, 타방송 중계 X, 외모 이야기 X, 게임 관련 없는 이야기 X, 병먹금 필수!, 방송 내의 클립이나 사진은 트게더 이외에 올리지 마세요(필수) ★
1|['오늘', '도', '대', 'ㅇ', '커엽']|오늘도 댕커엽
2|['띠', '요', 'ㅇ', 'ㅗ', 'ㅇ']|띠요옹
3|['수', 'ㄴ', '달님', '머리', '에', '당근', '묻', '음']|순달님 머리에 당근묻음
4|['이부', 'ㄴ', '이', '29', '세', '에', '애기', '선언', '하', 'ㄴ', '분', '맞', '나요', '?']|이분이 29세에 애기선언한분 맞나요?
5|['초승달', 'is', 'now', 'live', '!', 'Streaming', 'Just', 'Chatting', ':', '\uf319', '안', '냥', '하', '세', '열', 'ㄹ']|초승달 is now live! Streaming Just Chatting: 🌙 안냥하세열
6|['푸', '어', '하']|퍼하
7|['오늘', '옷', '새', 'ㄱ', '이쁘', 'ㄴ데']|오늘 옷 색 이쁜데
8|['옷', '에', '아', '조', '아아', '조', '아', '라고', '쓰', '어', '있', '는', '것', 'ㄴ가']|옷에 아조아아조아 라고 써있는건가
9|['ㅇ', 'ㅗ', '노래', '재', '먹', '점', '요']|오 노래 재먹점요
10|['그랑', '죠', '당근', '생각나', 'ㄴ다']|그랑죠 당근생각난다
11|['제가', '전', '에', '예쁘', '다', '하', '았', '던', '옷', '이', '네요']|제가 전에 예쁘다했던 옷이네요
12|['여자', '혼', '네', '이', 'ㄴ데', '노래', '가']|여자 혼네인데 노래가
13|['이거', 'ㄴㄷ', 'ㅗ', '호', 'ㄴ', '네', '노래', '임', '?']|이거ㄴ도 혼네노래임?
14|['멀', 'ㄴ', '하', 'ㅋㅋ']|먼하 ㅋㅋ
15|['이', 'ㄴ', '싸', 'ㄴ', 'ㅗ', '래', '군']|인싸노래군
16|['거부', '하', 'ㄴ다']|거부한다
17|['모찌', '땅콩', '은', '떨어지', 'ㄹ', '생각', '을', '알', 'ㄴ', '하네']|모찌 땅콩은 떨어질 생각을 안하네
18|['너무', '커엽', 'ㄱ', 'ㅗ']|너무 커엽고
19|['포동포동', '하', 'ㄴ', '거', '보', '아']|포동포동한거봐
20|['도마', 'ㅇ']|도망
21|['포도', 'ㅇ']|포동
22|['귀', '이', 'ㄴ가']|귀인가
23|['안녕하세요', 'ㅇ']|안녕하세용
24|['안녕', '하', '세', '열', 'ㄹ']|안녕하세열
25|['나', '바', 'ㅇㅋ', 'ㅋㅋ']|나방ㅋㅋㅋ
26|['안녕', '하', '시', '어', '열', 'ㄹ']|안녕하셔열
27|['가발', '색깔', '이', '맘', '에', '들', '시', '는지', '계속', '쓰', '고', '오', '시네', 'ㅇ']|가발 색깔이 맘에 드시는지 계속쓰고오시넹
28|['대', '었', '다']|댔다
29|['네', 'ㅇ']|넹
30|['쥬디', '귀', '달', '고', '오', '시', '었', '네']|쥬디 귀 달고오셨네
31|['색', '이쁘', 'ㅁ']|색이쁨
32|['이쁘', 'ㄴ듯', 'ㅇㅇ']|이쁜듯 ㅇㅇ
33|['가발', '잘', '어울리', 'ㅁ']|가발 잘어울림
34|['저', '옷', '내', '꺼', '랑', '똑같', '네', '나', '도', '저것', '있', '는데']|저옷 내꺼랑 똑같네 나도 저거 있는데
35|['잘', '어울리', 'ㅁ']|잘어울림
36|['새', 'ㄱㄷ', 'ㅗ', '좋', '음']|색도 좋음
37|['잘', '어울리', '어요']|잘어울려요
38|['예쁘', 'ㅁ', 'ㅇㅇ']|예쁨 ㅇㅇ
39|['진짜', '머리', '같', '고', '예쁘', 'ㅁ']|진짜 머리같고 예쁨
40|['손톱', '걸리', '었', '나']|손톱 걸렸나
41|['보이', 'ㄴ다', 'ㅋㅋㅋ']|보인다 ㅋㅋㅋ
42|['트', 'ㄹ', '순이', 'ㄷㄷ']|트순이ㄷㄷ
43|['트', 'ㄹ', '수', 'ㄴ', '이', '니']|트순이니
44|['트', 'ㄹ', '순이']|트순이
45|['여자', 'ㅇ', '이', '취미', '일수', '도', '있', '죠', ';', ';']|여장이 취미일수도있죠;;
46|['100', '플', 'ㅗ', '남자']|100프로 남자
47|['여자', 'ㅇ', 'ㅋㅋ', 'ㅋㅋ']|여장 ㅋㅋㅋㅋ
48|['오', '아', '!']|와!
49|['님', '머리', '가발', '인가', '이', '어', '?']|님 머리 가발인가여?
50|['같', '은', '브랜드', '말', '하', '는', '거', '아니', 'ㅁ', '?']|같은 브랜드 말하는거 아님?
51|['슬', '니', '하', '기']|스니키
52|['가발', '이', '라', '새', 'ㄱㄷ', 'ㅗ', '안', '빠지', '어서', '개', '꿀', '이', '네']|가발이라 색도 안빠져서 개꿀이네
53|['그것', '로', '후드티임ㅋㅋㅋ']|그걸로 후드티임ㅋㅋㅋ
54|['키', 'ㅇ', '발', '좋', '은', '거', '쓰', '었', '네']|킹발 좋은거 썼네
55|['가발', '은', '안', '감', '아도', '떡', '안', '지', '어요', '?', '자주', '손', '으로', '만지', '시', '던데']|가발은 안감아도 떡안져요? 자주 손으로 만지시던데
56|['존중', '하', '아', '주', '시', '죠']|존중해주시죠
57|['그것', '신청', '이', 'ㄴ데']|그거 신청인데
58|['연두', '님', '도', '새', 'ㄴ', '박', '임', '?']|연두님도 샌박임?
59|['선', '긋', '는', '거', 'ㄴ', '가요']|선긋는건가요
60|['알', '아서', '가', '것', '지', '연두', '님', '이', '애도', '아니', 'ㄱ', 'ㅗ', '..', 'ㅋㅋ']|알아서 가것지 연두님이 애도아니고..ㅋㅋ
61|['너와 나', '의', '위치', '는', '여기', '랑', '저', '~', '~', '~', '~', '이', '기', '야']|너와 나의 위치는 여기랑 저~~~~기야
62|['가발', '완전', '차', 'ㄹ', '따', 'ㄱ', '이', '네', '이', '어']|가발 완전 찰딱이네여
63|['조세호', '되', 'ㄴ다']|조세호 된다
64|['선전', '하', '았', '다']|선전했다
65|['아쉽', '지', 'ㄴ', '않', '았', '어요']|아쉽진 않았어요
66|['어제', '잘', '하', '았', '는데', '뭐']|어제 잘했는데 뭐
67|['중간', '은', '가', '았', '잖아요']|중간은 갔잖아요
68|['동생', '한테', '스타', '진거', '생각나', '았', '죠']|동생한테 스타진거 생각났죠
69|['꼴', '등', '은', '안', '하', '았', '음', '그래두']|꼴등은 안했음 그래두
70|['파', 'ㅇ', '탈', '안', '하', 'ㄴ', '게', '다행']|팡탈안한게 다행
71|['지', '었', '지만', '안', '싸우', '었', '다']|졌지만 안싸웠다
72|['짬', '타', '님', '은', '많이', '버', '시', '었', '던데']|짬타님은 많이 버셨던데
73|['살짝', '아쉽', '기', 'ㄴ', '하', '았', '는데', '괜찮', '게', '하', '시', 'ㄴ', '것', '같', '아요']|살짝 아쉽긴 했는데 괜찮게 하신것 같아요
74|['머리', '좀', '고마', '만지', '어', '하루', '종일', '만지', '네', '떡', '질라']|머리좀 고마 만져 하루종일 만지네 떡질라
75|['어제', '진짜', '주', '가', 'ㄹ', '량', '님', '짱', 'ㅋㅋ']|어제진짜 주갈량님짱 ㅋㅋ
76|['숨', '어', '다니', '는', '고라니', '이', '엇', '지']|숨어다니는 고라니엿지
77|['5', '등', '은', '하', '았', '는데']|5등은 했는데
78|['꿈', '은', '크', '게', '가지', '어야', '죠']|꿈은 크게 가져야죠
79|['3', '등', '은', '하', 'ㄹ', '수', '는', '있', '었', '지']|3등은 할수는 있었지
80|['5', '등', '한', '것', '로', '만족', '하', '시', '어요']|5등한걸로 만족하세요
81|['양심', '레알', '우주', '로', '보내', '었', '네']|양심 레알 우주로 보냈네
82|['조', 'ㄴ', '버마', 'ㄴ', '하', '았', '으면', '...']|존버만 했으면...
83|['꿈', '은', '야', '무', '지', '었', '지만', '.', '.']|꿈은 야무졌지만..
