|morphs|origin
0|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '방', '소', 'ㅇ', '켜', '어']|공 혁 준 방 송 켜
1|['방송', '언제', '하', '기', '냐']|방송언제키냐
2|['제모', 'ㄱ', '바', '끼', '었', '네']|제목바꼈네
3|['또', '하', '슬', '냐']|또 하스냐
4|['혀', 'ㄱ', '하']|혁하
5|['혀', 'ㄱ', '하', '혀', 'ㄱ', '하', '~']|혁하 혁하~
6|['혀', 'ㄱ', '하']|혁 하
7|['해명', '하', '아']|해명해
8|['ㄱ', 'ㅗ', 'ㅇ', '하']|공하
9|['채팅', '친', '거', '해명', '하', '아']|채팅친거 해명해
10|['이제', '조', 'ㅇ', '아리', '치', '어', '걷', '어']|이제 종아리 쳐 걷어
11|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '뒤졌다ㅋㅋㄱㅋ']|공혁준 뒤졌다ㅋㅋㄱㅋ
12|['이브', '이', 'ㄴ데요', 'ㅡㅡ']|이브인데요 ㅡㅡ
13|['조', 'ㅇ', '아리', '@', '걷', '어']|종아리@걷어
14|['메리', '크리스마스', '혀', 'ㄱ', '주', 'ㄴ', '상']|메리크리스마스 혁준상
15|['이제', '뒤지', '었', '다']|이제 뒤졌다
16|['조', 'ㅇ', '아리', '!!']|종아리!!
17|['조', 'ㅇ', '아리', '치', '어', '걷', '어', '진짜']|종아리 쳐 걷어 진짜
18|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '해명', '하', '아', '이놈', '아']|공혁준 해명해 이놈아
19|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '조', 'ㅇ', '아리', '부터', '걷', '어라']|공혁준 종아리부터 걷어라
20|['혀', 'ㄱ', '주', 'ㄴ', '이', '가', '사람', '은', '착하', '아']|혁준이가 사람은 착해
21|['하', '아']|해
22|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '해명', '안', '하', '아', '?']|공혁준 해명 안해?
23|['조', 'ㅇ', '아리', '걷', '어라']|종아리 걷어라
24|['하', '아', '명']|해 명
25|['따뜻', '하', 'ㄴ', '남자', 'JO']|따뜻한 남자 JO
