|morphs|origin
0|['오늘', '키', '기', 'ㄴ', '함', '?']|오늘 키긴함?
1|['이', '개', '에', '새끼', '방송', '언제', '켜', '어요', '?']|이 개에새끼 방송 언제켜요?
2|['방송', '왜', '알', 'ㄴ', '킴', '?']|방송 왜 안킴?
3|['혀', 'ㄱ', '하']|혁하
4|['g', '혀', 'ㄱ', '하']|g혁하
5|['혀', 'ㄱ', '주', 'ㄴ', '상', '어제', '도망가', '는', '거', '웃겼어']|혁준상 어제 도망가는거 웃겼어
6|['공레하스', '어', '게이', '이', 'ㅇ']|공레하스 어게이잉
7|['혀', 'ㄱ', '주', 'ㄴ', '이', '종아리', '걷', '어']|혁준이 종아리걷어
8|['ㄱ', 'ㅗ', 'ㅇ', '레', '하']|공레하
9|['혀', 'ㄱ', '주', 'ㄴ', '아', '담배', '좀', '그만', '펴', '어', '트', '파', '아', '흡연자', 'ㅇ', '보이', '면', 'ㄲ', 'ㅗ', 'ㄱ', '너', '잇', '더라']|혁준아 담배좀 그만펴 트파흡연장 보이면 꼭너잇더라
10|['조', 'ㅇ', '아리', '걷', '어']|종아리 걷어
11|['혀', 'ㄱ', '하']|혁 하
12|['조', 'ㅇ', '아리', '로', '는', '부족', '하다']|종아리로는 부족하다
13|['토실토실', '살찌', 'ㄴ', '조', 'ㅇ', '아리', '씨', '게', '걷', '어라']|토실토실 살찐 종아리 씨게 걷어라
14|['오', '아', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|와 공혁준
15|['혀', 'ㄱ', '구업']|혁구업
16|['ㅋㅋ', 'ㅋㅋ', '하', '게']|ㅋㅋㅋㅋ케
17|['왜', '그', 'ㅂㅅ', 'ㅗ', 'ㄱ', '이', '2', '코', '나']|왜 급속이 2코나
18|['아아', '혀', 'ㄱ', '하', '혀', 'ㄱ', '하']|아아 혁하혁하
19|['얌', 'ㅗ', '지게']|야모지게
20|['아니', '근데', '뭘', '투표', '하', '는', '거', '이', 'ㅁ', '?']|아니 근데 뭘 투표 하는거임 ?
21|['많이', '먹', '을', '꺼', '같', '은', '사람', '투표', '하', '는', '거', '이', 'ㅁ', '?']|많이 먹을꺼 같은 사람 투표하는거임 ?
22|['잘생기', 'ㄴ', '사람', '투표']|잘생긴 사람 투표
23|['잘생기', 'ㄴ', '사람', '?']|잘생긴 사람 ?
24|['난 주', 'ㄱ', '태', 'ㄱ']|난 죽택
25|['미', 'ㄴ', '머리', '대머리', '매', 'ㄴ', '들', '매', 'ㄴ', '들', '빠', 'ㄱ', '빠', 'ㄱ', '이']|민머리 대머리 맨들맨들 빡빡이
26|['혀', 'ㄱ', 'ㅈㄴ', '이', '왜', '하', 'ㄲ', 'ㅗ', '되', '었', '냐']|혁ㅈㄴ이 왜 하꼬됐냐
27|['오늘', '선', '나', 'ㄴㄷ', 'ㅗ', '하', '나요', '?']|오늘 선난도 하나요?
28|['혀', 'ㄱ', '주', 'ㄴ', '아', '트', '파', '아', '재밌', '었', '냐']|혁준아 트파 재밌었냐
29|['이것', '지금', '라이브', '임', '?']|이거 지금 라이브임 ?
30|['효과', '봇', 'ㅗ']|효과보소
31|['영상', '자체', '는', '예전', '거', '아니', 'ㄴ가']|영상자체는 예전거 아닌가
32|['요새', '방송', '너무', '안', '하', '기', '는', '거', '아니', '냐', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|요새 방송 너무 안키는거 아니냐 공혁준
33|['혀', 'ㄱ', '주', 'ㄴ', '이', '요즘', '여자', '생기', 'ㄴ', '거', '같', '더라']|혁준이 요즘 여자생긴거같더라
34|['ㅇㅈ', 'ㄱ', 'ㅗ', 'ㅇ', '특']|ㅇㅈ 공특
35|['ㅋㅅㅋ', 'ㄱ', 'ㅗ', 'ㅇ', '특']|ㅋㅅㅋ 공특
36|['저것', '재', '방', '이', '네']|저거 재방이네
37|['혀', 'ㄱ', '주', 'ㄴ', '이', '몇', '컵', '이', 'ㅁ', '?']|혁준이 몇컵임?
38|['혀', 'ㄱ', '주', 'ㄴ', '이', '꽉', '치', 'ㄴ', 'f', '컵', '이', '네']|혁준이 꽉친f컵이네
39|['볼', '에', '저것', '머', '이', 'ㅁ']|볼에 저거머임
40|['좋아하', '는', '거', '보', '아']|좋아하는거봐
41|['이것', 'ㄴ', 'ㅗ', 'ㄱ', '방', '이', '냐', '?']|이거 녹방이냐?
42|['ㄴ', 'ㅗ', 'ㄱ', '방', '이', '네']|녹방이네
43|['이것', 'ㄴ', 'ㅗ', 'ㄱ', '이', '구나']|이거 녹이구나
44|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '어제', '이태원', '외국인', '여성부', 'ㄴ', '두부', 'ㄴ', '이랑', '가', '던데', '여기', '서', 'ㄴ', '해명', '안', '하', '겠', '죠', '?', '?', '?']|공혁준 어제 이태원 외국인 여성분 두분이랑 가던데 여기선 해명 안하겠죠???
45|['이건', 'ㄴ', 'ㅗ', 'ㄱ', '바', 'ㅇ']|이건 녹방
46|['생', '방안', '하', '아', '?']|생방안해?
47|['투표', '1', '번', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '사마']|투표 1번 공혁준사마
48|['트', 'ㄹ', '수', '이', '라면', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '찍', '읍시다']|트수라면 공혁준 찍읍시다
49|['하', '슬', '는', '정화', 'ㄴ', '이', '지', 'ㅡㅡ']|하스는 정환이지 ㅡㅡ
50|['당연히', '혀', 'ㄱ', '킹', '아니', '냐', ';']|당연히 혁킹아니냐 ;
51|['ㄱ', 'ㅗ', 'ㅇ', '가놈', '요새', '방송', '너무', '창렬', '임']|공가놈 요새 방송 너무 창렬임
52|['글', 'ㅗ', '자', '?']|그로자?
53|['오', '아', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '버리', '기']|와 공혁준 버리기
54|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '준', '1']|공혁준1
55|['트위치', 'ㄴ', 'ㅗ', 'ㄱ', '바', 'ㅇ', '가능', '이', '무']|트위치 녹방 가능이무
56|['혀', 'ㄱ', '주', 'ㄴ', '아']|혁준아
57|['둘', '중', '수명', '이', '누구', '가', '길', '까']|둘 중 수명이 누가 길까
58|['정화', 'ㄴ', '이', '가', '좀', '더', '길', '다']|정환이가 좀더 길다
59|['합치', '어서', '?']|합쳐서?
60|['40', '으로', '줄이', '어야', '밸런스', '맞', '지']|40으로 줄여야 밸런스맞지
61|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '이', '더', '오래', '살', 'ㄹ', '수', '있', '음']|공혁준이 더 오래 살 수 있음
62|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '조', 'ㅇ', '아리', '걷', '어']|공혁준 종아리 걷어
63|['근데', '레니아워는', '후천적뚱땡이라', '더', '위험', '하', 'ㅁ']|근데 레니아워는 후천적뚱땡이라 더 위험함
64|['혀', 'ㄱ', '주', 'ㄴ', '이', '는', '이미', '정점', '이', 'ㄴ데']|혁준이는 이미 정점인데
65|['합치', '어서', '언더']|합쳐서 언더
66|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '은', '모태', '뚱땡이라서', '몸', '이', '적응', '하', '았', '잖아']|공혁준은 모태 뚱땡이라서 몸이 적응했잖아
67|['그', 'ㄴ', '데', '이거', '뭔', '투표', '야', '?']|근데이거 뭔투표야?
68|['어', 'ㅋㅋ', 'ㅋㅋ']|엌ㅋㅋㅋ
69|['혀', 'ㄱ', '주', 'ㄴ', '이', '는', '담배', '도', '피자', '나']|혁준이는 담배도 피자나
70|['지금', '이것', 'ㄴ', 'ㅗ', 'ㄱ', '방', '이', '죠', '?']|지금 이거 녹방이죠?
71|['담배', '로', '부', '스팅', '해서', '혀', 'ㄱ', '주', 'ㄴ', '이', '가', '빨리', '갈', '거라', '예상', '하', 'ㄴ다']|담배로 부스팅해서 혁준이가 빨리갈거라 예상한다
72|['혀', 'ㄱ', '주', 'ㄴ', '이', '오늘', '조', 'ㅇ', '아리', '맞', '을', '일', '있', '나요', '?', '?', '?', '?']|혁준이 오늘 종아리 맞을일 있나요????
73|['아냐', '담배', '펴', '어서', '더', '오래', '살', 'ㄹ', '수', '있', '음']|아냐 담배 펴서 더 오래 살 수 있음
74|['혀', 'ㄱ', '주', 'ㄴ', '상', '믿', '어요', '!']|혁준상 믿어요!
75|['오', '아']|와
76|['되', '어', '~', '지']|돼~지
77|['혀', 'ㄱ', '랑', '이', 'ㅋㅋㅋ']|혁랑이 ㅋㅋㅋ
78|['심각', '하', '아']|심각해
79|['혀', 'ㄱ', '랑', '이', '무엇']|혁랑이 무엇
80|['연기', '천재', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', 'ㄷㄷ']|연기 천재 공혁준 ㄷㄷ
81|['가', '아', '시', '덤', '불', '로', 'ㅇ', 'ㅗ']|가 시 덤 불 로 오
82|['아', '되', 'ㄴ다', '.', '.']|아 된다..
83|['그렇', '다', '죽', '어', '임마']|그러다 죽어 임마
84|['연기', '보', '아라']|연기봐라
85|['들', 'ㄴ', '들', 'ㄴ', '히']|든 든 히
86|['멧돼지', '의', 'ㄴ', '혼', '이', 'ㄴ가', '?']|멧돼지읜 혼인가?
87|['되', '어', '새', '지', '끼']|돼새지끼
88|['개', '밥그릇', '이', 'ㄴ가']|개밥그릇인가
89|['열', 'ㄴ', '기', '천', '재']|연 기 천 재
90|['오', '아', '저거', 'ㄹ', '다', '먹', '어', '?']|와저걸 다먹어?
91|['턱', '보', '아', 'ㅠ', 'ㅠ']|턱봐 ㅠㅠ
92|['근데', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '150', '넘', '지', '?', '?', '?']|근데 공혁준 150넘지???
93|['뭐', 'ㄴ', '시리얼', '을', '대접', '에', '먹', '어']|뭔 시리얼을 대접에먹어
94|['후', '우', 'ㄱ']|후욱
95|['연기력', '봇', 'ㅗ']|연기력보소
96|['부', '먹', '에바', 'ㄴ', '데']|부먹 에반데
97|['숨차', '아', '있', 'ㄴ', 'ㅗ']|숨차있노
98|['숨소리', '보', '아라']|숨소리봐라
99|['파', 'ㅇ', 'ㅗ', '휴']|파오휴
100|['후', '우', 'ㄱ', '쿰척']|후욱 쿰척
101|['무슨', '양푼', '이', '에', '비비', '어', '먹', '네', 'ㅋㅋ', 'ㅋㅋ']|무슨 양푼이에 비벼먹네 ㅋㅋㅋㅋ
102|['시리얼', '은', '선웅', 'ㅠ', '아니', 'ㄴ', '가']|시리얼은 선우유아닌가
103|['바사', 'ㄱ', '충', '에바', 'ㄴ', '데']|바삭충에반데
104|['방송', '이야', '혀', 'ㄱ', '주', 'ㄴ', '아']|방송이야 혁준아
105|['그만', '먹이', '어', '혀', 'ㄱ', '주', 'ㄴ', '이']|그만먹여 혁준이
106|['숨소리', '보', '아', 'ㅋㅋㅋ']|숨소리 봐 ㅋㅋㅋ
107|['누구', '가', '쫓아오', '냐']|누가 쫓아오냐
108|['오', '아', '되', '어', '지새', '기']|와 돼지새기
109|['호랑이', '기운', '이', '난', '느', '걸', 'ㄹ']|호랑이 기운이 난느걸
110|['씹기', 'ㄴ', '하', '냐', 'ㅋㅋㅋ']|씹긴하냐 ㅋㅋㅋ
111|['바사', 'ㄱ', '충', ';', ';', ';', ';']|바삭충;;;;
112|['저것', '조', 'ㄴ', '맛']|저거 존맛
113|['덜', 'ㄴ', '던', '하', '아야지']|던던해야지
114|['ㄱ', 'ㅗ', 'ㅇ', '파', '치노']|공파치노
115|['혀', 'ㄱ', '주', 'ㄴ', '아', '영도', '켜', '라']|혁준아 영도켜라
116|['터', 'ㄱ', '살', '보', '아라', 'ㅋㅋ']|턱살봐라 ㅋㅋ
117|['모', 'ㄴ', '생기', '어', '따', '아', '우리', '혀', 'ㄱ', '주니']|몬생겨따 우리 혁주니
118|['싸', 'ㄴ다']|싼다
119|['진짜', '더럽ㄱ', '쳐먹', 'ㄴ', 'ㅗ']|진짜 더럽ㄱ 쳐먹노
120|['혀', 'ㄱ', '르', '가', '즘']|혁르가즘
121|['안', '되', '어', '!']|안돼!
122|['ㄱ', 'ㅗ', 'ㅇ', '헤', '가', '오']|공헤가오
123|['혀', 'ㄱ', '바', 'ㅠ', 'ㅠ']|혁바 ㅠㅠ
124|['간다', '간다', '뿅', '가', 'ㄴ다']|간다간다 뿅간다
125|['ㅇ', 'ㅠ', 'ㄱ', '증']|육증
126|['터지', 'ㄴ다']|터진다
127|['ㅋㅋㅋㅋㅋ', '연기', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|ㅋㅋㅋㅋㅋ 연깈ㅋㅋㅋㅋㅋ
128|['여전히', '돼지', '이', 'ㄴ걸', '?']|여전히 돼지인걸?
129|['졸', '크', '어']|졸커
130|['되', '어', '랑', '이']|돼랑이
131|['돼지', '꼬리', '아니', 'ㅁ', '?']|돼지꼬리 아님?
132|['ㅇ', 'ㅗ', '이', '게', '메소드', 'ㄴ', '가', '뭐', 'ㄴ가', '그', '이', '거냐']|오 이게 메소든가 뭔가 그거냐
133|['되', '어', '랑', '이', 'ㅋㅋㅋ']|돼랑이 ㅋㅋㅋ
134|['크', '어', '염']|커염
135|['옷', '터지', 'ㄴ다', 'ㅋㅋ']|옷 터진다 ㅋㅋ
136|['갓', '랑', '이', '의', '호', 'ㄴ']|갓랑이의 혼
137|['꼬리', '어떻', '게', '단', '이', '거냐']|꼬리 어떻게 단거냐
138|['응', '안', '쓰', '어']|응 안써
139|['대보', 'ㄴ', '을', '뭐', 'ㄴ', '대놓고', '크', '어', 'ㄴ', '니', 'ㅇ', '하네']|대본을 뭔 대놓고 컨닝하네
140|['아', '십', '내', '소', 'ㄴ']|아십 내손
141|['못', '외우', '는', '거', '보', '아']|못외우는거봐
142|['응', '안', '쓰', '어', '~']|응안써~
143|['오', '아', '!', '!!']|와!!!
144|['호랑이', '가죽', '터지', 'ㅁ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|호랑이 가죽 터짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
145|['괘', '지의', '호', 'ㄴ']|괘지의혼
146|['이', '게', '카드', 'ㄱ', 'ㅗ', 'ㅇ', '개', '지']|이게 카드 공개지
147|['눈', '매', '업']|눈맵
148|['호랑이', '가죽', '터지', 'ㄴ다', 'ㅋㅋㅋㅋㅋㅋㅋ']|호랑이 가죽 터진다 ㅋㅋㅋㅋㅋㅋㅋ
149|['가죽', '터지', 'ㄴ다', 'ㅋㅋ']|가죽 터진다 ㅋㅋ
150|['좀', '외우', '어서', '오', '자']|좀 외워서오자
151|['크', '어', '업', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|커업ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
152|['저', '게', '좋', '은', '카드', '이', '라고', '?']|저게 좋은카드라고?
153|['적발', '거', 'ㅇ', 'ㅠ', '호랑이', '녀', 'ㅗㅜㅑ']|적발 거유 호랑이녀 ㅗㅜㅑ
154|['혀', 'ㄱ', '주', 'ㄴ', '이', '가', '외우', '는', '거', 'ㄴ', '못하', '아']|혁준이가 외우는건 못해
155|['되', '어', '지', '냐', '호랑', '이', '냐']|돼지냐 호랑이냐
156|['정보', ')', '안', '쓰', 'ㅁ']|정보)안씀
157|['콘ㅁ푸로수트의', '호', 'ㄴ']|콘ㅁ푸로수트의 혼
158|['짝', '수리', '에', '이제', '살', 'ㅗ', '대신', '호랑이', '호', 'ㄴ', '이', '더', '좋', '지']|짝수리에 이제 사로대신 호랑이혼이 더좋지
159|['저거', 'ㄹ', '누가', '쓰', '어']|저걸 누가써
160|['혀', 'ㄱ', '바']|혁바
161|['예', '~', '좀', '그만', '하', '아라', '예', '~']|예~ 좀 그만해라 예~
162|['누가', '썰', '라는', '애', '들', '어그로', 'ㅈㄴ', '?']|누가써라는 애들 어그로ㅈㄴ?
163|['시간', '딱', '데', 'ㅁ', '안', '허', '냐']|시간 딱뎀 안허냐
164|['혀', 'ㄱ', '하', '레', '하']|혁하 레하
165|['혀', 'ㄱ', '주', 'ㄴ', '이', '안색', '보', '아라']|혁준이 안색봐라
166|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '종아리', '걷', '어']|공혁준 종아리걷어
167|['ㄱ', 'ㅗ', 'ㅇ', '레', '가', '루', 'ㄱㄱ', 'ㅗ', 'ㅇ', '보다', '오래가', '네', 'ㄷㄷㄷ', 'ㄷㄷ']|공레가 룩공보다 오래가네 ㄷㄷㄷㄷㄷ
168|['혀', 'ㄱ', '주', 'ㄴ', '상', '오늘', '케이', 'ㄱ', '먹방', '하', '나요', '?']|혁준상 오늘 케익 먹방 하나요?
169|['화면', '꽉', '차', 'ㄴ다']|화면 꽉찬다
170|['혀', 'ㄱ', '주', 'ㄴ', '이', '어제', '술', '마이', '먹', '엇', '다구', '?']|혁준이 어제 술마이먹엇다구?
171|['기둥', '뒤', '유린', '이', '기']|기둥뒤 유린기
172|['혀', 'ㄱ', '주', 'ㄴ', '이', '안색', '이', 'ㅠ', 'ㅠ']|혁준이 안색이 ㅠㅠ
173|['얼굴색', '보', '아', 'ㅋㅋㅋ']|얼굴색봐 ㅋㅋㅋ
174|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '뭐', '하', '누']|공혁준 뭐하누
175|['혀', 'ㄱ', '주', '나', '해명', '하', '아라']|혁주나 해명해라
176|['왼쪽', '에', 'ㄴ', '왜', 'ㄴ', '트롤', '이', '있', '냐']|왼쪽엔 왠 트롤이 있냐
177|['오', '아', '피부', '빛', '보', '아', ';', ';']|와 피부빛봐;;
178|['혀', 'ㄱ', '주', 'ㄴ', '이', '낮', '빛', '이', ';', ';', ';', '시꺼멓', '네']|혁준이 낮빛이;;; 시꺼멓네
179|['혀', 'ㄱ', '주', 'ㄴ', '이', '얼굴', '왜', '초록색', '이', 'ㅁ', '?']|혁준이 얼굴 왜 초록색임?
180|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '조', 'ㅇ', '아리', '걷', '어', '이', '돼지', '야']|공혁준 종아리 걷어 이 돼지야
181|['어', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
182|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '피부', '왜', '저러', '냐', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|공혁준 피부 왜저러냐 ㅋㅋㅋㅋㅋㅋㅋㅋ
183|['거의', '면상', '이', '초록색', '이', 'ㄴ데']|거의 면상이 초록색인데
184|['혀', 'ㄱ', '주', 'ㄴ', '이', '점점', '흑색', '으로', '변하', '냐']|혁준이 점점 흑색으로 변하냐
185|['백', '혀', 'ㄱ', '주', 'ㄴ', '흑니아워']|백혁준 흑니아워
186|['근데', '혀', 'ㄱ', '주', 'ㄴ', '이', '트', '파', '아도', '갓', '다', '오', '앗', '는데', '부지런', '하', '아서', '보', '기', '좋', '네']|근데 혁준이 트파도 갓다왓는데 부지런해서 보기좋네
187|['혀', 'ㄱ', '주', 'ㄴ', '이', '얼굴빛', '넘', '아', 'ㄴㅈ', 'ㅗ', '아', '지', '엇', '는데']|혁준이 얼굴빛 넘 안조아졋는데
188|['뭐', '이', 'ㅁ', '이제', '시작', '하', '는', '거', '이', 'ㅁ', '?']|뭐임 이제 시작하는거임?
189|['되', '어', '랑', '이', '...']|돼랑이...
190|['새벽', '까지', '달리', 'ㄴ', '듯']|새벽까지 달린듯
191|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '유튜브', '조회', '수', '진짜', '많', '던데']|공혁준 유튜브 조회수 진짜 많던데
192|['혀', 'ㄱ', '주', 'ㄴ', '이', '어둠의 형상', '쓰', '었', '냐']|혁준이 어둠의 형상 썼냐
193|['혀', 'ㄱ', '주', '나', '아프', '아', '?']|혁주나 아파?
194|['혀', 'ㄱ', '주', 'ㄴ', '이', '얼굴색', '에바', '데', 'ㅋㅋㅋ']|혁준이 얼굴색 에바데 ㅋㅋㅋ
195|['증말', '잘생기', '었', '다', '들']|증말 잘생겼다들
196|['혀', 'ㄱ', '주', 'ㄴ', '이', '낯빛', '왜', '이러', '어']|혁준이 낯빛 왜이래
197|['얼굴빛', '왜', '저러', '어', '하', '아']|얼굴빛왜저래
198|['혀', 'ㄱ', '주', 'ㄴ', '이', '황달', '이야', '..', '?']|혁준이 황달이야..?
199|['그니', '까', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '유튜브', '조회', '수', '많', '음', 'ㅋㅋㅋ']|그니까 공혁준 유튜브 조회수 많음 ㅋㅋㅋ
200|['ㄱ', 'ㅗ', 'ㅇ', '튜브', '아야', '합', '튜브', '보다', '뷰높자나', 'ㅋㅋ']|공튜브 얍튜브보다 뷰높자나 ㅋㅋ
201|['월', '1600', '주', 'ㄴ', '을', '뛰어넘', '네']|월 1600준을 뛰어넘네
202|['편집자', '가', '맛있', '는', '거', 'ㄹ', 'ㅋㅋㅋㅋㅋ']|편집자가 맛있는걸 ㅋㅋㅋㅋㅋ
203|['반대', '아니', 'ㅁ', '..', '?']|반대아님..?
204|['편집자', '가', '맛나', 'ㄴ', '걸', '사', '주네', 'ㅋㅋㅋㅋㅋ']|편집자가 맛난걸사주네 ㅋㅋㅋㅋㅋ
205|['편집자', '가', '더', '잘', '벌', '나', '보', '아']|편집자가 더 잘버나봐
206|['썸', '네일', '이', '개', '사기', 'ㅇ']|썸네일이 개사깅
207|['편집자', '가', '맛나', 'ㄴ걸', 'ㅋㅋ', 'ㅋㅋ']|편집자가 맛난걸 ㅋㅋㅋㅋ
208|['혀', 'ㄱ', '주', 'ㄴ', '이', '트', 'ㄹ', '수', '들', '이', '뭐', '이', '라', '하', 'ㄹ까', '보', '아', '일부러', '얼굴', '황달', '화장', '하고', 'ㅇ', 'ㅗ', 'ㄴ', '것', '냐', '?']|혁준이 트수들이 뭐라할까봐 일부러 얼굴 황달화장하고온거냐?
209|['편집', '은', '돈', '이', '되', '어', 'ㄴ다']|편집은 돈이됀다
210|['편집자', '가', '더', '잘나가', 'ㅁ']|편집자가 더 잘나감
211|['빨리', '새해', 'ㅇ', 'ㅗ', '이', '면', '다시', '계약', '하', '아']|빨리 새해오면 다시 계약해
212|['아이', '이', '디', '비버', 'ㄴㄷ', 'ㅗ', '모르', '아', 'ㅋㅋㅋㅋㅋ']|아이디 비번도 몰라 ㅋㅋㅋㅋㅋ
213|['갸', 'ㅇ', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '광대', '임', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|걍 공혁준 광대임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
214|['나', '도', 'ㅇ', 'ㅗ', '나', '홀', '뽀찌좀', '주', '어야', '되', '는', '거', '아니', '냐']|나도 오나홀 뽀찌좀 줘야되는거 아니냐
215|['이', '베리', '코', '베', '요타', '가', '아야지']|이베리코 베요타 가야지
216|['ㅇ', 'ㅗ', 'ㅋㅋ']|오ㅋㅋ
217|['야까스', '코마', 'ㄴ', '남기', '어야지', '뭐', 'ㄴ', '청담동', '이야']|야까스 코만 남겨야지 뭔 청담동이야
218|['혀', 'ㄱ', '주', 'ㄴ', '이', '맛있', '는', '거', '사', '아', '주', 'ㄴ다면서', '호텔', '가', '냐', 'ㅋㅋㅋㅋㅋ']|혁준이 맛있는거 사준다면서 호텔가냐 ㅋㅋㅋㅋㅋ
219|['ㅇ', 'ㅗ', '마카', '세']|오마카세
220|['보', 'ㄴ', '앤', '브레드', '가자']|본앤브레드 가자
221|['방송', '을', '안', '하', '기', '니', 'ㄴ', '까', '따르', '아', '잡히', '지', 'ㄹㅇ']|방송을 안키닌까 따라 잡히지 ㄹㅇ
