|morphs|origin
0|['보', 'ㄱ', 'ㅗ', '싶', '다', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|보 고 싶 다 공 혁 준
1|['혀', 'ㄱ', '주', 'ㄴ', '이', '왜', '방송', '안', '하', '기', '냐']|혁준이 왜 방송안키냐
2|['부산', '에서', '서울', '올라오', 'ㄴ', '뒤', '뒷풀이', '달리', '었', '나', '?']|부산에서 서울 올라온뒤 뒷풀이 달렸나?
3|['이', '새끼', '방송', '언제', '하', '기', '냐', '.', '.']|이새끼 방송 언제키냐..
4|['아마', '뒷풀이', '씨', '게', '하', '고', '아지', 'ㄱㄷ', 'ㅗ', '작', 'ㅗ', '있', '는', '게', '아니', 'ㄹ', '까', '예상', '중']|아마 뒷풀이 씨게 하고 아직도 자고 있는게 아닐까 예상중
5|['오후', '키', 'ㄴ다고', '글', '싸지르', '었', '다', '확인', '바람']|오후 킨다고 글 싸질렀다 확인바람
6|['12', '시', '지나', '면', 'ㅇ', 'ㅗ', '후니', '까']|12시 지나면 오후니까
7|['보', '고', '싶', '시', '엉']|보고싶엉
8|['방송', '언제', '하', '기', '냐', '?']|방송언제키냐?
9|['혀', 'ㄱ', '주', 'ㄴ', '아']|혁준아
10|['혀', 'ㄱ', '주', 'ㄴ', '이', '언제', '오', '냐', '오후', '다', '되', '었', '는데']|혁준이 언제오냐 오후 다됐는데
11|['야', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|야 공혁준
12|['혀', 'ㄱ', '주', 'ㄴ', '상', '빨리', '켜', '는', '데스', '우', 'ㅇ']|혁준상 빨리 켜는 데스웅
13|['구독자', '한', '명', '이', '혀', 'ㄱ', '주', 'ㄴ', '이', '옆집', '살', '아서', '방송', '안', '하', '기', 'ㄹ', '때', '마다', '찾아가', '아서', '두루', '치', '기', '하', '아', '주', 'ㅁ', '좋', '겠', '다']|구독자 한명이 혁준이 옆집살아서 방송안킬때마다 찾아가서 두루치기 해줌 좋겠다
14|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|공혁준
15|['방송', '켜', '어']|방송켜
16|['오후', '이', '라고']|오후라고
17|['죄송', '하', 'ㄴ데', '제가', '알', '는', '오후', '와', '혀', 'ㄱ', '주', 'ㄴ', '이', '가', '알', '는', '오후', '가', '다르', 'ㄴ가요', '?']|죄송한데 제가 아는 오후와 혁준이가 아는 오후가 다른가요?
18|['혀', 'ㄱ', '주', 'ㄴ', '이', '가', '알', '는', '오후', '는', '파오후', '이', 'ㅂ니다']|혁준이가 아는 오후는 파오후입니다
19|['오후', '2', '시', '이', 'ㄴ데', '?']|오후 2시인데?
20|['방송', '하', '기', 'ㄴ다고', '하', '길래', '보', '아', '줄', '라', '하', '았', '더니']|방송킨다고 하길래 봐줄랬더니
21|['조', 'ㅇ', '아리', '또', '걷', '어야', '하', '겠', '네', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|종아리 또 걷어야겠네 공혁준
22|['너무나', '그립', '읍니다', '혀', 'ㄱ', '주', 'ㄴ', '상']|너무나 그립읍니다 혁준상
23|['꾸엑', '꾸', '에', '에', '에', 'ㄱ']|꾸엑 꾸에에엑
24|['혀', 'ㄱ', '주', 'ㄴ', '방송', '켜', '라']|혁준 방송켜라
25|['항복', '하', '아', '!', '!!!']|항복해!!!!
26|['지', '기', '싫', '어', '하', 'ㅇㅂ', 'ㅗ', '캐', '!!!']|지기싫어 항보캐!!!
