|morphs|origin
0|['ㅇ', 'ㅗ', 'ㅇ', 'ㅗ']|오오
1|['쟈', '오', '느라', 'ㄹ', '게임', '은']|쟈 오느랄 게임은
2|['아직', '아니야', '풍뎅이', '들', '아', '편집', '점', '안', '잡', '으시', '었', '어']|아직 아니야 풍뎅이들아 편집점 안잡으셨어
3|['저질', '~', '뭐', 'ㄴ', '드', '으', '~', '~', '~']|저질~뭔드으~~~
4|['유우', '우우', 'ㅇ', '우하']|유우우웅우하
5|['세', '가', '아']|세 가
6|['뚜', 'ㄴ', '!']|뚠!
7|['ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇㅇ', 'ㅗ', 'ㅇ', 'ㅇㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅗ', 'ㅇㅇ', 'ㅗ', 'ㅗ', 'ㅇ', 'ㅗ']|오오오오오ㅗ옹옹ㅇ오오오오오ㅗㅇ오ㅗ오
8|['세', '가', '아직', '안마', 'ㅇ', '하', '엇', '엇', '구나']|세가 아직 안망햇엇구나
9|['차', 'ㄱ', '서', 'ㄱ']|착석
10|['살짝', '제한', '있', '기', '는', '하', 'ㄴ데', '상관', '은', '어', 'ㅄ', '.', '.']|살짝 제한 있기는 한데 상관은 없..
11|['아니', '근대', '기무라 타쿠야', '얼굴', '확', '가', '았', '던디', '이', '어', 'ㅋㅋ']|아니 근대 기무라 타쿠야 얼굴 확 갔던디여 ㅋㅋ
12|['ㅇ', 'ㅠ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', '하']|유ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ하
13|['시', 'ㅇ', '가']|싱가
14|['ㅇ', 'ㅠ', 'ㅡㅡ', '하', '!']|유ㅡㅡ하!
15|['자', 'ㅇ', 'ㅗ', '늘', '랄', '게임', '은', '~']|자 오느랄게임은~
16|['ㅇ', 'ㅠ', 'ㅡㅡ', 'ㅡㅡ', '하']|유ㅡㅡㅡㅡ하
17|['자', '오늘', '하', 'ㄹ', '게이', '므', 'ㄴ']|자 오늘할게이믄
18|['키', '무', '이', '라', '타구', '야']|키무라 타구야
19|['ㅇ', 'ㅗ', '분위기', '있', '어']|오 분위기 있어
20|['ㅇ', 'ㅠ', '--', '하']|유--하
21|['기', '무타', '쿠', '옛날', '에', 'ㄴ', '잘', '생', '이', '었', '는데']|기무타쿠 옛날엔 잘생이었는데
22|['ㅇ', 'ㅠ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', '하']|유ㅡㅡㅡㅡㅡㅡㅡㅡ하
23|['ㅇ', 'ㅗ']|오
24|['담배', '이', '면', '딱지', '붙', '는데']|담배면 딱지 붙는데
25|['길', '빠', 'ㅇ', 'ㄷㄷㄷ']|길빵 ㄷㄷㄷ
26|['이', '겜에', '오레', 'ㄴ', 'ㅗ', '고레', '무', '타이가', '!', '있', '나요', '?']|이 겜에 오레노 고레무 타이가! 있나요?
27|['유후', 'ㅇ', '하하하']|유훙하하하
28|['기무', '라사', 'ㅇ', '!!']|기무라상!!
29|['실험실', '에서', '누구', '가', '장난치', '냐']|실험실에서 누가 장난치냐
30|['오늘', '하', 'ㄹ께', '이', 'ㅁ', '은', '~']|오늘할께임은~
31|['호', 'ㅇ', 'ㅗ']|호오
32|['키', '무', '이', '라', '영', '타', '쿠']|키무라 영타쿠
33|['늙', '어', '따', '아']|늙어따
34|['형', '이것', '실화', '에', '이', '어', '?']|형 이거 실화에여?
35|['12월 13일', '12', '시', '5부', 'ㄴ', '시', '작', '합니다', '요']|12월 13일 12시5분 시작합니다요
36|['ㅇ', 'ㅠ', '~', '~', '~', '하']|유~~~하
37|['ㅇ', 'ㅠ', '----', '하']|유----하
38|['기무', '요', 'ㄴ', '태상']|기무욘태상
39|['자', '차', 'ㄱ', '서', 'ㄱ']|자 착석
40|['오늘', '하', 'ㄹ', '게임', '은', '~', '법과', '같이']|오늘 할 게임은~ 법과같이
41|['ㅇ', 'ㅠ', '류', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅠ', '유하']|유류유유유유유유유유하
42|['잘생기', '었', '네']|잘생겼네
43|['아', '공부', '하', '아야', '하', '는데', 'ㅠ', 'ㅠ', '보', '아야', '하', '겠', '고']|아 공부해야하는데 ㅠㅠ 봐야겠고
44|['유투브', '친구', '들', '아', '안', '뇨', 'ㅇ', '!!!']|유투브 친구들아 안뇽!!!
45|['늙', '으면', '다', '가게', '되', '어', '있', '어', '이', '어']|늙으면 다 가게돼있어여
46|['ㅇ', 'ㅠ', '투', '부', '친구', '들', '안녕', '~', '~']|유투부 친구들 안녕~~
47|['키', '무', '요', 'ㄴ', '태상', '#']|키무욘태상#
48|['ㅇ', 'ㅠ', 'ㅡ', '하']|유 ㅡ 하
49|['ㅇ', 'ㅠ', '우우', '우하']|유우우우하
50|['ㅇ', 'ㅠ', '우하', '아', 'ㅇ', 'ㅠ', '우', '하', '아']|유우하아유우하아
51|['풍', '무', '이', '라', '덕', '후', '야']|풍무라 덕후야
52|['고고스', 'ㄹ']|고고슬
53|['키', '무', '이', '라', '영태', '쿤']|키무라 영태쿤
54|['기대', '되', '어', 'ㅋㅋㅋ']|기대돼 ㅋㅋㅋ
55|['ㅇ', 'ㅠ', 'ㅇ', '하', 'ㅇ']|융항
56|['멀', '지', '왜', '또', '체험', '판', '이', '야', '?', '?', '?']|머지 왜 또 체험판이야???
57|['법', '과', '가', '티', 'ㅇ']|법과 가팅
58|['키', '무', '요', 'ㄴ', '태', '쿤', '#']|키무욘태쿤#
59|['ㅇ', 'ㅠ', '류', 'ㅇ', 'ㅠ', 'ㅇ', 'ㅠ', '휴', 'ㄴ', 'ㅠ', 'ㅠ', '유륜', 'ㅠ', 'ㅇ', 'ㅠ', 'ㅠ', '류', 'ㅠ', 'ㄴ', 'ㅠ', 'ㅇ', 'ㅠ', '휴', 'ㅇ', 'ㅠ', '류', 'ㅠ', 'ㄹ', '하']|유류유유휴뉴ㅠ유류뉴유ㅠ류ㅠ뉴유휴유류ㅠㄹ하
60|['으', 'ㄲ', '하']|윾하
61|['잘', '생기', '어서']|잘생겨서
62|['키', '무', '요', 'ㄴ', '태', '쿤', '~']|키무욘태쿤~
63|['오', '아', '기무라']|와 기무라
64|['풍', '형', '기', '무라타', '쿠', '야', '누구', 'ㄴ', '지아', '세', '요', '?']|풍형 기무라타쿠야 누군지아세요 ?
65|['세계관', 'ㄱ', 'ㅗ', 'ㅇㅇ', 'ㅠ']|세계관 공유
66|['키', 'ㅇ', '무', '이', '라', '갓', '쿠', '야']|킹무라 갓쿠야
67|['유루유리', 'ㅇ', 'ㅠ', '루', '울', 'ㅠ', '하']|유루유리 유루우류하
68|['키', '무', '라', '요', 'ㄴ', '태상']|키무라욘태상
69|['네', 'ㅇ']|넹
70|['정식', '이', '나오', '아']|정식이 나와
71|['오', '아', '!', '키', 'ㄹ', 'ㅠ', '짱', '!']|와! 키류짱!
72|['티', 'ㅇ']|팅
73|['오호', '세계관', 'ㄱ', 'ㅗ', 'ㅇㅇ', 'ㅠ', '이', '라니']|오호 세계관 공유라니
74|['설마', '끝', '까지', '깨', '어야', '연계', '되', '는', '거', '아냐', '?']|설마 끝까지 깨야 연계되는거 아냐?
75|['그럼', '키', 'ㄹ', 'ㅠ', '도', '나오', '나', '?']|그럼 키류도 나오나?
76|['오', '아', '잘생기', 'ㄴ', '키', 'ㄹ', 'ㅠ', '!']|와 잘생긴 키류 !
77|['키', 'ㄹ', 'ㅠ', '~', '짱']|키류~짱
78|['이', '시작', '화면', '만', '보', '아도', '용', '과', '같이', '스타일', '이다']|이 시작화면만 봐도 용과 같이 스타일이다
79|['ㅇ', 'ㅠ', '하', '아']|유하아
80|['세계관', '은', '같', '은데', '용', '과', '같이', '캐릭터', '는', '안', '나오', 'ㅁ']|세계관은 같은데 용과같이 캐릭터는 안나옴
81|['말', '지', '말', '아', '나오', '나요', '?']|마지마 나오나요?
82|['사', '-', '-----', 'ㄱ', 'ㅗ', 'ㄹ']|사------골
83|['말', '지', '말', '아', '나와쓰염ㄴ']|마지마 나와쓰염ㄴ
84|['말', '지', '말', '아', '형님', '도', '내오', '나요']|마지마 형님도 내오나요
