|morphs|origin
0|['배가', '크', 'ㄴ', '배후', '세력']|배가큰 배후세력
1|['원반', '이', '나타나', '았', '따', '!!!', '!!']|원반이 나타났따!!!!!
2|['형', '은', '얼마나', '사기', '이', 'ㄴ', '총', '을', '주', '어야', '만족', '하', '는', '거', '야', '?', '?']|형은 얼마나 사기인 총을 줘야 만족하는거야??
3|['플라즈마', '쓰', '어', '주', '어', '재발', 'ㅠ', 'ㅠ']|플라즈마 써줘 재발 ㅠㅠ
4|['아까', '보다', 'ㄴ', '훨씬', '잘', '잡', '는', '듯']|아까보단 훨씬 잘 잡는듯
5|['원반', '이', '나타나', '앗', '다']|원반이 나타낫다
6|['뽈', 'ㅗ', '로럴', 'ㅗ', 'ㄹ', '러', '어', 'ㅇ']|뽀로로러롤러엉
7|['형님', '샷', '거', 'ㄴ', '을', '중거리', '에서', '쏘', '시', '니까', '효과', '가', '...']|형님 샷건을 중거리에서 쏘시니까 효과가...
8|['원', '바니', '나타나', '아', '따', '아', '!']|원바니 나타나따!
9|['숙제', '가', '너무', '말', '나', '!']|숙제가 너무마나!
10|['오', '아']|와
11|['이것', '그', '벌레', '잡', '는', '게임', '이랑', '비슷', '하', '네']|이거 그 벌레 잡는 게임이랑 비슷하네
12|['아까', '보다', 'ㄴ', '잘', '처리', '하', 'ㄴ듯']|아까보단 잘 처리한듯
13|['오', '아', '원반', '에서', '나오', '는', '거', '보', '아']|와 원반에서 나오는거봐
14|['오', '아', '너무', '만', 'ㅇㅎ', '슬', 'ㄴ데', 'ㅋ']|와 너무만ㅇㅎ슨데 ㅋ
15|['원', '빠', 'ㄴ', '이', '나타', '카', '다']|원빤이나타카다
16|['시민', '들', '이', '위험', '하', 'ㄴ', '게', '아니', '라', '다', '죽', '었', '겠', '다']|시민들이 위험한게 아니라 다죽었겠다
17|['미니맵', '보', '아', 'ㄷㄷ']|미니맵봐 ㄷㄷ
18|['끼', '아야', '하', '아']|끼야아
19|['말', '자', '쓰', '어']|마자써
20|['시민', '들', '위험', '하', 'ㄹ까', '보', '아', '정리', '하', '았', '습니다']|시민들 위험할까봐 정리했습니다
21|['시민', '은', '이미', '다', '죽', '아서', '없', '구', '열', 'ㄴ']|시민은 이미다죽여서 없구연
22|['이것', '돈', '주', '고', '팔', '는', '거', '아니', '죠', '?']|이거 돈주고 파는거 아니죠?
23|['팀킬', '재', 'ㅁ']|팀킬잼
24|['죽', '어', '주', '러', 'ㅇ', 'ㅗ', 'ㄴ', '듯']|죽어주러 온듯
25|['위', 'ㅇ', '다이버', '다', '죽', '고', '있', '는', '거', '같', '은데']|윙다이버 다 죽고있는거같은데
26|['끄', '어', '어', 'ㄱ', '~', '흐어억~']|끄어억~ 흐어억~
27|['겁나', '아', '많', '네']|겁나 많네
28|['어디', 'ㄹ', '보', '아서', '테러리스트', '로', '보', '는', '거', '야', 'ㅋㅋ']|어딜봐서 테러리스트로 보는거야 ㅋㅋ
29|['좀', '날', '면서', '하', '아']|좀날면서해
30|['약하', 'ㄴ', '뇨', '속', '들']|약한 뇨속들
31|['형', '팀킬', '되', '는', '거', 'ㄴ', '아시죠?ㅋㅋㅋ']|형 팀킬되는건 아시죠?ㅋㅋㅋ
32|['여군', '목소리', '는', '왜', '저러', '어', '하', '아']|여군 목소리는 왜저래
33|['오또케스트라엿던', '거', '이', 'ㅁ']|오또케스트라엿던 거임
34|['다', '두', 'ㄱ', '는', '다']|다 둑는다
35|['개', '판', '오부', 'ㄴ', '전']|개판오분전
36|['매', '업', '보', '아', 'ㅋㅋ']|맵봐 ㅋㅋ
37|['그래도', '엉덩이', '는', 'ㄱ', 'ㅗ', 'ㅇ', '들', '이', 'ㄴ', '것', '같', '다']|그래도 엉덩이는 공들인것 같다
38|['이것', '팀킬', '되', '는', '거', '이', '었', '음', '?']|이거 팀킬되는거였음?
39|['형', '날아다니', '어요']|형 날아다녀요
40|['위', 'ㅇ', '다이버', '하', '고', '안나', '는', '클라스']|윙다이버 하고 안나는 클라스
41|['스타더스트', '쓰', '어', '보', '죠']|스타더스트 써보죠
42|['난리', '나', '았', '네']|난리났네
43|['플스2', '아지', 'ㄱㄷ', 'ㅗ', '신', '작', '이', '나오', '아요', '?', '?']|플스2 아직도 신작이 나와요??
44|['형', '닭', '이', '야', '?', '?', '왜ㅔ', '날개', '놓아두', '고', '걷', '어', '다니', '어']|형 닭이야?? 왜ㅔ 날개 놔두고 걸어다녀
