|morphs|origin
0|['다시', '보기', '보니', '까', '오늘', '이랑', '내일', '휴', '바', 'ㅇ', '이', '네', 'ㅇ', 'ㅠ', 'ㅠ', '풍형으딨어여']|다시보기 보니까 오늘이랑 내일 휴방이넹ㅠㅠ 풍형으딨어여
1|['지금', '이사', '준비', '로', '바쁘', 'ㄹ', '꺼', 'ㄹ', '이', '어']|지금 이사준비로 바쁠껄여
2|['짐', '다', '옮기', '고', '짜장면', '에', '탕수육', '드', '식', 'ㅗ', '계시', 'ㄹ', '지도', '?']|짐다옮기고 짜장면에 탕수육드시고 계실지도?
3|['그럼', '주니어', '유치원', '옮기', '는', '것', 'ㄴ가', '?']|그럼 주니어 유치원 옮기는건가?
4|['친구', '들', '이랑', '새', 'ㅇ', '이별', '이', '네', 'ㅇ']|친구들이랑 생이별이넹
5|['이사', '?', '타워', '팰리스', '가', '았', '나', '?']|이사? 타워팰리스 갔나?
6|['대', '지', '내', 'ㅁ', '시']|대지냄시
7|['ㅇ', 'ㅗ', '~', '~', '~', '~', '~', '이', '!']|오~~~~~이!
8|['이사', '합니다', 'ㅇ']|이사합니당
9|['넵', '오늘', '내일', '이사', '하', '시', '어서', '쉬', '시', 'ㄴ', '대', '요']|넵 오늘내일 이사하셔서 쉬신대요
10|['그', 'ㄴ', '데님', '은', '여기', '왜', '잇', '어', '용']|근데님은 여기왜잇어용
11|['재', '방', '소', 'ㅇㅂ', 'ㅗ', '러', '왔어', '요', 'ㅎ']|재방송보러왔어요 ㅎ
12|['2', 'D', '후에', '만나', '기', '로', '하', '았', '어', '이', '어']|2D후에 만나기로 했어여
13|['방방', '방송', '소', 'ㅇ', '소', 'ㅇ']|방방방송송송
14|['어', 'ㅠ', '휴', '바', 'ㅇ']|어 ㅠ 휴방
15|['휴', '방', '이', 'ㄴ걸', '알', '지만']|휴방인걸 알지만
16|['오늘', '풍', '형', '쉬', '시', '나', '이', '어', '?', '?']|오늘 풍형 쉬시나여??
17|['오늘', '내일', '쉬', '는', '것', '로', '알', '고', '있', '어요']|오늘 내일 쉬는걸로 알고있어요
18|['대지', '휴', '바', 'ㅇ', 'ㅠ', 'ㅠ']|대지 휴방 ㅠㅠ
19|['오늘', '휴', '방', '하', 'ㄴ다는', '거', '이', 'ㅁ', '오늘', '내일', '휴', '방', '하', 'ㄴ다는', '거', '이', 'ㅁ', '?']|오늘 휴방한다는 거임 오늘 내일 휴방한다는 거임?
