|morphs|origin
0|['마리', '상점', '뭐', '이', 'ㅁ', '?', '?']|마리상점 뭐임??
1|['하스스톤', '그래픽', '개', '좋', '아', '지', '었', '네']|하스스톤 그래픽 개좋아졌네
2|['카', '테', 'ㄱ', 'ㅗ', '리나', '바꾸', '자', '애', '들', '낚', '아서', '들어오', 'ㅁ']|카테고리나 바꾸자 애들 낚여서 들어옴
3|['오늘', '도', '헤', 'ㄹ', '이다']|오늘도 헬이다
4|['오늘', '꺼', '빠', 'ㄱ', '세', '던데']|오늘꺼 빡세던데
5|['개', '빠', 'ㄱ', '음', 'ㅋㅋㅋ']|개빡음 ㅋㅋㅋ
6|['말', '아', '지', '어']|마져
7|['오늘', '꺼', '개', '헤', 'ㄹ', '임', 'ㅋㅋㅋ']|오늘꺼 개헬임 ㅋㅋㅋ
8|['로나', '우', 'ㄴ', '좌']|로나운좌
9|['오늘', '꺼', '진짜', '개', '헤', 'ㄹ', '임']|오늘꺼 진짜 개헬임
10|['말', '파', '10', '마리', '씩', '나오', 'ㅁ']|말파 10마리씩나옴
11|['오늘', '개', '빠', 'ㄱ', '침', 'ㄹㅇ']|오늘 개빡침 ㄹㅇ
12|['바뀌', 'ㄴ지', 'ㅇ', 'ㅗ', '랜디']|바뀐지 오랜디
13|['오늘', '빠', 'ㄱ', '셈']|오늘 빡셈
14|['오늘', '개', '헤', 'ㄹ', '임']|오늘 개헬임
15|['진짜', '죽이', '어', '버리', '고', '싶', '음']|진짜 죽여버리고 싶음
16|['오늘', '꺼', '바드', '워로드', '잇', '음', '하', 'ㄹ', '만', '하', 'ㅁ']|오늘꺼 바드 워로드 잇음 할만함
17|['카', '테', '고리', '바뀌', 'ㅁ']|카테고리 바뀜
18|['포', '션', '좀', '챙기', '어야', '대', 'ㅁ']|포션좀챙겨야댐
19|['동수', '칸', '개', '쉽', '게', '깨', 'ㅁ']|동수칸 개쉽게깸
20|['ㅇ', 'ㅗ', '나', '홀', '마스터', '로나', '우', 'ㄴ']|오나홀 마스터 로나운
21|['허수아비', '없', '으면', '헤', 'ㄹ', '임']|허수아비 없으면 헬임
22|['오늘', '거', 'ㄱ', 'ㅗ', 'ㅇ', '파', '앗', '으로', '원', '트', '하', '았', '는데']|오늘거 공팟으로 원트했는데
23|['디', 'ㄹ', '이', '빠', 'ㄱ', '셈']|딜이빡셈
24|['헬가', '는', '화염병', '아니', 'ㄱ', 'ㅗ', '천둥', '물약']|헬가는 화염병아니고 천둥물약
25|['디', 'ㄹ', '이', '부족', '하', '더라']|딜이 부족하더라
26|['쉽', 'ㄴ데', '님', '은', '죽', '을', '듯']|쉬운데 님은 죽을듯
27|['오늘', '이카', '1', '트', '하', '앗', '는데']|오늘이카 1트햇는데
28|['나', '도', 'ㅣ카', '3', '트', '하', '았', '는데', 'ㅋㅋ']|나도 ㅣ카 3트했는데 ㅋㅋ
29|['누구', 'ㄴ', '쫄', '잡', '아야', '하', 'ㄴ다']|누군 쫄잡아야한다
30|['이카', '오늘', '안', '어렵', 'ㄴ데']|이카 오늘 안어려운데
31|['저', '도', '2', '트', '하', 'ㅁ']|저도 2트함
32|['누구', '는', '피하', '면서', '디', 'ㄹ', '하', '아라']|누구는 피하면서 딜해라
33|['어렵', 'ㄴ', '거', 'ㄴ', '아니', 'ㄱ', 'ㅗ', '갸', 'ㅇ', '짜증', '남']|어려운건아니고 걍 짜증남
34|['이렇', '면서', '개', '오래', '함']|이러면서 개오래함
35|['오늘', '이카', '허수아비', '들', '고', '가', '면', '개', '쉽', 'ㅁ']|오늘이카 허수아비 들고가면 개쉬움
36|['어제', '동수', '칸', '시뮬레이션', '보니', '까', '아야', '합', '빌', '헌터', '는', '힘들겟던데', 'ㅋㅋ', '~', '~']|어제동수칸 시뮬레이션보니까 얍빌헌터는 힘들겟던데 ㅋㅋ~~
37|['김성태', '이', '면', '1', '트', '하', '지']|김성태면 1트하지
38|['데', '허', 'ㄴ', '있', '어서', '어렵', 'ㄹ', '듯']|데헌있어서 어려울듯
39|['이겜', '화염병', 'ㅈ망겜', '아니', '이', '었', '음', '?']|이겜 화염병 ㅈ망겜 아니였음?
40|['이카', '는', '공방', '으로', '가', '아야지']|이카는 공방으로 가야지
41|['오', '아', '똥성ㅌ태']|와 똥성ㅌ태
42|['짱', '증', '나', '는', '게', '어렵', 'ㄴ', '거', '야', '~']|짜ㅇ증나는게 어려운거야~
43|['이카', '에', '베템쓰는건', '자존심', '이', '허락', '하', '지', '않', '자', '나', ';']|이카에 베템쓰는건 자존심이 허락치 않자나;
44|['님', '들', '아', '아야', '합', '아야', '합', '레기', 'ㅇ', 'ㅗ', '로스', '의', '수염', '어디', '서', '보', 'ㄹ', '수', '있', '나요', '?', '?']|님들아 얍얍 레기오로스의 수염 어디서 볼수있나요??
45|['허수아비', '들', 'ㄹ', 'ㄱ', 'ㅗ', '가니', '까', '편', '하기', 'ㄴ', '하', '던데']|허수아비 들고가니까 편하긴 하던데
46|['오', '아', '데', '허', 'ㄴ', '디', 'ㄹ', '보', '아']|와 데헌 딜봐
47|['어제', '하', '았', '자', '나']|어제 했자나
48|['제발', '로', '아마', 'ㄴ', '해']|제발 로아만해
49|['성태', '님', '카', '테', 'ㄱ', 'ㅗ', '리좀']|성태님 카테고리좀
50|['잠깐', '안', '하', '았', '다고', '오래', '안', '하', 'ㄴ', '거', '같', '다고', '하', '네']|잠깐 안했다고 오래 안한거같다고하네
51|['수', '속성', '이', '뇌', '속성', '한테', '약하', '아', '이', '어']|수속성이 뇌속성한테 약해여
52|['그', '야', '나폴레옹', '으로', '하', '아서', '그렇', '지']|그야 나폴레옹으로 해서 그렇지
53|['하루', '에', '10', '시간', '하', '아야', '되', 'ㅁ']|하루에 10시간해야됨
54|['여러분', '데', '허', 'ㄴ', '너프', '당', '하', '면', '어차피', '접게되어있슴다']|여러분 데헌너프당하면 어차피 접게되어있슴다
55|['2500', '당', '하나', '이', '어']|2500당 하나여
56|['원래', '3', '천', '인가', '2500', '에', '하나', '아니', 'ㅁ', '?']|원래 3천인가 2500에 하나 아님?
57|['끌', '망', '쓰레기', 'ㄴ', '데']|끌망 쓰레긴데
58|['이', 'ㄴ', '양하', '셈']|인양하셈
59|['카', '테', '고리', '바꾸', '어']|카테고리 바꿔
60|['핫', '하', '기', 'ㄴ', '그냥', '쓰레기', '야']|핫하긴 그냥 쓰레기야
61|['오', '아', '채팅', '속도', '죽', '은', '거', '보', '아']|와 채팅 속도 죽은거봐
62|['요새', 'ㄴ', '이', 'ㄴ', '양이', '대세', '야']|요샌 인양이 대세야
63|['이', 'ㄴ', '양이', '나', '잠수', '하', '아야지']|인양이나 잠수해야지
64|['그것', '다', '개', '소리']|그거 다 개소리
65|['그것', '개', '구라', '야']|그거 개구라야
66|['끌', 'ㄹ', '마유', '씹', '어', '푸', '이', 'ㅁ']|끌마유씹어푸임
67|['백', '어택', '안', '터지', '어서', '개', '구려', '요']|백어택 안터져서 개구려요
68|['기', '에', '나', '주화', '좀', '있', '으시', '면', '이', 'ㄴ', '양하', '실', '?']|기에나 주화좀 있으시면 인양하실?
69|['별로', '이', 'ㅁ']|별로임
70|['안주', 'ㄱ', '기', 'ㄴ', '하', '지']|안죽긴 하지
71|['스레기', '아니', 'ㅁ', '?', 'ㅋㅋ']|스레기 아님? ㅋㅋ
72|['님', '은', '하', '아도', '죽음']|님은 해도 죽음
73|['샷', '거', 'ㄴ', '으로', '안', '뒤지', '고', '디', 'ㄹ', '넣', '으면', '되', '죠']|샷건으로 안뒤지고 딜 넣으면 되죠
74|['디', 'ㄹ', '넣', '기', '편', '하다', '=', '개', '구', '짐']|딜넣기 편하다 = 개구짐
75|['4', '티어', '레이드', '끝나', '면', '접', '을', '듯', '조', 'ㄴ', '버', '하', 'ㅂ시다']|4티어 레이드 끝나면 접을듯 존버합시다
76|['직접', '찍', '어', '보', '시', '어요', ';']|직접 찍어보세요;
77|['그렇', 'ㄹ', '거', '이', '면', '데', '허', 'ㄴ', '왜', '하', '냐', 'ㅋㅋ']|그럴거면 데헌 왜하냐 ㅋㅋ
78|['그것', '씹', '개', '소리', '임']|그거 씹개소리임
79|['그렇', 'ㄹ', '빠', '에', '호크', '데려가', 'ㅁ']|그럴빠에 호크데려감
80|['님', '도', '딜로', '드', '유행', '시키', 'ㄴ', '것', '처럼', '선구자', '하', '셈']|님도 딜로드 유행시킨것처럼 선구자하셈
81|['십', '구데기', '이', 'ㅁ']|십구데기임
82|['딜로', '드가', '더', '쎄', 'ㄴ', '거', '아냐']|딜로드가 더 쎈거아냐
83|['샷', '거', 'ㄴ', '못쓰', '는', '애', '들', '이', '합리', '화', '하', '는', '거', '이', 'ㅁ']|샷건 못쓰는 애들이 합리화하는거임
