|morphs|origin
0|['근데', 'ㄱ', 'ㅗ', 'ㅇ', '크', '넣', '을', '자리', '없', '음']|근데 공크 넣을자리 없음
1|['신', '카드', '단', '1', '자', 'ㅇ', '~', '!']|신카드 단1장~!
2|['확장팩', '카드', '진짜', '저것', '하나', '야', '?']|확장팩카드 진짜 저거 하나야?
3|['근데', '웃기', 'ㄴ', '거', 'ㄴ', '주술사', '아직', '멀', 'ㄴ', '데', 'ㄱ', '인지', '모름']|근데 웃긴건 주술사 아직 먼덱인지모름
4|['본체', '얼', '엇', '을', '때', '죽', '기', '쓰', '며', 'ㄴ', '개', '꿀']|본체얼엇을때 죽기쓰면개꿀
5|['이아', 'ㄱ', '물', 'ㄱ', 'ㅗ', '하', 'ㄱ', '카르', '쓰', '려', '하', '네', 'ㄹㅇ']|이악물고 학카르 쓰려하네 ㄹㅇ
6|['역겹', '어']|역겨워
7|['개', '역겹', 'ㅁ']|개역겨움
8|['사실', '모르', '아도', '되', 'ㅁ', 'ㅋㅋㅋ', '자기', '하', 'ㄹ', '일', '만', '하', '면', '되', 'ㅁ']|사실 몰라도 됨 ㅋㅋㅋ 자기 할일만 하면 됨
9|['말리', '이', 'ㄴ가', '.', '.', '토', '그', '왜', '글', '이', 'ㄴ가', '.', '.']|말리인가..토그왜글인가..
10|['그', '게', '맞', '따', '아']|그게 맞따
11|['토', '자', 'ㄹ', '리나', '라고', '생각', '하', 'ㅁ', 'ㄹㅇ']|토잘리나라고 생각함 ㄹㅇ
12|['아', '모르', 'ㄴ', '지', 'ㄱ', '다', 'ㅇ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|아모른직다 ㅇㅋㅋㅋㅋㅋㅋㅋㅋ
13|['그저', '노루', '하', 'ㄹ', '뿐']|그저 노루할뿐
14|['자기', '수', 'ㄱ', '제주', 'ㅇ', 'ㅋㅋ']|자기 숙제중 ㅋㅋ
15|['서로', '자기', '하', 'ㄹ', '것', '만해', '극혐']|서로 자기할것만해 극혐
16|['팩트', ')', '두억시니', '이', '라서', '지도', '모르', '아도', '되', 'ㅁ']|팩트)두억시니라서 지도 몰라도 됨
17|['하', 'ㄱ', '카르', '내', '자', '이번', '터', 'ㄴ', '에']|학카르 내자 이번턴에
18|['서로', '시발', '벽', '데', 'ㄱ', '이야', 'ㅋㅋ']|서로 시발벽덱이야 ㅋㅋ
19|['둘', '다', '벽', '데', 'ㄱ', '중']|둘다 벽덱중
20|['ㄹㅇ', '벽', '데', 'ㄱ', 'ㅋㅋ']|ㄹㅇ 벽덱 ㅋㅋ
21|['아', '모르', 'ㄴ', '지', 'ㄱ', '다', '드', '누']|아모른직다 드누
22|['서로', '자기', '하', 'ㄹ', '것', '만', '하', '는', '중', '개', '극혐']|서로 자기할것만하는중 개극혐
23|['둘', '다', '벽', '데', 'ㄱ', '화']|둘다 벽덱화
24|['근데', '알', '아도', '할거', '만', '하', '잖아요', '두어', 'ㄱ', '은']|근데 알아도 할거만 하잖아요 두억은
25|['둘', '리', '개', '역겹', 'ㅁ']|둘리 개역겨움
26|['서로', '수', 'ㄱ', '제주', 'ㅇ']|서로 숙제중
27|['서로', '벽보', 'ㄱ', 'ㅗ', '카드', '던지', '는', '망겜']|서로 벽보고 카드던지는 망겜
28|['그저', '노루', '하', 'ㄹ', '뿐']|그저 노루할 뿐
29|['서로', '벽보', 'ㄱ', 'ㅗ', '게임', '하', 'ㅁ', 'ㅋㅋ']|서로 벽보고 게임함 ㅋㅋ
30|['근데', '그것', '밖', '에', '하', 'ㄹ', '것', '도', '없', '음']|근데 그거 밖에 할것도 없음
31|['둘', '다', '서로', '지', '하', 'ㄹ', '거만', '하', 'ㅁ', 'ㅋㅋㅋ']|둘다 서로 지할거만함 ㅋㅋㅋ
32|['모르', '아서', '일단', '계속', '하', '는', '스랄']|몰라서 일단 계속하는 스랄
33|['담', '터', 'ㄴ', '에', '토', '그', '자연화', '자연화', '하면', '되', '자', '너']|담턴에 토그 자연화자연화하면 되자너
34|['ㄹㅇ', '수', 'ㄱ', '제주', 'ㅇ']|ㄹㅇ 숙제중
35|['벽', '데', 'ㄱ', '화', '되', '었', '다']|벽덱화 되었다
