|morphs|origin
0|['오', '아', '진짜', '켜', '엇', '네', 'ㄷㄷ']|와 진짜 켯네 ㄷㄷ
1|['쌈', '님', '...', '5', '시안', '에', '는', '오', '아', '주', '시', 'ㄹ', '거', '죠', '?', '믿', '고', '사무실', '에서', '조', 'ㄴ', '버', '합니다']|쌈님... 5시안에는 와주실거죠? 믿고 사무실에서 존버합니다
2|['언제', '치', '어', '오', '냐']|언제 쳐오냐
3|['루', 'ㄱ', '하']|룩하
4|['오', '아', '이', '걸', '하', '기', '네', 'ㄷㄷ']|와 이걸키네 ㄷㄷ
5|['루', 'ㄱ', '우', '스']|룩 우 스
6|['오', '아']|와
7|['왜', '하', '게', '성실', '하', '아']|왜케 성실해
8|['오', '아', '머', '야']|와 머야
9|['진짜', '켜', '었', '네', ';']|진짜 켰네;
10|['오', '아', '루', 'ㄱ', '삼', '맞', '아', '?']|와 룩삼 맞아?
11|['오', '아', '!', '루', 'ㄱ', '하', '!']|와! 룩하!
12|['성실', '하', 'ㅁ', '의', '머', '띠', 'ㅇ', '사', '루', 'ㄱ', '삼']|성실함의 머띵사 룩삼
13|['신', '박하', 'ㄴ', '데', 'ㄱ', '가져오', '시', '었', '겠', '죠', '?']|신박한 덱 가져오셨겠죠?
14|['내일', '은', '해', '가', '서쪽', '에서', '뜨', 'ㄴ답니다']|내일은 해가 서쪽에서 뜬답니다
15|['루', 'ㄱ', '삼', '님', '지금', '꿀잼', '데', 'ㄱ', '개', '많', '아요']|룩삼님 지금 꿀잼덱 개많아요
16|['루', 'ㄱ', '하', '!']|룩하!
17|['오', '아', '루', 'ㄱ', '하', '!']|와 룩하!
18|['왤케', '빨리', '오', 'ㅁ']|왤케 빨리옴
19|['아', '루', 'ㄱ', '하']|아 룩하
20|['약속', '지키', '었', '고', '만']|약속 지켰고만
21|['진짜', '켜', '었', '네']|진짜 켰네
22|['아아', '루', 'ㄱ', '하']|아아 룩하
23|['뭐', '이', 'ㅁ', '?']|뭐임?
24|['오', '았', '냐']|왔냐
25|['왜', 'ㄴ', '일', 'ㅗ', '지각', '을', '알', 'ㄴ', '하내']|왠이로 지각을 안하내
26|['오', '아', '형']|와 형
27|['플', 'ㅗ', '는', '다르', '다', 'ㄷㄷ']|프로는 다르다 ㄷㄷ
28|['미치', '시', '었', '군요']|미치셨군요
29|['왜', 'ㄴ', '일', '이', '야', '?']|왠일이야?
30|['이거', 'ㄹ', '지키', '네']|이걸 지키네
31|['이거', 'ㄹ', '키', '네']|이걸 키네
32|['왜', '지', '각', '안', '하', '아', 'ㅡㅡ']|왜 지각안해 ㅡㅡ
33|['ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', '옷', '!!', '젠', '장', '믿', '었', '다고', '!', '!']|오오오오옷!!젠장 믿었다고!!
34|['조', 'ㄴ', '버', '는', '승리', '하', 'ㄴ다', '!', '!!!']|존버는 승리한다!!!!
35|['억시', '플', 'ㅗ']|억시 프로
36|['얼', '니', '왜', '5', '시야', '?']|어니 왜 5시야?
37|['플', 'ㅗ', '루', 'ㄱ', '삼은', '다르', '다']|프로 룩삼은 다르다
