|morphs|origin
0|['한국인', '만', '있', '는', '거', '아니', '이', '었', '나']|한국인만 있는거 아니였나
1|['이것', '개발', '은', '어느', '나라', '에서', '한', '거', '이', 'ㅁ']|이거 개발은 어느나라에서 한거임
2|['미니맵', '에', '파밍', '안', '되', 'ㄴ', '템', '다', '보이', '니까', '맵', '을', '많이', '보', '시', '어요']|미니맵에 파밍 안된 템 다보이니까 맵을 많이보세요
3|['겜재밋게', '하', '는', '친구', '랑', '하', '면', '재미', 'ㅅㄱ', 'ㅗ', '아니', '면', '십', '노잼']|겜재밋게 하는 친구랑 하면 재밋고 아니면 십노잼
4|['아야', '합', '아야', '합', '루', 'ㄱ', '삼', '이해', '서', '재밌', '어', '보이', '지', '막상', '하', '면', '그렇', 'ㄹ', '듯']|얍얍 룩삼이해서 재밌어보이지 막상하면 그럴듯
5|['와우', '같', '네', '재밌', '어', '보이', 'ㄴ다']|와우 같네 재밌어 보인다
6|['음성', '채팅', '이어', 'ㅄ', '따']|음성채팅이없따
7|['서비스', '만', '하', '는', '거', '이', 'ㅁ']|서비스만하는거임
8|['친구', '없', '는', '트', 'ㄹ', '수', '들', '을', '누구', '랑', '듀오', '하나', '.', '.']|친구없는 트수들을 누구랑 듀오하나..
9|['아', '뭔겜이', '생각나', 'ㄴ다', '하', '았', '더니', '워크', '유즈', '매', '업', '있', '었', '는데', '이름', '을', '까먹', '었', '네']|아 뭔겜이 생각난다 했더니 워크 유즈맵 있었는데 이름을 까먹었네
10|['로', '아', '보다', 'ㄴ', '보', 'ㄹ', '만', '하', 'ㅁ']|로아보단 볼만함
11|['하', '습', 'ㅗ', '이', '고', '싶', '다']|하스보고싶다
12|['폰트', '에바', 'ㄴ', '데']|폰트에반데
13|['오류', '나서', '어', '흰', '글씨', '안', '나오', 'ㅁ']|오류나서 흰글씨 안나옴
14|['저', '정도', '이', '면', '싸우', 'ㄹ', '만', '하', '지']|저정도면싸울만하지
15|['ㄹㅇ', '외국겜', '한글', '구글', '번', '역기', '돌리', '어서', '나오', '는', '폰트']|ㄹㅇ 외국겜 한글 구글번역기 돌려서 나오는 폰트
16|['폰트', '왜', '저러', 'ㅁ', '?']|폰트 왜저럼?
17|['아니', '니', '가', '지키', '어', '주', '면서', '빼', '아야지']|아니 니가 지켜주면서 빼야지
18|['2', '랩', '차', 'ㄴ데', '?']|2랩찬데?
19|['빼', '는', '순간', '패배', '인정', '이', 'ㅁ']|빼는순간 패배인정임
20|['2', '랩', '차', 'ㄴ데', '하', 'ㄹ', '만', '하', 'ㄴ데']|2랩찬데 할만한데
21|['조지', '었', '는데', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|조졌는데 ㅋㅋㅋㅋㅋㅋㅋㅋ
22|['이거', 'ㄹ']|이걸
23|['아야', '합', '아야', '합', '사마', 'ㅇ']|얍얍사망
24|['루', 'ㄱ', '삼', '급발진', '오지', '네']|룩삼 급발진 오지네
25|['아야', '합', '바']|얍바
26|['하', 'ㄹ', '만', '하', '었', '는데', 'ㅋㅋ']|할만했는데 ㅋㅋ
27|['이거', 'ㄹ', '손', '절', '을', 'ㅋㅋ', 'ㅋㅋ']|이걸 손절을 ㅋㅋㅋㅋ
28|['소', '느', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', 'ㅡㅡ', '절']|손ㅡㅡㅡㅡㅡㅡㅡㅡㅡ절
29|['님', '이제', '숙제', '끌', 'ㄹ', '시간', '이', 'ㄴ', '데', '염']|님 이제 숙제끌시간인데염
30|['렙좀', '보', '고', '싸우', '어', '제발']|렙좀 보고 싸워 제발
31|['2', '랩', '차', 'ㄴ데', '갸', 'ㅇ', '싸우', '지']|2랩찬데 걍싸우지
32|['조지', '었', '네', 'ㅋㅋㅋ']|조졌네 ㅋㅋㅋ
33|['얘', '패션', '왜', '이렇', '어']|얘 패션 왜 이래
34|['부활', '존', '갑', 'ㅗ', '자']|부활존가보자
35|['저격', '러', '이', '구나', 'ㅋㅋㅋ']|저격러구나 ㅋㅋㅋ
36|['소', '느', 'ㅡㅡ', '절']|손ㅡㅡㅡ절
37|['부활', '시키', '어']|부활시켜
38|['비', '빌마', 'ㄴ', '했구ㅜ만']|비빌만 했구ㅜ만
39|['살리', '어', '지', '나']|살려지나
