|morphs|origin
0|['맞', '말', 'ㄹ']|맞말
1|['순산', '하', '시', '어요']|순산하세요
2|['하스', '인기', '가', '떨어지', 'ㄴ', '거도', '있', '지']|하스 인기가 떨어진거도 있지
3|['임신', '하', '아', '버리', '어']|임신 해버려
4|['그래서', '스트립', '하', '시', 'ㄴ다고요', '?']|그래서 스트립 하신다고요?
5|['임신', '공격', '은', '알', 'ㄴ', '돼지', ';', ';']|임신공격은 안돼지;;
6|['트', 'ㄹ', '수', '들', '은', '그', '공격', '못하', '아']|트수들은 그 공격 못해
7|['임신', '공격', '은', '안대', 'ㄴ', '다']|임신공격은 안댄다
8|['왜', 'ㅗㅜㅑ', '이', '어']|왜 ㅗㅜㅑ여
9|['발', '싸', '아', '!', '!', '임신', '공격', '!']|발싸!! 임신공격!
10|['따', '효', '이', '니', '임신', '하', 'ㅁ', '?']|따효니 임신함?
11|['임신', '에', 'ㅗㅜㅑ', '는', '선', '넘', '는', '거', 'ㄴ', '데']|임신에 ㅗㅜㅑ는 선넘는건데
12|['아', '...', '되', 'ㄴ다']|아... 된다
13|['스트리퍼', '임신', '공격', '싸', '았', '다', ';']|스트리퍼 임신공격 쌌다;
14|['임신', '공격', '하면', '안', '되', 'ㅁ']|임신공격하면 안됨
15|['임신', '공격', '은', '안', '되', 'ㄴ다']|임신공격은 안된다
16|['임신', '되', '아', '버리', '엇']|임신 되버렷
17|['으', '메이지', 'ㅇ']|으메이징
18|['오', '아']|와
19|['위', '즐', '배', 'ㅇ', '임', '?']|위즐뱅임?
20|['뭔', '데', 'ㄱ', '이야']|뭔덱이야
21|['오', '아', '상대']|와 상대
22|['저것', '위니', '임']|저거 위니임
23|['1', '티어', '데', 'ㄱ', '이구', '연', 'ㅅㄱ', '리', 'ㅇ']|1 티어 덱이구연 ㅅㄱ링
24|['위', '즐', '배', 'ㅇ']|위즐뱅
25|['오', '아', '!']|와!
26|['저것', '쓰', '네', '.', '.']|저거 쓰네..
27|['근데', '홀돚에', '모', '쉬', '오', '그', '쓰', 'ㄹ', '생각', '은', 'ㄹㅇ', '해보', 'ㅁ']|근데 홀돚에 모쉬오그 쓸생각은 ㄹㅇ 해봄
28|['오', '아', '!', '위니', '!']|와! 위니!
29|['ㅋㅋ', '이', '기']|ㅋㅋ기
30|['ㅋㅋ', 'ㅋㅋ', '저', '거', 'ㄴ', '뭐', '야']|ㅋㅋㅋㅋ저건뭐야
31|['상대', '플', 'ㅗ', '네']|상대 프로네
32|['오타', '가', '살', '벌', '하다', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|오타가 살벌하닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
33|['지', '었', '네']|졌네
34|['박쥐', '호', 'ㄴ', '위니', '이', 'ㄴ가', '?']|박쥐혼 위니인가?
35|['악', '흑', '이', '돌아오', '았', '다']|악흑이 돌아왔다
36|['오', '아', '저거', 'ㄹ', '쓰', '네']|와 저걸 쓰네
37|['나마', 'ㄴ', '의', '흑마', '...']|나만의 흑마...
38|['하', '게', 'ㄹ', '레아', 'ㄴ', '쓰', '는', '위니']|켈레안쓰는 위니
39|['레오', '너무', '크', '어', '이', '어', '베', 'ㄴ']|레오 너무 커여벤
40|['오', '아', '저거', 'ㄹ', '쓰', '어', '?']|와 저걸 써?
41|['ㅅㄱ', '리', 'ㅇ', 'ㅋㅋ']|ㅅㄱ링 ㅋㅋ
42|['저', '데', 'ㄱ', '1', '티어', '다']|저 덱 1티어다
43|['지', '엇', '는데']|졋는데
44|['위즈', '배', 'ㅇ', '이', '네']|위즈뱅이네
45|['나마', 'ㄴ', '의', '흑마']|나만의 흑마
46|['나마', 'ㄴ', '의', '흑마', '네']|나만의 흑마네
47|['악마', '흑마', '모름', '?', '굴', '단도', '씀', '개', '역겹', '다', '욕심', '데', 'ㄱ']|악마흑마 모름? 굴단도씀 개역겹다 욕심덱
48|['요즘', '위니', '버리', '기', '컨셉', '말', 'ㄱ', 'ㅗ', '저런', '컨셉', '도', '쓰', '더라']|요즘 위니 버리기컨셉 말고 저런컨셉도 쓰더라
49|['위즈', '배', 'ㅇ', '데', 'ㄱ', '아니', '냐']|위즈뱅덱 아니냐
50|['위즈', '배', 'ㅇ']|위즈뱅
51|['냥', '이', '기', '아야', '합', '다']|냥이 기얍다
52|['그만', '말', '하', '아']|그만 말해
53|['자', 'ㅇ', '문배', 'ㄴ']|장문밴
54|['돌', '네', '밀리', 'ㄴ', '거', '보', '아']|도네 밀린거 봐
55|['저것', 'ㄹㅇ']|저거 ㄹㅇ
56|['문제', '이', 'ㄴ', '?']|문제인?
57|['이제', '그만', '말', '하', '아']|이제 그만 말해
58|['찌', 'ㄴ']|찐
59|['근본', '데', 'ㄱ']|근본덱
60|['그만', '하', '아라', '찌', 'ㄴ']|그만 해라 찐
61|['그만', '하', '아']|그만해
62|['찌', 'ㄴ', ';', ';']|찐;;
63|['장문', '복', '배', 'ㄴ']|장문복 밴
