|morphs|origin
0|['눈', '돌아가', 'ㄴ다']|눈돌아간다
1|['눈', '돌아가', 'ㄴ다']|눈 돌아간다
2|['이건', '사', '아야', '하', '아']|이건 사야해
3|['블랙', '말랑', '카', '우', '오', '앗', '능가', '?']|블랙말랑카우 왓능가?
4|['보', '아', '보', '아', '또', '산다']|봐봐 또 산다
5|['오', '아', '혜자', '다', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|와 혜자다 ㅋㅋㅋㅋㅋㅋㅋㅋ
6|['키', 'ㅇ', '쿠', '아', '맨', 'ㄱ']|킹쿠아맨 ㄱ
7|['마약', '와', 'ㅇ', '노잼', '보', '지', '말', '아요']|마약왕 노잼 보지마요
8|['허', 'ㄱ']|헉
9|['이건', '사', '아야지']|이건사야지
10|['절대', '폭', '려', 'ㄹ', '하', '아']|절대 폭렬해
11|['오', '아', '90', '푸', '어', '!']|와 90퍼!
12|['그래서', '안', '살', '끄', '어야', '?']|그래서 안살꺼야 ?
13|['스킨', '안', '살', '는', '흑우', '없', '제', '?']|스킨 안사는 흑우없제?
14|['흑우', '오', '았', '는가']|흑우왔는가
15|['90', '플', 'ㅗ', '세일', ';']|90프로 세일;
16|['90', '푸', '어', 'DC']|90퍼 DC
17|['다', '살', '냐', '?']|다사냐?
18|['끼우', '어', '팔', '기', 'ㅋㅋ']|끼워팔기 ㅋㅋ
19|['끠어팔기', '역겹', 'ㅁ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|끠어팔기 역겨움 ㅋㅋㅋㅋㅋㅋ
20|['근데', '사', '아', '?']|근데 사?
21|['얘', '좀', '보', '아요']|얘좀봐요
22|['다', '사', '아', '버리', '어']|다 사버려
23|['스킨', 'ㄹㅇ', '사', '고', '싶', '어', '지', '어']|스킨 ㄹㅇ 사고싶어져
24|['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '다', '살', '냐']|ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 다사냐
25|['다', '사', '아야지']|다 사야지
26|['90', '플', 'ㅗ', '할인', '에바', 'ㄴ', '데']|90프로할인 에반데
27|['오', '아', '!', '상대', '적', '혜즈']|와! 상대적 혜즈
28|['흑우', '님', '입장', '하', '시', 'ㅂ니다', '부대', '차렷', '!!!']|흑우님 입장하십니다 부대 차렷!!!
29|['막', '지르', '는', '거', '보', '아']|막지르는거봐
30|['일단', '사', '고', '보', 'ㄴ다', 'ㄷ']|일단사고본다 ㄷ
31|['오', '아', '이', '게', '다', '얼마', '냐']|와 이게 다 얼마냐
32|['흑', '우', '등', '자', 'ㅇ']|흑 우 등 장
33|['않', '이', '또', '또', '사', '아', '?']|않이 또또사?
34|['이거', 'ㄹ', '살', '네']|이걸사네
35|['그냥', '누르', '어', '버리', '네', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|그냥 눌러버리네 ㅋㅋㅋㅋㅋㅋㅋㅋ
36|['눈치', '보내', '어', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|눈치보내 ㅋㅋㅋㅋㅋㅋ
37|['오', '아', '흑우']|와 흑우
38|['오늘', '돌', '네', '다', '쓰', '나요']|오늘 도네 다 쓰나요
39|['어', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|엌ㅋㅋㅋㅋㅋㅋㅋ
40|['안', '하', '아']|안해
41|['폭', '려', 'ㄹ', '도', '90', '%', '할인', '하', '아', '주', '었', '으면', '좋', '겠', '다']|폭렬도 90% 할인 해줬으면 좋겠다
42|['할거', '없', '대', '하', '지', '말', '아']|할거없대 하지마
43|['옆', '에', '말', '숙이', '잇', '는', '날', '은', '못하', '아']|옆에 말숙이잇는날은 못해
44|['일', '단', '사', 'ㄱ', 'ㅗ', '보', '아']|일 단 사 고 봐
45|['안', '하', '아', '돌아가', '아']|안해 돌아가
46|['키', 'ㅇ', '려', 'ㄹ', '돈', '이안', '되', '겠', '는데']|킹렬돈이안되겠는데
47|['얘', '좀', '보', '아', '!']|얘좀봐!
48|['대', '난전', '깨', '아야지']|대난전 깨야지
49|['완벽', '하', 'ㄴ', '미', 'ㄴ', 'ㅗ', '타', '우르르']|완벽한 미노타우르르
50|['LR트랭크스', '안', '하', '아', '?']|LR트랭크스 안해?
51|['효', '이', '니', '투기', '지', 'ㅇ', '몇', '승', '하', '았', '나요', '?', '?']|효니 투기징 몇승했나요??
52|['LR', '트랭크스', '재료', '모으', '아야지']|LR 트랭크스 재료 모아야지
53|['폭', '려', 'ㄹ', '할인', '하기', 'ㄴ', '하', '어요', '>', '?']|폭렬 할인하긴해요>?
54|['킹', '하', '지']|킹치
55|['벌써', '5', '만원', '쓰', '었', '네', 'ㅋㅋ']|벌써 5만원썼네 ㅋㅋ
56|['진짜', '쿠키런', '에서', '효', '이', '니', '에게', '뭐', '하', '아', '주', '어야', '하', 'ㄴ다']|진짜 쿠키런에서 효니에게 뭐 해줘야한다
57|['쿠키런', '사', '자마자', '6', '만원', '나가', 'ㅁ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|쿠키런 사자마자 6만원나감 ㅋㅋㅋㅋㅋㅋㅋㅋ
58|['절', '대', '폭', '려', 'ㄹ', '하', '아']|절 대 폭 렬 해
59|['이거', 'ㄹ', '살', '네', 'ㅋㅋ']|이걸사네 ㅋㅋ
60|['용서', 'ㄱㄷ', 'ㅗ', '쪼', 'ㅁ', '싸', '았', '으면', '좋', '겠', '다']|용석도 쫌 쌌으면 좋겠다
61|['대', '난전', '은', '안', '하', '아', '?']|대난전은 안해?
62|['데이트', '폭', '려', 'ㄹ', '남']|데이트 폭렬남
63|['폭', '려', 'ㄹ', '가챠', '가자ㅏㅏㅏㅏㅏㅏ']|폭렬 가챠 가자ㅏㅏㅏㅏㅏㅏ
64|['눈', '설탕', '맛', '은', '왜', 'ㅇ', '나사']|눈설탕맛은왱나사
65|['효', '이', '니', '엘', '트', '있', '음']|효니 엘트 있음
66|['데이트', '폭', '려', 'ㄹ']|데이트 폭렬
67|['눈치', '좀', '보', '아라']|눈치좀 봐라
68|['싫어하', 'ㄹ', '만해']|싫어할만해
69|['개', '싫어하', '아', 'ㅠ']|개싫어해 ㅠ
70|['데이트', '폭', '려', 'ㄹ', 'ㄷㄷ']|데이트 폭렬 ㄷㄷ
71|['폭', '려', 'ㄹ', '며칠', '만', '있', '으면', '히트', '다', '히트', '나오', 'ㅁ']|폭렬 며칠만 있으면 히트다 히트 나옴
72|['또', '사', 'ㄴ', '다']|또산다
73|['또', '살', '네', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|또 사네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
74|['데이트', '폭', '려', 'ㄹ', '남', 'ㄷㄷ']|데이트 폭렬남 ㄷㄷ
75|['신마', '타', 'ㅇ']|신마탕
76|['폭', '려', 'ㄹ', '혐오', 'ㅋㅋ']|폭렬혐오 ㅋㅋ
77|['아니', '들어가', 'ㄴ지', '3', '분', '이', 'ㄴ데', '10', '만원', '쓰', '냐', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|아니 들어간지 3분인데 10만원쓰냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
78|['싫어하', 'ㄹ', '만', '하기', 'ㄴ', '하', '아', '.', '...']|싫어할만하긴해....
79|['데이트', '폭', '려', 'ㄹ', '남', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|데이트 폭렬남 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
80|['대', '난전', '안', '깨', 'ㄹ', '거', '야', '?', '?', '?', '?', '?', '?', '?']|대난전 안깰거야???????
81|['무르', '매', 'ㄴ']|물ㅡ맨
82|['오', '아', '브금', '개커여워']|와 브금 개커여워
83|['데이트', '폭', '려', 'ㄹ']|데이트폭렬
84|['오', '아', '!', '단', '한번', '의', '기회', '!']|와! 단 한번의 기회!
85|['보헤미안', '랩소디', '보', '아']|보헤미안랩소디봐
86|['아쿠아맨', '은', '에바', 'ㄴ', '데']|아쿠아맨은 에반데
87|['키', 'ㅇ', '쿠', '아', '맨']|킹쿠아맨
88|['진짜', '흑우', '에디션', '이', '끝', '이어', 'ㅄ', '네', '끝', '이', '없어', 'ㅋㅋ', 'ㅋㅋ']|진짜 흑우에디션이 끝이없네 끝이없어 ㅋㅋㅋㅋ
89|['마', '탕', '나오', '았', '어요']|마탕 나왔어요
90|['아쿠아맨', '도', '재미없', '는', '거', '아니', 'ㅁ', '?']|아쿠아맨도 재미없는거아님?
91|['이건', '사', '아야지']|이건 사야지
92|['팩트', ')', '포', 'ㄱ', '려', 'ㄹ', '을', '싫어하', '는', '게', '아니', '라', '효', '이', '니', '가', '과', '과금', '하', '는', '거', 'ㄹ', '싫어하', 'ㄴ다']|팩트)폭렬을 싫어하는게 아니라 효니가 과과금하는걸 싫어한다
93|['다', '살', '네', 'ㅋㅋㅋ']|다 사네 ㅋㅋㅋ
94|['절', '대', '폭', '려', 'ㄹ', '하', '아', '!']|절 대 폭 렬 해!
95|['고마', '하', '아라']|고마해라
96|['어쩔', '수', '없어', '다', '지르', '어']|어쩔수없어 다질러
97|['키', '기', '만', '하', '아도', '10', '만원', '이', '사라지', '는', '게임', '이', '있', '다', '?', '?', '?']|키기만 해도 10만원이 사라지는 게임이 있다???
98|['미치', 'ㄴ', 'ㅋㅋㅋ']|미친 ㅋㅋㅋ
99|['오', '아', '얼마나', '살', '는', '겨']|와 얼마나사는겨
100|['지금', '저', '게', '1', '티어', '이', '라던데']|지금 저게 1티어라던데
101|['오', '아', '!', '흑우', '!']|와! 흑우!
102|['5', '만원', '후', 'ㄱ', '나가', '네', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|5만원 훅나가네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
103|['5부', 'ㄴ', '만', '에']|5분만에
104|['데이트', '폭', '려', 'ㄹ', '범', 'ㄷㄷ']|데이트폭렬범ㄷㄷ
105|['키', 'ㅇ', '쩔', '수어', 'ㅄ', '다']|킹쩔수없다
106|['안', '살', '수어', 'ㅄ', '네']|안살수없네
107|['오', '아', 'ㄷㄷ']|와 ㄷㄷ
108|['키', 'ㅇ', '쩔', '수', '없', '다']|킹쩔 수 없다
109|['키', 'ㅇ', '쩔', '수', '없어', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|킹쩔수없어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
110|['키', 'ㅇ', '가', '한정']|킹가한정
111|['키', 'ㅇ', '간', '한정']|킹간한정
112|['키', 'ㅇ', '간', '한', '정', 'ㅋㅋㅋ']|킹 간 한 정 ㅋㅋㅋ
113|['벌써', '얼', '마쓰', 'ㄴ', '거', '야']|벌써 얼마쓴거야
114|['키', 'ㅇ', '쩔', '수', '갓', '다', ';', ';']|킹쩔수 갓다 ;;
115|['흑우', '본능', '발도', 'ㅇ']|흑우 본능 발동
116|['흑우', '어', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|흑우 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
117|['견제', '들어오', 'ㄴ다']|견제들어온다
118|['데이트', '폭', '려', 'ㄹ', '생각', '하', '면', '이', '갈리', 'ㄹ', '만', '하', '지', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|데이트 폭렬 생각하면 이갈릴만 하지 ㅋㅋㅋㅋㅋㅋㅋㅋ
119|['또', '주', '어', '터지', '겠', '네']|또 줘터지겠네
120|['야', '이', '자시', 'ㄱ', '아', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|야이 자식아 ㅋㅋㅋㅋㅋㅋㅋㅋ
121|['얼', '마지르', 'ㄴ', '거', '야']|얼마지른거야
122|['미치', '었', '네', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|미쳤네 ㅋㅋㅋㅋㅋㅋ
123|['1', '분', '도', '안', '되', '어서', '얼마나', '지르', '는', '거', '야', 'ㅋㅋ', 'ㅋㅋ']|1분 도 안돼서 얼마나 지르는거야ㅋㅋㅋㅋ
124|['이건', '키', 'ㅇ', '쩔', '수', '갓', '어', ';', ';', '보', '아', '주', '어']|이건 킹쩔수 갓어;; 봐줘
125|['보헤미안', '레', 'ㅂㅅ', 'ㅗ', '디', '보', '시', '어요', 'dc', '스토리', '모르', '면', '재미', '없', '을', '테', 'ㄴ', '데']|보헤미안렙소디 보세요 dc 스토리모르면 재미 없을텐데
126|['다', '으', '당']|당ㅡ당
127|['돈', '얼마', '쓰', '엇', '냐', 'ㅋㅋ', 'ㅋㅋ']|돈얼마썻냐 ㅋㅋㅋㅋ
128|['따', '호구', '오', '시', '었', '구요']|따호구 오셨구요
129|['말', '수', 'ㄱ', '아', '떄려서', '라도', '말리', '어']|말숙아 떄려서 라도 말려
130|['오', '아', '쿠키런', '접속', '하', '는데', '만', '돈', '엄청', '들', '네', ';', ';']|와 쿠키런 접속하는데만 돈 엄청드네;;
