|morphs|origin
0|['나', 'ㄴ', '주', 'ㄱ', '태', 'ㄱ']|난죽택
1|['압', '살', 'ㄹ']|압 살
2|['호', 'ㄴ', '보', 'ㄴ']|혼보 ㄴ
3|['카페', '방미', 'ㄹ']|카페 방밀
4|['명주', 'ㄱ', '태', 'ㄱ']|명죽택
5|['방미', 'ㄹ']|방밀
6|['마지막', '조', 'ㄴ', '심', 'ㄷㄷ']|마지막 존심ㄷㄷ
7|['카페', '바', 'ㅇ', '밀', 'ㄷㄷ']|카페 방밀ㄷㄷ
8|['방', '밀', 'ㄹ']|방 밀
9|['키', 'ㅇ', '경대', '사장', '님', 'ㄷ']|킹경대 사장님 ㄷ
10|['방미', 'ㄹ', 'ㄷㄷ']|방밀 ㄷㄷ
11|['ㅋ카페', '방미', 'ㄹ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|ㅋ카페 방밀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12|['카페', '방', '밀', 'ㄹ']|카페 방 밀
13|['카페', '방미', 'ㄹ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|카페 방밀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14|['빛', '경', 'ㅠ', '대']|빛 겨유 대
15|['바', 'ㅇ', '밀', '카페']|방밀카페
16|['키', 'ㅇ', '경', '대']|킹 경 대
17|['카페', '방미', 'ㄹ', 'ㅋㅋ', 'ㅋㅋ']|카페 방밀 ㅋㅋㅋㅋ
18|['방미', 'ㄹ', 'ㅋㅋㅋ']|방밀 ㅋㅋㅋ
19|['바', 'ㅇ', '밀', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|방밀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20|['바', 'ㅇ', '밀', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|방밀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21|['카페', '방미', 'ㄹ']|카페방밀
22|['바', 'ㅇ', '밀', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|방밀ㅋㅋㅋㅋㅋㅋ
23|['바', 'ㅇ', '밀', '?']|방밀?
24|['한', '경대', '체', 'ㄱ', 'ㅗ', '아웃', '푸', 'ㄷㄷ']|한경대 체고 아웃푸 ㄷㄷ
