|morphs|origin
0|['ㅇ', 'ㅗ', '뱅어', 'ㅄ']|오뱅없
1|['ㅇ', 'ㅗ', '뱅어', 'ㅄ', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']|오뱅없???????????
2|['ㅇ', 'ㅗ', '뱅어', 'ㅄ', '?', '!']|오뱅없?!
3|['ㅇ', 'ㅗ', '뱅어', 'ㅄ', '?']|오뱅없?
4|['새봄', '누나', '없', '으니까', '지루', '하', '아', '.', '.']|새봄누나 없으니까 지루해..
5|['이제', '곧', '돌아오', '시', 'ㄹ', '것', '라구', '!!', 'heart', '2', 'Cry']|이제 곧 돌아오실거라구!! heart2Cry
6|['결국', '방송', '안', '하', '았', '네']|결국 방송 안했네
7|['일찍', 'ㅇ', 'ㅗ', '는', '나', 'ㄹ', 'heart', '2', 'Huhuhu']|일찍 오는날 heart2Huhuhu
8|['넘', '나', '그립', 'ㄴ', '거', '시와', '요']|넘나 그리운 거시와요
9|['오늘', '옵', '치', 'ㄱ', 'ㅗ', 'ㅇ', '바', 'ㅇ', '맞', '나요']|오늘 옵치공방 맞나요
10|['일찍', 'ㅇ', 'ㅗ', '는', '날', 'ㅇ', 'ㄱ', 'ㅇ', 'heart', '2', 'Huhuhu', 'heart', '2', 'Huhuhu', 'heart', '2', 'Huhuhu']|일찍 오는 날 ㅇㄱㅇ heart2Huhuhu heart2Huhuhu heart2Huhuhu
11|['왕', 'ㅗ', 'ㅇ', '웨옹', '왕', 'ㅗ', 'ㅇ']|와옹 웨옹 와옹
12|['인', '싸', '아', '냥', '이', '...', 'heart', '2', 'Ppd', 'heart', '2', 'Heart', '2', 'heart', '2', 'Eundori']|인싸냥이... heart2Ppd heart2Heart2 heart2Eundori
13|['오늘', '도', '휴', '배', 'ㅇ', '이면', '갸', 'ㄲ', 'ㅠ', 'ㄹ', '?']|오늘도 휴뱅이면 갸뀰?
14|['오늘', '은', '공방', '이', '라', '7', '시', '쯤', 'ㅇ', 'ㅗ', '실', '듯']|오늘은 공방이라 7시쯤 오실듯
15|['나타나', '아', '주', '시', '어요', 'heart', '2', 'Sebomchu', '2']|나타나주세요 heart2Sebomchu2
16|['새봄', '코', '이', 'ㄴ', 'heart', '2', 'Huhuhu']|새봄코인 heart2Huhuhu
