|morphs|origin
0|['오전', '방송', '없', '어', '지', '었', '군', 'ㅠ', 'ㅠ']|오전방송 없어졌군 ㅠㅠ
1|['슬슬', 'ㅇ', 'ㅗ', '실', '때', '가', '되', '었', '는데']|슬슬 오실 때가 되었는데
2|['급하', 'ㄴ', '일', '이', '생기', '어', '오전', '방송', '은', '취소', '되', '었', '다고', '합니다']|급한 일이 생겨 오전방송은 취소되었다고 합니다
3|['차', 'ㄱ', '서', 'ㄱ']|착석
4|['절', '대', '방', '소', 'ㅇ', '켜', '어']|절 대 방 송 켜
5|['이달', '의', '우수', '게임', '1', '부', '(', '한국콘텐츠진흥원', '에서', '선정', '하', 'ㄴ', '후보', '게임', '4', '개', '를', '플레이', '하', '아', '보', '고', '우수', '게임', '을', '선정', '합니다', ')', '(', '다음', '주', '에', '2', '부', '를', '하', '아서', '최종', '우승', '작', '이', '선정', '되', 'ㄹ', '예정', '이', 'ㅂ니다', ')']|이달의 우수게임 1부 (한국콘텐츠진흥원에서 선정한 후보게임 4개를 플레이해보고 우수게임을 선정합니다) (다음주에 2부를 해서 최종 우승작이 선정될 예정입니다)
6|['침', '개', 'ㄹ', '12월', '일정', '게시', '글', '이', '사라지', '었', '던데', '.', '.', '흠', '터', '레', '스팅', '.', '.']|침갤 12월 일정 게시글이 사라졌던데.. 흠터레스팅..
7|['ㄱ', 'ㅗ', 'ㅇ', '지로', '올라가', '아서', '안보', '이', '는', '걸', '꺼', '에', '요']|공지로 올라가서 안보이는걸꺼에요
8|['국방부', '다음', '으로', '돈', '타', '먹', '기', '좋', '은', '곳', '이', '코', 'ㄴ', '진원', '이', '라던데', '.', '...']|국방부 다음으로 돈타먹기 좋은 곳이 콘진원이라던데....
9|['침착맨', '님', '뭐', '하', '시', '는지', '모르', '겠', '지만', '방송', '켜', '고', '같이', '하', '아요']|침착맨님 뭐하시는지 모르겠지만 방송켜고 같이해요
10|['말', '만', '이달', '이', '지', '검색', '하', '아', '보', '니', '분기', '마다', '뽑', '네']|말만 이달이지 검색해보니 분기마다 뽑네
11|['방송', '키', 'ㄹ', '때', '까지', '숨', '참', '는다', '흡']|방송 킬때까지 숨 참는다 흡
12|['Last', 'Arrows', '이카', '루스', 'M', '동시', '팝', '캔디', '더', '도어', '요렇', '게', '하', '시', 'ㄹ', '듯']|Last Arrows 이카루스M 동시팝 캔디 더 도어 요렇게 하실 듯
13|['라스트', '애로', '우즈', '는', '예전', '에', '트레일러', '본적', '있', '는', '거', '같', '은데', '그것', '맞', '나']|라스트 애로우즈는 예전에 트레일러 본적있는거 같은데 그거 맞나
14|['조', 'ㄴ', '버']|존버
15|['나', '숨', '넘어가', 'ㄴ다', '~']|나 숨넘어간다~
16|['조', 'ㄴ', '버', '는', '승리', '합니다']|존버는 승리합니다
17|['침투부', '에서', '방송', '하이라이트', '영상', '이', '올라가', 'ㅂ니다', '.', 'https', ':', '/', '/', 'www', '.', 'youtube', '.com', '/', 'user', '/', 'zilioner', '83', '/']|침투부에서 방송 하이라이트영상이 올라갑니다. https://www.youtube.com/user/zilioner83/
