|morphs|origin
0|['오늘', '하기', 'ㄴ', '하시나']|오늘 하긴하시나
1|['링크', '가', '생기', '었', '다']|링크가 생겼다
2|['안', '하', '아요', '안', '하', '아']|안해요 안해
3|['제목', '바뀌', 'ㄴ', '거', '보니', '까']|제목 바뀐거보니까
4|['뭐', '이미', '준비', '끝내', '시', 'ㄴ', '모양', '이', '네', '?']|뭐 이미 준비 끝내신 모양이네?
5|['또', '기술', '적', '이', 'ㄴ', '문제', '는', '아니게쬬?']|또 기술적인 문제는 아니게쬬?
6|['수', 'ㄱ', '제', '좋', '아']|숙 제 좋 아
7|['말', '년', '아', '~', '오락', '그만', '하', '고', '숙제', '하', '아야지', '~']|말년아~ 오락 그만하고 숙제해야지~
8|['근데', '이', '화면', '오른쪽', '은', '채팅', '차', 'ㅇ', '자리', '이', 'ㄴ가요']|근데 이 화면 오른쪽은 채팅창 자리인가요
9|['까맣', 'ㄴ데']|까만데
10|['오늘', '은', '테스트', '해보', '시', '었', '나', 'ㅋㅋ']|오늘은 테스트 해보셨나ㅋㅋ
11|['침하', '오늘', '생일', '이', '에요', '축하', '좀', '하', '아', '주', '시', '어요', 'ㅠ', 'ㅠ']|침하 오늘 생일이에요 축하좀 해주세요 ㅠㅠ
12|['히오스', '망하', '았', '다는데', '진짜', 'ㄴ', '가요']|히오스 망했다는데 진짠가요
13|['지금', '나', '는', '소리', '가', '히오스', '이', 'ㄴ', '가요', '?']|지금나는소리가 히오스인가요 ?
14|['배경', '뭐', 'ㅇ']|배경뭥
15|['치', '므', '하']|침ㅡ하
16|['똥', '차', 'ㄱ', '맨', 'ㅎ2ㅎ2']|똥착맨 ㅎ2ㅎ2
17|['까', '말', '아', '크', '어']|까 마 커
18|['여기', 'ㄴ', '어디', '요']|여긴어디요
19|['오', '아', '숙제', '방송']|와 숙제방송
20|['어제', '넥슨', '캐시', '받', '으시', '었', '나', '이', '어']|어제 넥슨캐시 받으셨나여
21|['ㅇ', 'ㅗ', '이', '비누', '없', '나']|오이비누 없나
22|['형', '어제', '누가', '이기', '었', '어', '.', '.']|형 어제 누가이겼어..
23|['키', 'ㅇ', '래', '는', '갓', '네']|킹래는 갓네
24|['까', '마', '크', '어', '이쁘', 'ㅁ']|까마커 이쁨
25|['배틀', '라이트', '로얄', '이', '뭐', '이', '어']|배틀라이트 로얄이 뭐여
26|['까', '마', '크', '어', 'ㅋㅋㅋ']|까마커 ㅋㅋㅋ
27|['시', 'ㄱ', 'ㅗ', 'ㅇ', '조', '아']|시 공 조 아
28|['까', '마', '크', '어', '탈것', '되', '게', '이쁘', 'ㅁ']|까마커 탈것 되게 이쁨
29|['까', '마', '크', '어']|까마커
30|['ㅇ', 'ㅗ', '이', '비누']|오이비누
31|['형', '어제', '누구', '가', '이기', '었', '어']|형 어제 누가 이겼어
32|['숙제', '방송', '하', '러', '오', '시', '었', '구나', '!', '!']|숙제방송 하러 오셨구나!!
33|['자서', '못', '보', '았', '네']|자서못봤네
34|['까', '아', 'ㄱ']|까악
35|['시체', '수레', '저것', '미트웨건임?']|시체수레 저거 미트웨건임?
36|['까', '만', '색', '으로', '살', '시', '죠']|까만색으로 사시죠
37|['히오스', '패치', '하고', '망하', '았', '다던데', '진짜', 'ㄴ', '가요']|히오스 패치하고 망했다던데 진짠가요
38|['허', 'ㄱ']|헉
39|['까', '마', '크', '어', '는', '감자', 'ㅇ', '이', '지']|까마커는 감장이지
40|['와우', '알', 'ㄴ', '주네']|와우 안주네
41|['오늘', '태극기', '컨셉', '으로', '빨', '파', '컬러', '매치', '하', '시', '엇', '네요']|오늘 태극기 컨셉으로 빨파 컬러 매치 하셧네요
42|['5252', '!!!', '기다리', '었', '다구', '침착맨', '쟝', '!!!']|5252!!! 기다렸다구 침착맨쟝!!!
43|['재', '방', '보', '고', '있', '는데', '불', '들어오', '았', '어']|재방보고있는데 불들어왔어
44|['저주', '받', '은', '까', '마', '크', '어']|저주받은까마커
45|['까마귀', '에', '안', '까맣', '면', '까', '마', '크', '어', '이', 'ㄴ가요']|까마귀에 안까마면 까마커인가요
46|['크', 'ㄹ', 'ㅗ', '우즈', '...', '?']|크로우즈...?
47|['검', '은', '까', '마', '크', '어', '가', '이쁘', 'ㄴ데']|검은 까마커가 이쁜데
48|['까', '마', '크', '어', '는', '까', '매', '아야', '하', '죠']|까마커는 까매야죠
49|['발가락', '이', '랩터', '발가락', '이', 'ㄴ데']|발가락이 랩터 발가락인데
50|['희', 'ㄴ', '까', '마', '크', '어', '는', '상대', '눈', '에', '잘', '띄', '니까', '까', '만', '것', '루']|흰까마커는 상대눈에 잘띄니까 까만걸루
51|['ㅇ', 'ㅗ', '르', '피아', '에', '태우', '면', '적절']|오르피아에 태우면 적절
52|['일본', '옷', '입', '으시', '었', '네']|일본옷 입으셨네
53|['희', 'ㄴ', '까', '마', '크', '어', '이쁘', 'ㄴ데']|흰까마커 이쁜데
54|['하야', 'ㄴ', '크', '어', 'ㅋㅋ']|하얀커 ㅋㅋ
55|['랩터', '재활용', '하', '았', '네']|랩터 재활용했네
56|['하야', 'ㄴ', '크', '어', 'ㄱㄱ']|하얀커 ㄱㄱ
57|['에이', '까', '마', '크', '어', '죠']|에이 까마커죠
58|['까', '마', '크', '어', '는', '껌', '은색', '이', '어야', '죠']|까마커는 껌은색이어야죠
59|['아주', '컬', 'ㅗ', 'ㄱㄱ']|아주커로 ㄱㄱ
60|['하야', '크', '어']|하야커
61|['마', '커마', '크', '어', '까', '마', '터']|마커마커까마터
62|['배틀', '라이트', '로얄', '이', '뭐', '이', 'ㅁ', '숙제', '임', '?']|배틀라이트로얄이 뭐임 숙제임?
63|['까', '마', '크', '어', '가', '아니', '라', '하얗커', 'ㅋㅋㅋ']|까마커가 아니라 하얗커 ㅋㅋㅋ
64|['검', '은', '크', '어', 'ㄱㄱ']|검은커 ㄱㄱ
65|['손', '없이', '초', '코보', '처럼', '만들', '기', 'ㄴ', '그렇', '었', '나', '?']|손 없이 초코보 처럼 만들긴 그랬나?
66|['침', '또', '속하', 'ㄹ', '뻔']|침또속할뻔
67|['발가락', '다르', 'ㄴ데']|발가락 다른데
68|['까', '마', '크', '어도', '공룡', '이', '잖아요']|까마커도 공룡이잖아요
69|['비슷', '하', 'ㄴ데']|비슷한데
70|['그', '게', '그것', '같', '은데']|그게 그거같은데
71|['좀', '굽히', '어', '놓', '았', '네', 'ㅋㅋㅋ']|좀 굽혀놨네 ㅋㅋㅋ
72|['천', 'ㄱ', 'ㅗ', 'ㅇ', '랩터']|천공랩터
73|['트레이싱', '하', '았', '네']|트레이싱했네
74|['까', '마', '크', '어도', '공룡이자너~']|까마커도 공룡이자너~
75|['베이스', '는', '같', '은', '거', '쓰', '었', '겠', '지', '뭐']|베이스는 같은거 썼겠지 뭐
76|['사실', '새', '도', '공룡', '이', 'ㅂ니다요']|사실 새도 공룡입니다요
77|['말년', '작가', '님', '반갑', '어요']|말년작가님 반가워요
78|['모션', '재활용', '하', '았', '네']|모션 재활용했네
79|['다르', 'ㄴ데']|다른데
80|['발가락', '쥐', '나', '하', '겠', '다']|발가락 쥐나겠다
81|['비누', '사주', '세', '이', '어']|비누사주세여
82|['암', '트', 'ㄴ', '다르', 'ㅁ']|암튼 다름
83|['탈', '나', 'ㄴ', '랩터', '로', '결정']|탈난 랩터로 결정
84|['아무튼', '다르', 'ㅁ']|아무튼 다름
85|['저', '걸', '살', '네', ';']|저걸사네;
86|['팩트', '배', 'ㄴ', '이', 'ㅂ니다']|팩트밴입니다
87|['까', '만', '크', '어']|까만커
88|['하야', 'ㄴ', '크', '어', '사', '고', '싶', '다', '메', '요']|하얀커 사고싶다메요
89|['비누', '좀', '줍', '어', '주', '어']|비누 좀 주워줘
90|['구', 'ㄱ', '영수']|국영수
91|['비누', '귀엽', 'ㄴ데', 'ㅜㅜ']|비누귀여운데 ㅜㅜ
92|['진짜', '주', 'ㄴ', '내', '못', '생기', '었', '는데']|진짜 준내 못생겼는데
93|['영수', '가', '누구', '이', 'ㅁ', '?']|영수가 누구임?
94|['국어', '는', '싫어하', 'ㅁ']|국어는 싫어함
95|['흑', 'ㅠ']|흐규
96|['천', '비트', '쿠', 'ㄹ', 'ㄷㄷ']|천비트 쿨 ㄷㄷ
97|['돌', '동', '은', '저희', '와', '함께', '하', '지', '못하', '았', '습니다']|돌동은 저희와 함께하지 못했습니다
98|['ad', '는', '누구', '이', 'ㅁ', '?']|ad는 누구임?
99|['천', '비트', '이', '면', '얼마', '에', '요', '?']|천비트면 얼마에요?
100|['자극제', '있', '는', '사람', '만', '부르', '는', '것', '보', '아']|자극제있는사람만 부르는것봐
101|['ㅇ', 'ㅗ', '바', 'ㄴ', '바']|오 반바
102|['오', '아', '미치', 'ㄴ']|와 미친
103|['오', '아']|와
104|['ㅇ', 'ㅗ', '천', '달성', '하', '시', '었', '네']|오 천달성하셨네
105|['딱', '데', 'ㅁ']|딱뎀
106|['오', '아', '천', ';', ';', ';']|와 천;;;
107|['1000', '이', 'ㄴ데', '왜', '브론즈']|1000인데 왜 브론즈
108|['식', 'ㅗ', 'ㅇ', '의', '망령', '진입']|시공의 망령 진입
109|['히오스', '에서', '월급', '주', '어야', '되', '는', '거', '아니', 'ㅁ', '?']|히오스에서 월급줘야되는거 아님?
110|['천', '론', '이', 'ㄴ']|천론인
111|['식', 'ㅗ', 'ㅇ', '그', '자체']|시공 그자체
112|['식', 'ㅗ', 'ㅇ', '이', '뭐', '이', '길래', '..']|시공이 뭐길래..
113|['너무', '영수', 'ㄴ', '데']|너무영순데
114|['이정', '도면', '히오스', '가', '사과', '하', '아라', 'ㅡㅡ']|이정도면 히오스가 사과해라 ㅡㅡ
115|['레', '디바', 'ㄱㄱ', 'ㅗ', '보', '시', '어요']|레디박고 보세요
116|['저', '정도', '가', '영수', '아니', 'ㅂ니까', '?']|저정도가 영수아닙니까?
117|['예상', '대기', '시간', '20', '분', '보', 'ㅂ니다']|예상 대기시간 20분봅니다
118|['디아블로', '브금', '이', 'ㄴ데']|디아블로 브금인데
119|['바', 'ㄴ', '바', '하루카', '돌', '수', 'ㅇ', '이']|반바 하루카 돌숭이
120|['오', '아', '!', '디아', '2', '!']|와! 디아2!
