|morphs|origin
0|['아빠', 'ㄱ', '이', '고', '물건', '이', '고']|아빡이고 물건이고
1|['자', '뻑', '보', '아']|자뻑봐
2|['아빠', '까', 'ㅁ']|아빠깜
3|['조', 'ㅇ', '마리']|종마리
4|['종말', '이', 'ㄴ데', '?']|종말인데?
5|['뭐', '들', '시', '는', '거', '이', 'ㅁ', '?']|뭐드시는거임?
6|['이건', '무슨', '개구리', '데', 'ㄱ', '이', 'ㄴ가요', '?']|이건 무슨 개구리덱인가요?
7|['가볍', '게', '피하', '아', '버리', '기']|가볍게 피해버리기
8|['저것', '물건', '이', '네']|저거 물건이네
9|['저', '게', '더', '물건', '이', 'ㄴ데', '?']|저게 더 물건인데?
10|['템포', '뺏기', '었', '네']|템포 뺏겼네
11|['종말', '물건', '이', 'ㄴ데']|종말 물건인데
12|['숨', '을', '터', 'ㄱ', '막', '아', '버리', '네', '물건', '이', '네']|숨을 턱 막아버리네 물건이네
13|['개', '구려', '서', '개구리', '데', 'ㄱ']|개구려서 개구리덱
14|['크', '어', 'ㄴ', '흑인', '가요']|컨흑인가요
15|['그럼', '대', '충', '한', '장저', 'ㄴㄷ', 'ㅗ']|그럼 대충 한장전도
16|['담', '터', 'ㄴ', '산거']|담턴 산거
17|['어', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|엌ㅋㅋㅋㅋㅋㅋㅋ
18|['이것', '개구리', '데', 'ㄱ', '이', '아니', '라', '정령', '데', 'ㄱ', '아니', 'ㄴ가요']|이거 개구리덱이 아니라 정령덱 아닌가요
19|['병거', 'ㄴ', '이', 'ㄴ데', '?']|병건인데?
20|['스포', ')', '산거', '이', 'ㅁ']|스포) 산거임
21|['산', '겨', '이', '었', '던', '거', '임', '~']|산겨였던거임~
22|['우', '허', '어', 'ㅇ']|우허엉
23|['철수', 'ㅇ', 'ㅗ', 'ㄴ', '다']|철수온다
24|['하', 'ㄹ', '수', '있', '는', '게', '너무', '많', '은', '갑', 'ㅗ', '다']|할 수 있는게 너무 많은가보다
25|['ㅇ', 'ㅠ', '부남', '은', '이', 'ㅇ', 'ㅠ', '가', '있', '서', '...']|유부남은 이유가있서...
26|['진정', '하', 'ㄴ', '개구리', 'ㅋㅋㅋ']|진정한개구리 ㅋㅋㅋ
27|['종말', '이', '2', '연', '버', 'ㅇ', 'ㅋㅋ']|종말이 2연벙ㅋㅋ
28|['종말', '다낭', 'ㅗ', '네']|종말 다나오네
29|['종말', '하', 'ㄹ', '때', '내', '라', '엌ㅋㅋㅋㅋㅋㅋ']|종말할때 내라 엌ㅋㅋㅋㅋㅋㅋ
30|['이제', '두', 'ㅁ', '빠', '따', '데', 'ㄱ', '안', '돌리', '시네']|이제 둠빠따덱안돌리시네
31|['대', '충', '이', '없', '구나', '종말', '이조', 'ㅇ', '말', '싫', '네']|대충이 없구나 종말이종말싫네
32|['오', '아', '종말', '이', '물건', '이', 'ㄴ데', '?', '카드', '몇', '장', '태우', '는', '거']|와 종말이 물건인데? 카드 몇장 태우는거
33|['2', '디', 'ㄹ', '손해']|2딜손해
34|['그렇', 'ㄹ', '거', '이', '면', '명치', '에', '박', '앗', '죠']|그럴거면 명치에 박앗죠
35|['네네', 'ㅇ']|네넹
36|['모독', '각', '때문', '에', '사리', '시', '는', '걸', 'ㄴ가']|모독각때문에 사리시는건가
