|morphs|origin
0|['어', '오', '앗', '냥']|어 왓냥
1|['조', 'ㄴ', '버', '해산']|존버 해산
2|['새', '보', 'ㅁㅊ', 'ㅠ', '우']|새봄츄우
3|['조', 'ㄴ', '벌', '는', '...', '승리', '하', 'ㄴ', '...', '다', '...', 'heart', '2', 'Eundori', 'heart', '2', 'Eundori', 'heart', '2', 'Eundori']|존버는... 승리한...다... heart2Eundori heart2Eundori heart2Eundori
4|['오늘', 'ㅇ', 'ㅗ', '시니', '없', '을', '듯']|오늘 오시니 없을듯
5|['오늘', '자유', '시간', '주', 'ㄴ다고', '하', '지', '않', '았', '나', '?']|오늘 자유시간 준다고 하지 않았나?
6|['13', '일', '까지', '무려', '단', '3', '일', '!', '3', '일', '동안', '조', 'ㄴ', '버', '하', '라구']|13일까지 무려 단 3일! 3일 동안 존버하라구
7|['12', '일', '부터', '정상', '방송', '이', '에요', '11', '일', '은', '소', 'ㅇ', '출', '컴', '바꾸', '는', '날']|12일부터 정상방송이에요 11일은 송출컴 바꾸는 날
8|['오늘', '저녁', '에', '비행기', '타', '아서', '내일', '도착', '에', '바로', '컴', '바꾸', '고', '세티', 'ㅇ', '전', '굽', '고', '다음날', '바로', '방송', '?', '여독', '푸', '시', '게', '13', '일', '날', '하', '는', '게', '좋', '지', '않', '을', '까', '싶', '시', '엉', '알', '아서', '하', '시', '겠', '지만']|오늘 저녁에 비행기타서 내일 도착에 바로 컴바꾸고 세팅전 굽고 다음날 바로방송? 여독 푸시게 13일날 하는게 좋지 않을까 싶엉 알아서 하시겠지만
9|['비행기', '타', '기전', '에', '한', '번', '켜', '어', '주', '었', '으면', '하', '는', 'heart', '2', 'Cry', 'heart', '2', 'Jumjum']|비행기 타기전에 한번 켜줬으면 하는 heart2Cry heart2Jumjum
