|morphs|origin
0|['오', '아', '천명훈', 'ㄷㄷ']|와 천명훈 ㄷㄷ
1|['히트', '소', 'ㅇ', 'ㅋㅋ']|히트송 ㅋㅋ
2|['이거', 'ㄹ', '모르', 'ㄴ다고', '..', '?']|이걸모른다고..?
3|['천명훈', '아지', 'ㄱㄷ', 'ㅗ', '자수', 'ㄱ', '중임', '?']|천명훈 아직도 자숙중임?
4|['초등학교', '때', '들', '어서', '알', '는데']|초등학교때 들어서 아는데
5|['ㄴ', 'ㅗ', '으', 'ㄲ', '미', 'ㄴ', 'ㄷㄷ']|노윾민 ㄷㄷ
6|['캬', '띠', 'ㅇ', 'ㄱ', 'ㅗ', 'ㄱ']|캬 띵곡
7|['이것', 'ㄹㅇ', '히트', '하', '았', '는데']|이거 ㄹㅇ 히트했는데
8|['ㅇ', 'ㅠ', '미', 'ㄴ', '갑', '.', '.']|유민갑..
9|['천명훈', '깨끗', '하', 'ㄴ', '연예인', '아니', '냐']|천명훈 깨끗한 연예인아니냐
10|['오', '아', 'ㄷㄷ']|와 ㄷㄷ
11|['감', '서', 'ㅇㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|감성ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12|['엔', '알', '지', '컴백', '소', 'ㅇ', 'ㄹ']|엔알지 컴백송ㄹ
13|['이것', '노래', '유명', '하', 'ㄴ데']|이거 노래 유명한데
14|['이', '게', 'nrg', '노래', '이', '었', '구나']|이게 nrg노래였구나
15|['ㄴ', 'ㅗ', '으', 'ㄲ', '미', 'ㄴ']|노윾민
16|['노유민', '이', '미', '살', '지', '어', '있', '네']|노유민 이미살져있네
17|['ㅇ', 'ㅠ', '미', 'ㄴ', '갑']|유민갑
18|['젊', '을', '때', '이', '니까', 'ㅋㅋㅋ']|젊을때니까 ㅋㅋㅋ
19|['천명훈', '씨', '는', '왜', '방송', '안나', 'ㅇ', 'ㅗ', '시지']|천명훈씨는 왜 방송 안나오시지
20|['천명훈', '예능', '에서', '엄청', '잘', '나가', '았었', '는데']|천명훈 예능에서 엄청잘나갔었는데
21|['오', '아', '쟤', '지금', '이', '더', '젊', '은', '거', '같', '은데']|와 쟤 지금이 더 젊은거 같은데
22|['갓', 'ㅇ', 'ㅠ', '미', 'ㄴ', '.', '.']|갓유민..
23|['저', '때', '는', '좀', '늙었을떄', '아니', 'ㄴ가']|저때는 좀 늙었을떄 아닌가
24|['구마', '적', '아니', 'ㅁ', '?']|구마적 아님?
25|['ㄴ', 'ㅠ', '으', 'ㄲ', '미', 'ㄴ', '은', '살', 'ㄹ', '뻈을떄가', 'ㄹㅇ']|뉴윾민은 살 뻈을떄가 ㄹㅇ
26|['ㄴ', 'ㅗ', '우미', 'ㄴ', 'ㅋㅋㅋㅋㅋㅋㅋ']|노우민 ㅋㅋㅋㅋㅋㅋㅋ
27|['천명훈', '강제', '자수', 'ㄱ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|천명훈 강제자숙 ㅋㅋㅋㅋㅋㅋ
28|['노유민', '씨', '카페', '창업', '하', '았', '든데']|노유민씨 카페창업했든데
29|['2001', '년', '아니', 'ㄴ가']|2001년 아닌가
30|['이성진', '뭐', '하', 'ㅁ', '?']|이성진 뭐함?
31|['천명훈', '은', '머', '저지르', 'ㄴ', '게', '없', '는데', '멀', 'ㄴ', '자수', 'ㄱ', '?', 'ㅎㅎ']|천명훈은 머 저지른게 없는데 먼 자숙?ㅎㅎ
32|['사기', '꾸', 'ㄴ', '...']|사기꾼...
33|['갓', '으', 'ㄲ', '미', 'ㄴ']|갓윾민
34|['아재', '들', '왕녀', 'ㄴ', '에', 'ㄴ', '나르', '아', '다니', '었', '네']|아재들 왕년엔 날라다녔네
35|['이', '노래', '뭐', '이', 'ㅁ']|이노래 뭐임
36|['꾸', 'ㄹ', '러', 'ㅇ', '꿀', '러', 'ㅇ']|꿀렁꿀렁
