|morphs|origin
0|['아', '제드', 'ㄹ']|아제들
1|['ㄴ', 'ㅗ', '이', 'ㄴ', '냥', '이']|노인냥이
2|['작년', '걸', 'ㄹ', '모르', '시', '어서']|작년걸 모르셔서
3|['술취', '하', 'ㄴ', '거', '야', '?']|술취한거야?
4|['들리', 'ㄴ다', '들리', '어']|들린다 들려
5|['1', '류카', 'ㄴ']|1류칸
6|['통', '제카', 'ㄴ', 'ㅋㅋㅋㅋㅋ']|통제칸 ㅋㅋㅋㅋㅋ
7|['방', '소', 'ㅇ', '통', '제', '관']|방 송 통 제 관
8|['방송', '통제', '하', '았', '다']|방송 통제했다
9|['1', '류카', 'ㄴ', 'ㅋㅋ']|1류칸 ㅋㅋ
10|['ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', '통', '제카', 'ㄴ']|ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ통제칸
11|['아야', '합', '아야', '합', '이', '어디', '가', '았', '어']|얍얍이 어디갔어
12|['통제', '가', '뭐', '이', 'ㅁ', '?']|통제가 뭐임?
13|['통제', '엔', '디', 'ㅇㅋ', 'ㅋㅋ']|통제엔딩ㅋㅋㅋ
14|['통제', '과', 'ㄴ', 'ㅋㅋㅋ']|통제관 ㅋㅋㅋ
15|['1', '류', '다', '1', '류', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', '통', '제카', 'ㄴ', '이', '라', '까', '는', '걸', 'ㄹ', '개그', '로', '승화', '시키', '네', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|1류다 1류 ㅋㅋㅋㅋㅋㅋㅋㅋ 통제칸이라 까는걸 개그로 승화시키네 ㅋㅋㅋㅋㅋㅋㅋㅋ
16|['1', '류카', 'ㄴ', 'ㅇㅈ', '이야']|1류칸 ㅇㅈ이야
17|['토', '으', 'ㅡㅡ', '제']|통ㅡㅡㅡ제
18|['물', 'ㄴ데']|문데
19|['아', '멀', 'ㄴ데']|아 먼데
20|['말', '하', '아']|말해
21|['아야', '합', '아야', '합', '이', '일찍', '같', '대요']|얍얍이 일찍같대요
22|['뭘', '놀', 'ㄹ래']|뭘 놀래
23|['놀라', 'ㅁ']|놀람
24|['다', '벗', '고', '나오', 'ㄴ', '줄']|다벗고 나온줄
25|['왜', 'ㄴ', '레', 'ㄱ']|왠 렉
26|['왜', '멈추', '어']|왜 멈춰
27|['나', '도', '놀래', 'ㅁ']|나도 놀램
28|['눈', '호가', 'ㅇ']|눈호강
29|['암살', '이', 'ㄴ', '줄']|암살인줄
30|['아', '.', '.', '놀', '라', '하', '았', '다', 'ㄷㄷ']|아.. 놀랬다 ㄷㄷ
31|['자', '개', 'ㄱ', '이', 'ㄴ', '줄', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|자객인줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
32|['이', '게', '놀라', 'ㄹ', '일', '이', '야', '?']|이게 놀랄 일이야?
33|['목', '아', '푸', '어']|목아퍼
34|['내', 'ㄱ', 'ㅗ', '개', '휘', 'ㄴ다']|내 고개 휜다
35|['저격', '이', 'ㄴ', '줄']|저격인줄
36|['목', '운동', '하', 'ㅂ시다']|목운동합시다
37|['스택', '이', 'ㄴ', '줄']|스택인줄
38|['왜', '놀라', '여', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|왜놀라옄ㅋㅋㅋㅋㅋㅋㅋ
39|['갑자기', '가', '롤', 'ㅗ', '들어오', '네']|갑자기 가로로 들어오네
40|['누드', '이', 'ㄴ', '줄']|누드인줄
41|['개', '깜짝', '놀라', '았', '네', '오', '아']|개깜짝 놀랐네 와
