|morphs|origin
0|['파타', '파타', '파타', '포', 'ㅇ', '!']|파타파타파타퐁!
1|['ㅇ', 'ㅗ', '뱅어', 'ㅄ']|오뱅없
2|['ㅇ', 'ㅗ', '뱅어', 'ㅄ', 'heart', '2', 'Huhuhu']|오뱅없 heart2Huhuhu
3|['ㅇ', 'ㅗ', '뱅어', 'ㅄ', 'ㅠ', 'ㅠ']|오뱅없 ㅠㅠ
4|['절', '대', '조', 'ㄴ', '버', '하', '아']|절 대 존 버 해
5|['ㅇ', 'ㅗ', 'ㄴ', '제', '오냐', '냥']|온제 오냐냥
6|['오늘', '방송', '하', 'ㅁ', '?']|오늘 방송함?
7|['heart', '2', 'Huhuhu', 'heart', '2', 'Jumjum', '오늘', '은', '휴', '배', 'ㅇ', '이', '라구', '~']|heart2Huhuhu heart2Jumjum 오늘은 휴뱅이라구~
8|['12', '.', '11', '방송', '없', '습니다', '다', '들', '나가', '아', '주', '시', '어요', '혼자', '있', '고', '싶', '네요']|12.11 방송 없습니다 다들 나가주세요 혼자 있고 싶네요
9|['조', 'ㄴ', '버', '하지', '말', '래도', '조', 'ㄴ', '버', '하', 'ㄴ다', 'heart', '2', 'Huhuhu']|존버하지 말래도 존버한다 heart2Huhuhu
10|['옵', '치', '너무', '어렵', 'ㄴ', '것', '이', '어요', '.', '...', '.']|옵치 너무 어려운 것이어요.....
11|['조', 'ㄴ', '버', '하지', '말', 'ㄱ', 'ㅗ', '자', '이', '자식들', '아', '!']|존버하지 말고 자 이자식들아!
12|['조', 'ㄴ', '버', '는', '승리', '하', 'ㄴ다', '냥', '구독', '갱신', '하', '게', '빨리', '오', '아라', '냥', '리셋', '되', 'ㄹ까', '보', '아', '불안', '하다', 'ㅇ', 'ㅗ', 'ㅇ']|존버는 승리한다냥 구독 갱신하게 빨리 와라냥 리셋될까봐 불안하다옹
13|['조', 'ㄴ', '버', '하지', '마시', '라고', '이미', '공지', '까지', '올라오', 'ㅁ']|존버하지마시라고 이미 공지까지 올라옴
14|['진짜', '새벽', '에', '보', 'ㄹ', '꺼', '어', 'ㅄ', '다', 'ㅜㅜ']|진짜 새벽에 볼꺼없다ㅜㅜ
15|['조', 'ㄴ', '...', '버', '.', '.']|존...버..
16|['새벽', '이', '너무', '심심', '하', '아', 'heart', '2', 'Cry', 'heart', '2', 'Cry']|새벽이 너무 심심해 heart2Cry heart2Cry
17|['언제', 'ㅇ', 'ㅗ', '냥']|언제오냥
18|['시간', '아', '좀', '더', '달리', '어', '보', '아']|시간아 좀 더달려봐
19|['아니', '조', 'ㄴ', '버', '하', '는', '변태', '들', '이', '너무', '많', '잖아', 'heart', '2', 'Poop', '3', 'heart', '2', 'Poop']|아니 존버하는 변태들이 너무 많잖아 heart2Poop3 heart2Poop
20|['오늘', '새봄', '데이', '이', 'ㄴ', '거', '야', '드디어', '?', '그런', '거', '야', '?']|오늘 새봄데이인거야 드디어? 그런거야?
21|['냥', 'ㅗ', 'ㅇ', '이', '은', '도리', '나비', '나', 'ㅇ', '냥']|냐옹이 은도리 나비낭냥
22|['ㅇ', 'ㅗ', '배', 'ㅇ', '잇', '?', '..']|오뱅잇?..
23|['퇴근', '후', '딱', '3', '시간', '작', 'ㅗ', 'ㅇ', 'ㅗ', 'ㄴ', '다', 'heart', '2', 'Jumjum']|퇴근후 딱 3시간 자고온다 heart2Jumjum
24|['오뱅있?', 'ㅇ', 'ㅗ', '뱅어', 'ㅄ', '?']|오뱅있? 오뱅없?
25|['봄', '요일', '이', 'ㄴ데', 'ㅇ', 'ㅗ', '배', 'ㅇ', '있', '이', '이', '라니', 'heart', '2', 'Ppd', 'heart', '2', 'Heart', '2', 'heart', '2', 'Eundori']|봄요일인데 오뱅있이라니 heart2Ppd heart2Heart2 heart2Eundori
26|['heart', '2', 'cheer', '1', '아', '이제', '시간', '계산', '안', '하', '아도', '되', '네', '.', '.', '밑', '에', '뜨', '니까', '.', '.', '편하', '구먼', '.', '.']|heart2cheer1 아 이제 시간 계산 안해도 되네.. 밑에 뜨니까.. 편하구먼..
27|['9월', '달', '방송', '다시', '보', '기', '는', '못하', '나', '이', '어', '트', 'ㄹ', '수', '님', '들', '트위치', '초', '보라', '서']|9월달 방송 다시보기는 못하나여 트수님들 트위치초보라서
