|morphs|origin
0|['오', '아', '새봄', '추']|와 새봄추
1|['상트', 'ㄱ', 'ㅋㅋ']|상특 ㅋㅋ
2|['재', 'ㅁ', '이', '니', '푸', '푸']|잼니푸푸
3|['ㅇ', 'ㅠ', '...']|유...
4|['ㅇ', 'ㅠ', '샤워', 'ㅋ']|유 샤워 ㅋ
5|['알', 'ㄹ', 'ㅇ', 'ㅠ', '샤워']|알유 샤워
6|['ㅇ', 'ㅠ', '샤워', 'ㄹ', 'ㅋㅋ', 'ㅋㅋ']|유 샤월 ㅋㅋㅋㅋ
7|['재', 'ㅁ', '이', '니', '푸', '푸', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|잼니푸푸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
8|['으', 'ㄲ']|윾
9|['샤워', 'ㄹ', '?']|샤월?
10|['너', '는', '샤워', '이', '니', '?']|너는 샤워니?
11|['ㅇ', 'ㅠ', '샤워', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|유 샤워ㅋㅋㅋㅋㅋㅋㅋㅋ
12|['너', '샤워', '이', '니', '?']|너 샤워니?
13|['아', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14|['ㅇ', 'ㅠ', '샤워']|유 샤워
15|['ㅇ', 'ㅠ', '사', '월', 'ㅋㅋㅋ']|유 사 월 ㅋㅋㅋ
16|['ㅇ', 'ㅠ', '샤워', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|유 샤워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
17|['같이', '하', '았', '네']|같이 했네
18|['으', '아', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|으앜ㅋㅋㅋㅋㅋㅋㅋ
