|morphs|origin
0|['지키', '어', '주', '시', '어요', ':', '★', '비속어', '사용', 'X', ',', '시청자', '간', '닉', '언', 'X', ',', '시청자', '의', '방송', '중재', ',', '타스', '트리', '머', '비하', ',', '타', '방송', '중계', 'X', ',', '외모', '이야기', 'X', ',', '게임', '관련', '없', '는', '이야기', 'X', ',', '병먹금', '필수', '!', ',', '방송', '내', '의', '클립', '이나', '사진', '은', '트', '게', '더', '이외', '에', '올리', '지', '마', '세', '요', '(', '필수', ')', '★']|지켜주세요 : ★ 비속어 사용 X, 시청자간 닉언 X, 시청자의 방송 중재, 타스트리머 비하, 타방송 중계 X, 외모 이야기 X, 게임 관련 없는 이야기 X, 병먹금 필수!, 방송 내의 클립이나 사진은 트게더 이외에 올리지 마세요(필수) ★
1|['2018', '.', '12', '.', '13', '(', '모', 'ㄱ', ')', '방송', '안내', '?', '?']|2018. 12. 13 (목) 방송 안내 ??
2|['일찍', '오', '시', '었', '당', '!']|일찍오셨당!
3|['초승달', 'is', 'now', 'live', '!', 'Streaming', 'Just', 'Chatting', ':', '\uf319', '안녕', '하', '세', '이', '어']|초승달 is now live! Streaming Just Chatting: 🌙 안녕하세여
4|['오늘', '은', '털', '털', '하', 'ㄴ', '히메룩인가요?']|오늘은 털털한 히메룩인가요?
5|['피', 'ㅇ', 'ㅠ', '가발', '인가']|피유 가발인가
6|['ㄱ', 'ㅗ', '-', '미', 'ㄴ']|고-민
7|['오', '아', '털', '털', '좌']|와 털털좌
8|['캐', 'ㅁ', '각도', '바꾸', '시', '었', '에요']|캠각도 바꾸셨에요
9|['가발', '이', 'ㄴ가요', '?']|가발인가요?
10|['오늘', '의', '캐', 'ㅁ', '각도', '는', '몇', '도', '?']|오늘의 캠각도는 몇도?
11|['마이크', '작아지', '었', '따']|마이크 작아졌따
12|['캐', 'ㅁ', '각도', '바꾸', '시', '니', '무어', 'ㄴ', '가', '더', '이쁘', 'ㄴ듯']|캠각도 바꾸시니 무언가 더 이쁜듯
13|['마이크', '맨날', '작아지', '어']|마이크 맨날 작아져
14|['네', 'ㅇ']|넹
15|['각', '도', '변경', '되', '었', '네요']|각도 변경됐네요
16|['마이크', '개', '작', 'ㄱ', 'ㅗ']|마이크 개작고
17|['마이크', '또', 'ㄲ', 'ㅗ', '물', '나', '았', '네']|마이크 또 꼬물났네
18|['ㅇ', 'ㅗ', '그렇', '네']|오그렇네
19|['피', 'ㅇ', 'ㅠ', '가', '두', '개', '산', '가발']|피유가 두개산가발
20|['예쁘', '다고', '항']|예쁘당
21|['쓰', '시', '어요']|쓰세요
22|['쓰', '지', '말', '아', '셈']|쓰지마셈
23|['쓰', '어요']|써요
24|['쓰', 'ㄴ', '게', '이뻐요']|쓴게 이뻐요
25|['쓰', 'ㄴ', '게', '이쁘', 'ㄴ데']|쓴게이쁜데
26|['안', '쓰', 'ㄴ', '게', '더', '이뻐요']|안쓴게 더 이뻐요
27|['쓰', '어도', '예쁘', '고', '안', '쓰', '어도', '예쁘', '네', '용']|써도예쁘고 안써도예쁘네용
28|['피', 'ㅇ', 'ㅠ', '의', '머리', '를', '훔치셨너요']|피유의 머리를 훔치셨너요
29|['쓰', 'ㄴ', '게', '나', '은데']|쓴게나은데
30|['쓰', 'ㄴ', '게', '털', '털', '하', '아', '보', '아서', '더', '이뻐요']|쓴게 털털해보여서 더 이뻐요
31|['체', 'ㄱ', '바', 'ㅠ', 'ㅠ']|첵바ㅠㅠ
32|['쓰', 'ㄴ', '게', '나', '은데']|쓴게 나은데
33|['쓰', 'ㄴ', '게', '나은', '디']|쓴게 나은디
34|['어차피', '님', '이', '고르', '시', 'ㄹ', '거', '자', '나', '이', '어']|어차피 님이 고르실거자나여
35|['쓰', 'ㄴ', '게', '나', '아요']|쓴게 나아요
36|['쓰', 'ㄴ', '게', '나', '이', '어']|쓴게 나여
37|['왜', '항상', '물어보', '아요', '?', '?']|왜 항상 물어봐요??
38|['쓰', 'ㄴ', '게', '더', '어울리', 'ㅁ']|쓴게 더 어울림
39|['쓰', 'ㄴ', '게', '이쁘', '다']|쓴게 이쁘다
