|morphs|origin
0|['이', '게', '그', '저격', '바', 'ㅇ', '진가', '뭐', 'ㄴ', '가', '냐']|이게 그 저격방진가 뭔가냐
1|['내부', 'ㄴ', '쓰', '자']|내분쓰자
2|['말리', '필요', '하', 'ㄴ지', '모르', '겠', '는데']|말리 필요한지 모르겠는데
3|['이', '데', 'ㄱ', '1', '승', '한적', '있', '나요', '?']|이덱 1승한적 있나요?
4|['이기', '는', '데', 'ㄱ', '이', '뭐', '야', '?']|이기는덱이 뭐야?
5|['내부', 'ㄴ']|내분
6|['ㅇ', 'ㅗ', '누', 'ㄹ', '나머지', '300', '개', '이', 'ㄴ가', '?']|오눌 나머지 300개인가?
7|['그냥', '카운터', '데', 'ㄱ', '재수', '없', '게', '만나', 'ㄴ', '거', '이', 'ㅁ']|그냥 카운터덱 재수없게 만난거임
8|['이', '데', 'ㄱ', '한', '번', '이', '라도', '이기', 'ㄴ', '적', '있', '나요', '?', '?']|이덱 한번이라도 이긴적있나요??
9|['패자', 'ㄱ', '전사']|패작전사
10|['이', '데', 'ㄱ', '말리고스', '왜', '쓰', '어', '이', '어']|이덱 말리고스왜써여
11|['예능', 'ㅇ', '하', '게', '능', '예능', '에', '능']|예능 ㅇ케능 예능 에능
12|['아까', '이것', '비긴', '적', '은', '있', '어요']|아까 이거 비긴적은 있어요
13|['ㅇ', 'ㅗ', 'ㅇ']|옹
14|['그냥', '메카툰', '하', '지', '어', 'ㅋㅋㅋ']|그냥 메카툰하져 ㅋㅋㅋ
15|['이것', '로', '비긴', '적', '은', '있', '음']|이거로 비긴적은 있음
16|['백신', '이', '라', '어차피', '못', '이기', 'ㅁ']|백신이라어차피못이김
17|['말리', '는', '하', 'ㄱ', '카를', '죽', '아야', '하', '아서', '쓰', 'ㅁ']|말리는 학카를 죽여야해서 씀
18|['구독', '왜', '하', '게', '많이', '하', 'ㅁ', '?']|구독 왜케 많이함?
19|['광고', '30', '초', '는', 'ㅇ', 'ㅗ', '바', '잖아']|광고 30초는 오바잖아
20|['이것', '승리', '플랜', '이', '멀', 'ㄴ', '가요']|이거 승리 플랜이 먼가요
21|['저런', '데', 'ㄱ', '에', 'ㄴ', '지', '는', '게', '답', '이', 'ㄴ듯']|저런덱엔 지는게 답인듯
22|['비긴', '거', '말', 'ㄱ', 'ㅗ', '이기', 'ㄴ', '적', '은', '있', '나요', '?', '?']|비긴거말고 이긴적은 있나요??
23|['언더', '테이', '크', '어도', '쓰', '자']|언더테이커도 쓰자
24|['언더', '테이', '크', '어']|언더테이커
25|['망', '손', '을', '미리', '쓰', '어서', '보험', '을', '들', '어', '놓', '는다', '?']|망손을 미리써서 보험을 들어놓는다?
26|['카운터', '치', '려고', '맘', '먹', '으면', '갸', 'ㅇ', '못', '이', '김']|카운터치려고 맘 먹으면 걍 못이김
27|['갸', 'ㅇ', '데', 'ㄱ', '이', '너무', '구리', 'ㅁ']|걍 덱이 너무구림
28|['키', 'ㅇ', '파']|킹 파
29|['하', 'ㄱ', '카르', '디', 'ㄹ', '늘리', '려고']|학카르 딜 늘리려고
30|['말', '아', '-', '구', '이', '니', '!']|마-구니!
31|['좀', '전', '에', 'ㄴ', '미리', '쓰', '었', '자', '너']|좀전엔 미리썼자너
32|['이기', '는', '데', 'ㄱ', '이', '멀', 'ㄴ가', '이', '어', 'ㄱ', '러']|이기는 덱이 먼가여 ㄱ러
33|['키', 'ㅇ', '파', '데', 'ㄱ']|킹파덱
34|['이기', 'ㄴ', '적', '있', '음', '?']|이긴적있음?
