|morphs|origin
0|['저', '데', 'ㄱ', '은', '왕', '파', '서치', '하수인', '안', '쓰', '는', '데', 'ㄱ', '인가']|저 덱은 왕파 서치 하수인 안쓰는 덱인가
1|['저', '데', 'ㄱ', '너무', '쌘데']|저덱 너무 쌘데
2|['그나저나', '하루만', '에', '이런', '데', 'ㄱ', '들', '이', '나오', '다니', '사람', '들', '참', '머리', '좋', '아']|그나저나 하루만에 이런 덱들이 나오다니 사람들 참 머리좋아
3|['모르', '는', '척도', '플', 'ㅗ', '급']|모르는 척도 프로급
4|['호', '다다', 'ㄱ']|호다닥
5|['이', '게', '플', 'ㅗ', '냐']|이게 프로냐
6|['따', '효', '니', '대회', '어디', '서', '보', '아', '용']|따효니대회어디서봐용
7|['따', '효', '이', '니', '대회', '어디', '서', '봄', '?']|따효니 대회 어디서 봄?
8|['효', '이', '니', '가']|효니가
9|['방송', '켜', '어', '애']|방송켜애
10|['효', '이', '니', '대회', '이', '라서', '바', 'ㅇ', '플', '하', 'ㄹ까', '보', '아', '안', '하', '기', '는', '거', '아니', '냐']|효니 대회라서 방플 할까봐 안키는 거 아니냐
11|['루', 'ㄱ', '삼은']|룩삼은
12|['어', '하', '게', '하', '냐']|어케하냐
13|['뿔', '나', '았', '다']|뿔났다
14|['실망', '이', '크', 'ㅂ니다', '효', '이', '니', '님']|실망이 큽니다 효니님
15|['호', 'ㄴ', '밥', '이', '야', '?']|혼밥이야?
16|['어디', '이', 'ㅁ']|어디임
17|['따', '아', '나', '아', '나', '나나', 'ㄱ']|따아나아나나낙
18|['고기', '먹', '으러', '오', '았', '네', 'ㅡㅡ']|고기먹으러왔네 ㅡㅡ
19|['호', 'ㄴ', '밥', '?']|혼밥?
20|['또', '저', 'ㅇ', '지', '되', '는', '가니', '?']|또정지되는가니?
21|['호', 'ㄴ', '밥', '하', '니', '?']|혼밥하니?
22|['오', '아', '!', '고기', '!']|와! 고기!
23|['그', '분', '이랑', '먹이', 'ㄴ', 'ㅁ', '?']|그 분이랑 먹인ㅁ?
