|morphs|origin
0|['왕', '파', '열', '받', '으라고', '넣', '은', '거', '이', 'ㅁ']|왕파 열받으라고 넣은거임
1|['근데', '완파', '말', 'ㄱ', 'ㅗ', '해적', '쓰', '는', '거', '뭐', '잇', '나요', '?']|근데 완파말고 해적쓰는 거 뭐잇나요?
2|['cheer', '100', '구독', '최대', '몇', '개', '월', '보', '시', '었', '어요', '?']|cheer100 구독 최대 몇개월 보셨어요?
3|['무엇', '어', '어', '시', '어', '?']|무어어어어?
4|['근데', '이것', '왕', '파', '말', 'ㄱ', 'ㅗ', '이기', 'ㄹ', '수', '있', '나', '?']|근데 이거 왕파말고 이길수있나?
5|['즈기요', '지시', 'ㄴ', '거', '같', '은데', '요']|즈기요 지신거같은데요
6|['ㅇ', '이런', '거', 'ㄴ', '대회', '용', '으로', '하', 'ㄴ다', '하', '아야', '믿', '을', '만', '하', 'ㄴ', '폐', '급', '이야']|ㅇ이런건 대회용으로 한다해야 믿을만한 폐급이야
7|['근데', '이', '데', 'ㄱ', '그냥', '평범', '하', 'ㄴ', '데', 'ㄱ', '으로', '상대', '하', '면', '너무', '쉽', '던데']|근데 이덱 그냥 평범한덱으로 상대하면 너무쉽던데
8|['이', '데', 'ㄱ', '컨셉', '이', '그냥', '투', '머', '치', '이', 'ㄴ데요']|이덱 컨셉이 그냥 투머치인데요
9|['라', '의', '이', 'ㄱ', '신룡']|라의 익신룡
10|['하', '게', '로', '님', '이', 'ㄴ가요']|케로 님인가요
11|['38', '개월', '이', '개국', 'ㄱ', 'ㅗ', 'ㅇ', '신임', '?']|38개월이 개국공신임?
12|['모르', '아']|몰라
13|['무기', '파괴', '있', '는', '거', 'ㄴ', '다', '넣', '네']|무기파괴있는건 다넣네
14|['39', '개월', '아니', 'ㄴ가']|39개월 아닌가
15|['키', 'ㅇ', '냐', '!']|킹냐!
16|['따', '효', '이', '니', '이', '라서요']|따효니라서요
17|['연구', '프로젝트', '2', '개', '로', '핸드', '4', '자', 'ㅇ', '태우', '어야지']|연구프로젝트 2개로 핸드 4장 태워야지
18|['뭐', '야', '이것', '왕', '파', '저격', '데', 'ㄱ', '임', '?']|뭐야 이거 왕파 저격덱임?
19|['게도', 'ㄴ', '각', '이쁘', '다']|게돈각 이쁘다
20|['게도', 'ㄴ', '개', '꿀', '각']|게돈 개꿀각
21|['너트', 'ㄱ', ')', '불', '탐']|너특) 불탐
22|['화', '를', '르', 'ㄱ']|화를륵
23|['키', 'ㅇㄷ', 'ㅗ', 'ㄴ', '각']|킹돈각
24|['ㄴ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㄴ']|노오오오온
25|['너', '얼', 'ㄴ', '불타', '리라']|너언 불타리라
26|['크', '게도', 'ㄴ', 'ㅋㅋㅋㅋㅋㅋㅋ']|크 게돈 ㅋㅋㅋㅋㅋㅋㅋ
27|['ㄴ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㄴ']|노오오오오오온
28|['데', 'ㄱ', '진짜', '진심', '으로', '너무', '구려', '효', '니야']|덱 진짜 진심으로 너무 구려 효니야
29|['바로', '깨', '어', '버리', '지']|바로 깨버리지
30|['무기', '깨', '어', '버리', '자']|무기깨버리자
31|['수액', '대', '기주', 'ㅇㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|수액 대기중ㅋㅋㅋㅋㅋㅋㅋ
32|['채', 'ㅇ', '그랑']|챙그랑
33|['허사', 'ㅇ', '일', '뿐', '이', '다']|허상일뿐이다
34|['요건', '모르', '앗', '지', '!']|요건몰랏지!
35|['칸', 'ㄱ', 'ㅗ', '르']|칸고르
36|['크', 'ㄴ', '수액']|큰수액
37|['비', 'ㄱ', '수액', 'ㅋㅋ', 'ㅋㅋ']|빅수액 ㅋㅋㅋㅋ
38|['무기', '절대', '못', '끼', '어', 'ㅋㅋㅋ']|무기 절대못껴 ㅋㅋㅋ
39|['데', 'ㄱ', '에', '수액', '이', '몇', '개', '야', ';', ';']|덱에 수액이 몇개야;;
40|['뭐', '하', '는', '놈', '이', 'ㄴ가', '싶', '겠', '다']|뭐하는놈인가 싶겠다
41|['비', 'ㄱ', '수액', '맨', 'ㅋㅋ', 'ㅋㅋ']|빅 수액맨 ㅋㅋㅋㅋ
42|['비', 'ㄱ', '수액', '맨']|빅수액맨
43|['우', '서', '무슨', '생각', '하', 'ㄹ', '까', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|우서 무슨생각할까ㅋㅋㅋㅋㅋㅋㅋㅋ
44|['슬슬', '이상', '하', 'ㄴ', '느낌', '을', '받', '고', '있', '는', '기사ㅋㅋㅋㅋㅋ']|슬슬 이상한 느낌을 받고 있는 기사ㅋㅋㅋㅋㅋ
45|['ㄴㄴ', 'ㄴ', '승률', '100', '%', '를', '위하', '아', '필요', '하', '아요']|ㄴㄴㄴ 승률 100%를 위해 필요해요
46|['고르', '아', '카', '는', '자존심', '이야']|골라카는 자존심이야
47|['안', '되', '어']|안돼
48|['무', '기특', '다', '파괴', '하', 'ㅁ', '무섭', '다']|무기특 다파괴함 무섭다
49|['이것', '왕', '파', '카운터', '데', 'ㄱ', '임', '?', '?', '?']|이거 왕파카운터덱임???
50|['데', 'ㄱ', '진짜', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|덱 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
51|['쪼', 'ㅁ', '징그럽', '다']|쫌 징그럽다
52|['데', 'ㄱ', '너무', '구리', '다', '.', '...']|덱너무구리다....
53|['비', 'ㄱ', '수액', '이', '너무', '투', '머', '치', '이', 'ㄴ', '거', '같', '은데', 'ㅋㅋㅋㅋㅋ']|빅 수액이 너무 투머치인거 같은데 ㅋㅋㅋㅋㅋ
54|['어', '기여', '차', '넣', '어야', '하', 'ㄴ다']|어기여차 넣어야한다
55|['우', '서', 'ㄹㅇ', '당황', '하', 'ㄴ듯']|우서 ㄹㅇ 당황한듯
56|['이', '데', 'ㄱ', '자존심', '이', 'ㄴ데']|이덱 자존심인데
57|['골', '락카', '시', '그니', '처', '지', '않', '어']|골락카 시그니처잖어
58|['고르', '아', '카', '빼', '자', '진짜']|골라카 빼자 진짜
59|['그린', '스킨', '해적단원', '죽', '아야', '대']|그린스킨 해적단원 죽여야대
60|['성기사', ':', 'ㅁㅊ', '새끼', '네', '저것']|성기사 : ㅁㅊ새끼네 저거
61|['있', '어야', '되', '어']|있어야돼
62|['왕', '팔', '는', '진짜', '기똥차', '게', '잡', '겠', '네']|왕파는 진짜 기똥차게 잡겠네
63|['왕', '파', '승률', '100', '푸', '어', '하', '아야지']|왕파 승률 100퍼 해야지
64|['무슨', '골', '락카', '가', '시', '그니', '치', '어야', 'ㅋㅋㅋㅋㅋ']|무슨 골락카가 시그니쳐야 ㅋㅋㅋㅋㅋ
65|['데', 'ㄱ', '컨셉', '이', '카운터', '만', '치', '는', '거', '예', '요', '..', '?']|덱 컨셉이 카운터만 치는거예요..?
66|['차라리', '영', '능', '얼음', '맨', '을', '빼', '어']|차라리 영능 얼음맨을 빼
67|['왕', '파', '헤드', '브레이', '킹', '데', 'ㄱ']|왕파 헤드브레이킹 덱
68|['기사', '.', '어리', '두', 'ㅇ', '절', 'ㅋㅋ', 'ㅋㅋ']|기사.어리둥절ㅋㅋㅋㅋ
69|['그럼', '해적', '주', 'ㄱ', '일', '때', '뽕', '맛', '사라지', '어요', 'ㅠ', 'ㅠ']|그럼 해적죽일때 뽕맛사라져요 ㅠㅠ
