|morphs|origin
0|['뭐', '하', '아', '?']|뭐해?
1|['아니', '뭐', '하', 'ㅁ', '?']|아니 뭐함?
2|['뇌', '절', 'ㅇ', 'ㅗ', 'ㄴ', '듯']|뇌절온듯
3|['버튼', '을', '반', '갈', '죽', '하', '아서', '한쪽', '에', '검정', '이', '한쪽', '에', '나머지', '하', '면', '되', '지', '않', '어']|버튼을 반갈죽해서 한쪽에 검정이 한쪽에 나머지 하면되잖어
4|['땀', 'ㅗ', '드']|따모드
5|['뭐', '하', '어요']|뭐해요
6|['이것', '치과', '보험', '처리', '가능', '하', 'ㅁ', '?']|이거 치과보험 처리 가능함?
7|['어금니', '나가', 'ㄴ', '거', '같', '은데']|어금니 나간거 같은데
8|['벽', '이', 'ㄴ디']|벽인디
9|['쪼', 'ㄹ']|쫄
10|['무', 'ㄴ', '과', '특징', ')', '운동', '능력', '생각', '안', '하', '고', '그냥', '이', '과', '시키', 'ㄴ다']|문과 특징) 운동 능력 생각 안하고 그냥 이과 시킨다
11|['뭐', '하', '는지', '.', '.', '나마', 'ㄴ', '..', '이해', '안', '되', '나', '...', '?', '?']|뭐하는지..나만..이해안되나...??
12|['형', '왜', '그러', '어', 'ㅠ', 'ㅠ']|형 왜그래 ㅠㅠ
13|['개', '못', '하', 'ㄴ다', '진짜']|개못한다진짜
14|['아니', '발판', '반', '으로', '가르', '아서', '갈색', '오른쪽', '에', '가두', '시', '라구', '요']|아니 발판 반으로 갈라서 갈색 오른쪽에 가두시라구요
15|['뭘', '하', 'ㄹ려고', '어럅게', '하', '아', 'ㅋㅋㅋ']|뭘할려고 어럅게 해 ㅋㅋㅋ
16|['아니', '대체', '뭐', '하', '아']|아니 대체 뭐해
17|['아', '조', '씨', '거기', '말', '이', '고', '.', '.']|아조씨 거기말고..
18|['아니', '처음처럼', '하', '시', '어요', 'ㅋㅋ']|아니 처음처럼 하세요 ㅋㅋ
19|['너무', '뭐', '이', '라', '하', '지', '말', '아', 'ㅜㅜ']|너무 뭐라하지마 ㅜㅜ
20|['아니', '쉽', '게', '생각', '하', '세', '이', '어', ';', ';']|아니 쉽게 생각하세여;;
21|['바', 'ㄴ', '가', 'ㄹ', '주', 'ㄱ']|반 갈 죽
22|['아', '조시', '거기', '말', 'ㄱ', 'ㅗ']|아조시 거기말고
23|['가운데', '발판', '자르', '아서', '격차', '주', '는', '게', '최고', '의', '방안', '이', '다']|가운데 발판 잘라서 격차 주는게 최고의 방안이다
24|['발판', '에', '네', '명가', '두', 'ㄱ', 'ㅗ', '오른쪽꿑에', '검은놈을가둬오오오오오오오오어어어어어어어어어어ㅓ러로로']|발판에 네명가두고 오른쪽꿑에 검은놈을가둬오오오오오오오오어어어어어어어어어어ㅓ러로로
25|['그냥', '보', '자', '애', '들', '아', '이것', '보', 'ㄴ다고', '안', '죽', '잖아']|그냥 보자 애들아 이거 본다고 안죽잖아
26|['쉽', '게', '그냥', '2', '개', '로', '검정', '이', '오른', '쪽', '언덕', '보내', 'ㄹ', '수', '잇', '잖아요', 'ㅠ', 'ㅠ', 'ㅠ', 'ㅠ', 'ㅠ']|쉽게 그냥 2개로 검정이 오른쪽언덕 보낼수잇잖아요 ㅠㅠㅠㅠㅠ
27|['실', '성', '하', '았', '네', 'ㅋㅋ', 'ㅋㅋ']|실성했네 ㅋㅋㅋㅋ
28|['개', '못', '하', '아']|개못해
29|['아니', '발판', '을', '바', 'ㄴ', '갈라', ';']|아니 발판을 반 갈라;
30|['ㅇ', 'ㅗ', '좋', '아']|오좋아
31|['이', '갈리', 'ㄴ', '다', 'ㅠ', 'ㅠ', 'ㅠ']|이갈린다 ㅠㅠㅠ
32|['반', '으로', '갈라지', '어서', '죽', '어']|반으로 갈라져서 죽어
33|['반', '으로', '갈라지', '어', '죽', '어', '!']|반으로 갈라져 죽어!
34|['뭐', '가', 'ㅇ', 'ㅗ', '케이', '야']|뭐가 오케이야
35|['검정색', '너무', '하', '아']|검정색너무해
36|['진짜', '일부', '로', '이렇', '는', '거', '같', '아요', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|진짜 일부로 이러는거같아요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
37|['먹이', '던지', '어', '주', '네']|먹이 던져주네
38|['걔', '네', '맞추', '어', '그럼']|걔네 맞춰 그럼
39|['발판', '좀', '잘', '가', 'ㄹ', '라보', '쇼']|발판좀 잘갈라보쇼
40|['내', '눈', '에', '만', '안', '차', '는', '것', '로', '보이', 'ㅁ', '?']|내눈에만 안차는거로 보임?
41|['걔', '네', '를', '같', '은', '곳', '에', '가두', '고', '어떻', '게', '맞', '기', 'ㄹ', '르', '바람', '?']|걔네를 같은곳에가두고 어떻게 맞길르 바람?
42|['피지컬', '로', '깨', 'ㄹ려는', '모습', '이', '보', '기', '좋', '네요']|피지컬로 깰려는 모습이 보기 좋네요
43|['망하', '았', '어', 'ㅋㅋ']|망했어 ㅋㅋ
44|['어떻', '게', '맞', '기', 'ㄹ', '바', '래', '.', '...']|어떻게 맞길 바래....
45|['같', '은', '속도', '이', 'ㄴ데', '그렇', '게', '하', '면', '탬포', '똑같져']|같은 속도인데 그렇게 하면 탬포 똑같져
46|['검정', '만', '발판', '주', '고', '가두', '어']|검정만 발판 주고 가둬
47|['ㅇ', 'ㅗ', 'ㅋㅋㅋㅋㅋㅋㅋ']|오 ㅋㅋㅋㅋㅋㅋㅋ
48|['발판', '의', '3', '분', '의', '2', '를', '네', '명', '한테', '주', '고', '나머지', '를', '검은색', '주', '어', '.', '...', '.']|발판의3분의 2를 네명한테주고 나머지를 검은색줘.....
49|['ㅇ', 'ㅗ', 'ㅋㅋㅋㅋㅋ']|오 ㅋㅋㅋㅋㅋ
50|['아', '모르', 'ㄴ', '지', 'ㄱ', '다', '...']|아모른직다...
51|['4', '명', '몰아넣', '기', '만', '하', '면', '되', 'ㄹ', '듯']|4명 몰아넣기만 하면 될듯
52|['ㅇ', 'ㅗ', '?']|오?
53|['대', '각서', 'ㄱ', '으로', '자르', '면', '안', '되', '?', '?']|대각석으로 자르면 안되??
54|"['그', '게임', ""'"", '플', 'ㅗ', '답', '다']"|그게임'프로답다
55|['ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', '?']|오오?
56|['왜', '이거', 'ㄹ', '하스하는데', 'ㅋㅋㅋㅋㅋ']|왜 이걸 하스하는데 ㅋㅋㅋㅋㅋ
57|['왼쪽', '복구', '하', '아']|왼쪽 복구해
58|['기도', '하', '아']|기도해
59|['한번', '더', '긋', '어서', '높이', '차이', '더', '올리', '어요']|한번더그어서 높이차이 더올려요
60|['발판', '을', 'X', '로', '가르', '아서', '밑', '에', '넷', '가두', '고', '위', '에', '하나', '떨어지', '게', '못하', '나', '?']|발판을 X로 갈라서 밑에 넷 가두고 위에 하나 떨어지게 못하나?
61|['이거', 'ㄹ', '이제', '하네', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|이걸 이제 하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
62|['x', '자로', '긋', '시', '어요']|x자로 그으세요
63|['한번', '더', '가두', '어']|한번더 가둬
64|['아니', '넷', '같이', '가두', '어', '두', '면', '내려오', '아서', '죽', '는', '게', '먹', '는', '거', '보다', '먼저', '아니', 'ㅁ', '?']|아니 넷 같이 가둬두면 내려와서 죽는게 먹는거보다 먼저아님?
65|['뛰어내리', 'ㄴ다고']|뛰어내린다고
66|['한번', '더하', '아서', '각', '도', '좁히', '어']|한번더해서 각도좁혀
67|['로그인', '각', '도', '좁히', '어']|로그인 각도 좁혀
68|['아니', '그렇', '게', '말', 'ㄱ', 'ㅗ']|아니 그렇게 말고
69|['쟤', '들', '진동수', '다', '다다르', '러']|쟤들 진동수다 다달러
70|['아니', '위', '로', '올리', '어야지']|아니 위로 올려야지
71|['왜', '내리', '어']|왜 내려
72|['검', '은애', '는', '혼자', '있', '으니까', '울', 'ㄴ', '빨', '이', '아니', '잖아', '지금', '4', '마리', '는', 'ㅈㅁ', '하스스톤이고']|검은애는 혼자 있으니까 운빨이 아니잖아 지금 4마리는 ㅈㅁ 하스스톤이고
73|['계단', '만들', '지', '말', '고', '벽', '을', '만들', '면', '알', 'ㄴ', '댐', '?']|계단만들지말고 벽을만들면안댐?
74|['일단', '저것', '잡', '고', '재', '정비', '하', '자']|일단 저거 잡고 재정비하자
75|['오른쪽', '으로', '몰', '고', '가', '게', '하', '시', '면', '되', 'ㄹ', '꺼', '같', '아요']|오른쪽으로 몰고 가게 하시면 될꺼같아요
76|['내리', '면', '절벽', '보고', '구경', '하', '니까', '올리', '어']|내리면 절벽보고 구경하니까 올려
