|morphs|origin
0|['오늘', '생방', '왜', '안', '하', '아요']|오늘 생방왜안해요
1|['6', '시', '30', '분', '차', 'ㄱ', '서', 'ㄱ']|6시 30분 착석
2|['따', '아', '하', '~']|따하~
3|['따', '아', '따', '아']|따따
4|['따', '사', 'ㄱ']|따삭
5|['오늘', '하스', '언제', '까지', '하나', '이', '어', '?']|오늘 하스 언제까지 하나여?
6|['따', '하', '응', 'ㄲ', 'ㅗ', '괜찮', '니', '?']|따하 응꼬괜찮니?
7|['배고프', '아', '~']|배고파~
8|['똥', 'ㄲ', 'ㅗ', '?']|똥꼬?
9|['똥', 'ㄲ', 'ㅗ']|똥꼬
10|['똥', 'ㄲ', 'ㅗ', '많이', '아프', 'ㄴ', '갑', '네', 'ㅠ', 'ㅠ']|똥꼬 많이 아픈갑네 ㅠㅠ
11|['똥', 'ㄲ', 'ㅗ', '가', '너무', '아프', '아요']|똥꼬가 너무 아파요
12|['뭐', '야', '오늘', '쉬', 'ㄴ다', '매', '어', '왜', '방송', '킴', '?']|뭐야 오늘 쉰다매 왜 방송킴?
13|['도넛', '방석', '주', 'ㄹ가', '?']|도넛방석 줄가?
14|['형', '왤케', '초췌', '하', '아', '.', '...', '...', 'BibleThump', 'BibleThump', 'BibleThump', 'BibleThump']|형 왤케 초췌해....... BibleThump BibleThump BibleThump BibleThump
15|['폭', '려', 'ㄹ', '추']|폭렬추
16|['똥', 'ㄱ', 'ㅗ', '에', '무슨', '도움', '을', '드리', '어요']|똥고에 무슨 도움을 드려요
17|['따', '아아', '아아', '아아', '아아', 'ㅇ', 'ㄱ']|따아아아아아아아앙ㄱ
18|['폭', '려', 'ㄹ', '하', '아']|폭 렬 해
19|['초밥', '맛있', '게', '먹', '고', '오', '시', '었', '나요']|초밥맛있게 먹고오셨나요
20|['뜨', '아', '아', '아아', 'ㄲ', '아', '아아', 'ㄲ']|뜨아아아앆아아앆
21|['아', '어제', '쉬', '는', '거', '이', '엇', '구나']|아 어제 쉬는거엿구나
22|['플', 'ㅗ', '의', '빡겜']|프로의 빡겜
23|['똥', 'ㄲ', 'ㅗ', '괜찮아', 'ㅇ', 'ㅗ', '?']|똥꼬 괜찮아오?
24|['뭐', '이', '어', '하', '스프', '로', '의', '폭', '려', 'ㄹ', '빡겜임?']|뭐여 하스프로의 폭렬 빡겜임?
25|['하', '스프', '로', '가', '폭', '려', 'ㄹ', '빡겜한다는거에요?']|하스프로가 폭렬 빡겜한다는거에요?
26|['뭐', '야', '뭐', '야', '빨리', 'ㄱ', 'ㅗ', '미', 'ㄴ', '말', '하', '아', '주', '어']|뭐야뭐야 빨리 고민 말해줘
27|['똥', 'ㄲ', 'ㅗ', '수술', '하', 'ㅁ', '?']|똥꼬 수술함?
28|['셜록', '홈즈', '하나', '이', '어']|셜록홈즈 하나여
29|['따', '아', '아아', '아아', 'ㅇ', '아', 'ㄱ']|따아아아아앙악
30|['옷', '말', '수기', '가', '사', '아', '주', 'ㅁ', '?']|옷 말수기가 사줌?
31|['무슨', '일', '이', 'ㄴ데']|무슨일인데
32|['오', '아', '오랫만', '에', '초심', '플', 'ㅗ', '하스임?']|와 오랫만에 초심 프로 하스임?
33|['뭐', 'ㄴ데요']|뭔데요
34|['응', 'ㄲ', 'ㅗ', '수술', '잘', '받', '았', '음', '?', '?', '?']|응꼬 수술 잘 받았음???
35|['씨', 'ㅅㄱ', 'ㅗ', '오', '았', '구나', 'ㅋㅋ']|씻고 왔구나 ㅋㅋ
36|['에', '헤이', '말', '꺼내', '어', '놓', '고', '...']|에헤이 말 꺼내놓고...
37|['폭', '려', 'ㄹ', '결', '제요', '?']|폭렬결제요?
38|['폭', '려', 'ㄹ', '더', '지름']|폭렬더지름
39|['ㄱ', 'ㅗ', '민이', '뭐', '야', 'ㅠ', 'ㅠ']|고민이 뭐야ㅠㅠ
40|['폭', '려', 'ㄹ', '결제', '말', '수', 'ㄱ', '이', '몰래', '하', 'ㄹ지', '말', '지', '?']|폭렬결제 말숙이 몰래할지 말지?
41|['폭', '려', 'ㄹ', '결제', '를', '하', 'ㄹ', '까', '말', '싸', '아']|폭렬 결제를 할까 말싸
42|['똥', 'ㄲ', 'ㅗ', '수술', '다음', '주']|똥꼬 수술 다음주
43|['또', '무슨', '따', '소리', '하', '시', 'ㄹ려', '구', 'ㅇ']|또 무슨 따소리 하실려궁
44|['또', '려', 'ㄹ']|또렬
45|['ㄱ', 'ㅗ', '말', '읍']|고말읍
46|['플', '러', '리', '형', '보니', '까', '랭크', '빠', 'ㄱ', '시', '게', '하', '던데', '효', '이', '니', '형', '은', '그런', '서', '안', '하', '아', '?', '?', '?']|플러리 형 보니까 랭크 빡시게 하던데 효니형은 그런서 안해???
47|['용서', 'ㄱ', '원기', 'ㅇ', 'ㅗ', 'ㄱ', '추']|용석 원기옥추
48|['모르', '아요']|몰라요
49|['영사', 'ㅇㅂ', 'ㅗ', '이', '어', '주', '어']|영상보여줘
50|['지르', 'ㄹ', '거', '업', '다면서', 'ㅋㅋ', 'ㅋㅋ']|지를거 업다면서 ㅋㅋㅋㅋ
51|['히트', '거르', 'ㄴ다']|히트 거른다
52|['그렇', '구', '나', 'ㅇ']|그렇구낭
53|['뭔', '데', '이', '어']|뭔데여
